year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
2014, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0.0,0.0,0.0
2014, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
2014, EAV-190702-G, Landfill leachate containing hazardous substances,81.0,213.9,135.1
2014, EAV-190806-G, Saturated or spent ion exchange resins,42.0,0.6,0.5
2014, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
2014, EAV-190808-G, Membrane system waste containing heavy metals,6.0,9.9,8.8
2014, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",16.0,0.9,0.7
2014, EAV-190811-G, Sludges from bio. treat. of industrial waste water,26.0,202.5,193.3
2014, EAV-190813-G, Sludges from other treat.of industrial waste water,235.0,107.5,91.3
2014, EAV-191003-G, Fluff-light fraction and dust,15.0,4.0,3.8
2014, EAV-191005-G, Other fractions containing hazardous substances,5.0,4.2,0.8
2014, EAV-191101-G, Oil regeneration: Spent filter clays,10.0,3.2,3.0
2014, EAV-191102-G, Oil regeneration: Acid tars,0.0,0.0,0.0
2014, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,0.0,0.0,0.0
2014, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
2014, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,11.0,0.8,0.8
2014, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
2014, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,266.0,809.1,308.9
2014, EAV-191211-G, Other wastes (including mixtures of materials),234.0,812.6,392.8
2014, EAV-191301-G, Solid wastes from soil remediation,29.0,101.8,49.7
2014, EAV-191303-G, Sludges from soil remediation,10.0,56.3,0.5
2014, EAV-191305-G, Sludges from groundwater remediation,26.0,1.0,1.0
2014, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",23.0,1.8,1.8
2014, EAV-20," Municipal wastes (household wastes, similar wastes)",734.0,105.5,85.3
2014, EAV-200113-G, Solvents,265.0,7.3,6.4
2014, EAV-200114-G, acids,238.0,1.5,1.2
2014, EAV-200115-G, alkalines,234.0,1.3,1.2
2014, EAV-200117-G, Photochemicals,162.0,0.6,0.5
2014, EAV-200119-G, Pesticides,257.0,2.3,1.6
2014, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,220.0,2.7,2.7
2014, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,83.0,8.8,7.9
2014, EAV-200126-G, Oil and fat (except 200125),76.0,0.9,0.8
2014, EAV-200127-G,"Paint, inks, adhesives and resins",347.0,22.3,18.3
2014, EAV-200129-G, Detergents containing hazardous substances,75.0,0.6,0.5
2014, EAV-200131-G, Cytotoxic and cytostatic medicines,5.0,0.0,0.0
2014, EAV-200133-G, Batteries and accumulators (160601-160603),95.0,2.0,1.9
2014, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",137.0,36.2,27.5
2014, EAV-200137-G, Wood containing hazardous substances,73.0,19.0,14.9
2015, EAV-01," Wastes resulting from exploration, mining of minerals",34.0,50.4,46.8
2015, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
2015, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
2015, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
2015, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",5.0,32.1,32.1
2015, EAV-010505-G, Oil-containing drilling muds and wastes,22.0,9.4,5.8
2015, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",5.0,4.8,4.8
2015, EAV-02," Wastes from agriculture, horticulture, forestry etc.",70.0,1.5,1.1
2015, EAV-020108-G, Agrochemical waste containing hazardous substances,70.0,1.5,1.1
2015, EAV-03,Wastes from wood processing etc.,20.0,0.5,0.5
2015, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",0.0,0.0,0.0
2015, EAV-030201-G, Non-halogenated organic wood preservatives,6.0,0.0,0.0
2015, EAV-030202-G, Organochlorinated wood preservatives,5.0,0.1,0.1
2015, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
2015, EAV-030204-G, Inorganic wood preservatives,0.0,0.0,0.0
2015, EAV-030205-G, Other wood preservatives cont. hazardous subst.,7.0,0.0,0.0
2015, EAV-04," Wastes from the leather, fur, textile industries",6.0,0.2,0.2
2015, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
2015, EAV-040214-G, Wastes from finishing containing organic solvents,0.0,0.0,0.0
2015, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,4.0,0.0,0.0
2015, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,0.0,0.0,0.0
2015, EAV-05," Wastes from petrol. refining, natural gas purification.",145.0,60.3,50.6
2015, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
2015, EAV-050103-G, Petroleum refining: Tank bottom sludges,50.0,18.4,17.4
2015,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
2015, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
2015, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,59.0,18.9,11.1
2015, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
2015, EAV-050108-G, Petroleum refining: Other tars,5.0,0.4,0.4
2015, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,10.0,11.3,11.1
2015, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
2015, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
2015, EAV-050115-G, Petroleum refining: Spent filter clays,13.0,1.5,0.9
2015, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
2015, EAV-050603-G, Pyrolytic treatment of coal: Other tars,41.0,9.2,9.0
2015, EAV-050701-G, Natural gas purif.: Wastes containing mercury,7.0,0.3,0.2
2015, EAV-06, Wastes from inorganic chemical processes,1000.0,355.1,308.9
2015, EAV-060101-G, Sulfuric acid and sulphurous acid,175.0,120.5,119.3
2015, EAV-060102-G, hydrochloric acid,57.0,7.6,7.0
2015, EAV-060103-G, hydrofluoric acid,7.0,0.1,0.1
2015,EAV-060104-G, Phosphoric and phosphorous acid,44.0,1.5,1.4
2015, EAV-060105-G, Nitric acid and nitrous acid,45.0,1.4,1.3
2015, EAV-060106-G, Other acids,244.0,22.8,18.9
2015, EAV-060201-G, calcium hydroxide,13.0,1.0,1.0
2015, EAV-060203-G, Ammonium hydroxide,61.0,8.2,7.9
2015, EAV-060204-G, Sodium and potassium hydroxide,49.0,10.7,9.3
2015, EAV-060205-G, Other bases,242.0,18.9,17.0
2015, EAV-060311-G, Solid salts and solutions containing cyanides,25.0,0.5,0.4
2015, EAV-060313-G, Solid salts and solutions containing heavy metals,129.0,9.9,8.2
2015, EAV-060315-G, Metallicoxides containing heavy metals,29.0,3.1,3.1
2015, EAV-060403-G, Wastes containing arsenic,16.0,0.6,0.6
2015, EAV-060404-G, Wastes containing mercury,130.0,1.3,1.1
2015, EAV-060405-G, Wastes containing other heavy metals,85.0,61.1,29.3
2015, EAV-060502-G, Sludges from on-site effluent treatment,98.0,64.1,62.0
2015, EAV-060602-G, Wastes containing hazardous sulphides,7.0,0.6,0.6
2015, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
2015, EAV-060702-G, Activated carbon from chlorine production,0.0,0.0,0.0
2015, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
2015, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
2015, EAV-060802-G, Waste containing hazardous chlorocyanes,6.0,4.3,4.3
2015, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
2015, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,7.0,0.1,0.1
2015, EAV-061301-G, Inorganic plant protection products etc.,37.0,0.2,0.1
2015, EAV-061302-G, Spent activated carbon (except 060702),69.0,3.5,3.2
2015, EAV-061304-G, Wastes from asbestos processing,6.0,1.0,0.5
2015, EAV-061305-G, Soot,0.0,0.0,0.0
2015, EAV-07, Wastes from organic chemical processes,1743.0,1269.3,1199.5
2015, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",165.0,54.1,44.8
2015, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,107.0,29.7,28.7
2015, EAV-070104-G, Organic chem.: Other organic solvents etc.,357.0,120.6,108.5
2015, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,43.0,40.1,39.4
2015, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",145.0,99.7,93.3
2015, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",13.0,0.6,0.6
2015, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",41.0,3.8,3.7
2015, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,46.0,9.6,9.4
2015, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",88.0,33.6,32.8
2015, EAV-070203-G, Plastics: Organic halogenated solvents etc.,36.0,2.9,2.9
2015, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",147.0,36.0,35.6
2015, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",38.0,6.6,6.4
2015, EAV-070208-G," Plastics: Other still bottoms, reaction residues",390.0,75.3,70.8
2015, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",6.0,0.3,0.3
2015, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,43.0,4.7,4.6
2015, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,14.0,1.2,1.1
2015, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,47.0,4.2,3.8
2015, EAV-070216-G, Plastics: Waste containing hazardous silicones,6.0,0.7,0.7
2015, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",31.0,5.7,5.3
2015, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,19.0,1.1,0.7
2015, EAV-070304-G, Organic dyes: Other organic solvents etc.,214.0,37.5,33.9
2015, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,6.0,0.6,0.6
2015, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",26.0,4.4,4.0
2015, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",3.0,0.2,0.2
2015, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",9.0,0.5,0.5
2015, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,3.0,0.0,0.0
2015, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,19.0,31.6,31.4
2015, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,17.0,101.2,99.9
2015, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,14.0,27.8,27.8
2015, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,10.0,45.7,45.7
2015, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",8.0,6.4,6.4
2015, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,5.0,0.3,0.3
2015, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",8.0,0.5,0.5
2015, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,0.0,0.0,0.0
2015, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11.0,0.2,0.2
2015, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,48.0,81.5,80.0
2015, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,48.0,15.3,14.9
2015, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,84.0,71.6,70.9
2015, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,11.0,2.8,2.8
2015, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",53.0,5.2,4.9
2015, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,8.0,0.1,0.1
2015, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",17.0,2.2,2.2
2015, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,8.0,0.6,0.6
2015, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,42.0,1.5,1.4
2015, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",106.0,28.8,27.7
2015, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",21.0,0.5,0.3
2015, EAV-070604-G," Fats, soaps: Other organic solvents etc.",79.0,7.2,6.5
2015, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",3.0,0.2,0.0
2015, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",143.0,43.0,40.3
2015, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0.0,0.0,0.0
2015, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",19.0,1.8,1.8
2015, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",5.0,1.1,1.1
2015, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",158.0,81.1,67.9
2015, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,110.0,24.4,23.2
2015, EAV-070704-G, Fine chem.: Other organic solvents etc.,173.0,57.2,53.7
2015, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",34.0,8.8,8.7
2015, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",81.0,40.4,39.4
2015, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",23.0,0.6,0.6
2015, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",53.0,3.8,3.5
2015, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,25.0,2.0,1.8
2015, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1356.0,209.5,174.6
2015, EAV-080111-G," Waste paint, varnish containing organic solvents",714.0,73.0,53.5
2015, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,350.0,37.7,30.3
2015, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",150.0,23.4,21.7
2015, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,175.0,24.1,22.6
2015, EAV-080119-G, Aqueous suspensions cont. paint or varnish,37.0,12.9,12.9
2015, EAV-080121-G, Waste paint or varnish remover,11.0,0.3,0.3
2015, EAV-080312-G, Waste ink containing hazardous substances,105.0,6.5,5.5
2015, EAV-080314-G, Ink sludges containing hazardous substances,51.0,4.6,4.0
2015, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
2015, EAV-080317-G, Waste printing toner cont. hazardous substances,0.0,0.0,0.0
2015, EAV-080319-G, Disperse oil,24.0,0.7,0.4
2015,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,291.0,23.9,21.4
2015, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,10.0,0.4,0.3
2015, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",12.0,0.6,0.6
2015, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",13.0,0.6,0.6
2015, EAV-080417-G," Adhesives, sealants: Rosin oil",0.0,0.0,0.0
2015, EAV-080501-G, Waste isocyanates,46.0,0.7,0.5
2015, EAV-09, Wastes from the photographic industry,197.0,18.7,15.6
2015, EAV-090101-G, Water-based developer and activator solutions,106.0,4.5,3.9
2015, EAV-090102-G, Water-based offset plate developer solutions,96.0,8.0,6.6
2015, EAV-090103-G, Solvent-based developer solutions,9.0,0.0,0.0
2015, EAV-090104-G, fixer solutions,92.0,3.8,3.1
2015, EAV-090105-G, Bleach solutions and bleach fixer solutions,37.0,1.9,1.9
2015, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0.0,0.0,0.0
2015, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0.0,0.0,0.0
2015, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0.0,0.0,0.0
2015,EAV-10, Wastes from thermal processes,728.0,922.6,860.4
2015, EAV-100104-G, Oil fly ash and boiler dust,21.0,3.6,2.9
2015, EAV-100109-G, Sulfuric acid,0.0,0.0,0.0
2015, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0.0,0.0,0.0
2015, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",44.0,40.9,40.8
2015, EAV-100116-G, Fly ash from co-incineration,32.0,16.8,16.3
2015, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,122.0,56.7,56.3
2015, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,9.0,2.0,2.0
2015, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,7.0,1.4,1.3
2015, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",65.0,228.9,228.3
2015, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",0.0,0.0,0.0
2015, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",12.0,109.2,106.9
2015, EAV-100304-G, Aluminium: Primary production slags,3.0,5.2,5.2
2015, EAV-100308-G, Aluminium: Salt slags from secondary production,14.0,276.6,240.7
2015, EAV-100309-G, Aluminium: Black dross from secondary production,0.0,0.0,0.0
2015,EAV-100315-G, Aluminium: Skimmings that are flammable etc.,52.0,38.7,30.0
2015, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,4.0,0.5,0.5
2015, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,15.0,3.6,3.6
2015, EAV-100321-G, Aluminum: Other particulates and dust,9.0,2.2,2.2
2015, EAV-100323-G, Aluminum: Solid wastes from gas treatment,30.0,17.0,16.0
2015, EAV-100325-G," Aluminium: Sludges, filter cakes from gas treatment.",0.0,0.0,0.0
2015, EAV-100327-G, Aluminium: Wastes fr.cooling-water treatm.cont.oil,3.0,0.3,0.3
2015, EAV-100329-G, Aluminium: Wastes from treatment. of salt slags etc.,0.0,0.0,0.0
2015, EAV-100401-G, Lead: Slags from primary and secondary production,8.0,27.7,27.7
2015, EAV-100402-G," Lead: Dross, skimmings from primary, second. prod.",53.0,8.0,7.9
2015, EAV-100403-G, Lead: Calcium arsenate,0.0,0.0,0.0
2015, EAV-100404-G, Lead: Flue-gas dust,4.0,0.2,0.2
2015, EAV-100405-G, Lead: Other particulates and dust,12.0,7.9,4.6
2015, EAV-100406-G, Lead: Solid wastes from gas treatment,0.0,0.0,0.0
2015, EAV-100407-G,Lead: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
2015, EAV-100409-G, Lead: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
2015, EAV-100503-G, Zinc: Flue-gas dust,7.0,0.5,0.5
2015, EAV-100505-G, Zinc: Solid waste from gas treatment,7.0,0.3,0.3
2015, EAV-100506-G, Zinc: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
2015, EAV-100508-G, Zinc: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
2015, EAV-100510-G, Zinc: Dross and skimmings that are flammable etc.,0.0,0.0,0.0
2015, EAV-100603-G, Copper: Flue-gas dust,7.0,1.4,1.4
2015, EAV-100606-G, Copper: Solid wastes from gas treatment,4.0,2.9,2.9
2015, EAV-100607-G, Copper: Sludges and filter cakes from gas treatment.,0.0,0.0,0.0
2015, EAV-100609-G, Copper: Wastes from cooling-water treatment. cont.oil,0.0,0.0,0.0
2015, EAV-100707-G, Silver etc: Wastes fr. cool.-water treatm.cont.oil,0.0,0.0,0.0
2015, EAV-100808-G," Non-ferrous: Salt slag from primary, secondary. prod.",3.0,0.4,0.4
2015, EAV-100810-G," Non-ferrous: Dross, skimmings that are flammable",8.0,0.8,0.8
2015, EAV-100812-G,Non-ferrous: Tar-cont. wastes from anode manuf.,0.0,0.0,0.0
2015, EAV-100815-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,41.0,6.0,5.9
2015, EAV-100817-G," Non-ferrous: Sludges, filter cakes fr.flue-gas tr.",3.0,0.2,0.2
2015, EAV-100819-G, Non-ferrous: Wastes from cooling-water tr.cont.oil,0.0,0.0,0.0
2015, EAV-100905-G," Ferrous: Casting cores,moulds, not undergone pouring.",3.0,1.2,1.2
2015, EAV-100907-G," Ferrous: Casting cores, molds, underwent pouring",14.0,3.8,2.9
2015, EAV-100909-G, Ferrous: Flue-gas dust cont. hazardous substances,46.0,8.5,7.9
2015, EAV-100911-G, Ferrous: Other particulates cont. hazardous subst.,4.0,0.5,0.5
2015, EAV-100913-G, Ferrous: Waste binders cont. hazardous substances,0.0,0.0,0.0
2015, EAV-100915-G, Ferrous: Waste crack-indicating agent,0.0,0.0,0.0
2015, EAV-101005-G," Non-ferrous: Casting cores,moulds,not underg.pour.",3.0,0.4,0.0
2015, EAV-101007-G," Non-ferrous: Casting cores, molds, underwent pour.",8.0,4.6,4.6
2015, EAV-101009-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,16.0,3.9,2.1
2015, EAV-101011-G, Non-ferrous: Other particulates cont. haza. subst.,0.0,0.0,0.0
2015, EAV-101013-G,Non-ferrous: Waste binders cont. hazardous subst.,0.0,0.0,0.0
2015, EAV-101015-G, Non-ferrous: Waste crack-indicating agent,0.0,0.0,0.0
2015, EAV-101109-G, Waste preparation mixture before thermal process.,10.0,0.7,0.6
2015, EAV-101111-G, Waste glass in small particles cont. heavy metals,18.0,14.0,11.9
2015, EAV-101113-G," Glass-polishing, -grinding sludge",23.0,1.0,0.9
2015, EAV-101115-G, Manuf. of glass: Solid wastes from flue-gas treat.,44.0,4.2,3.9
2015, EAV-101117-G," Manuf. of glass: Sludges, filter cakes fr. flue-gas",0.0,0.0,0.0
