GENESIS-Tabelle: 32111-0002
Abfallentsorgung: Deutschland, Jahre, Abfallarten;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;
Deutschland;;;;;;;
;;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall
2020;EAV-060702-G;Aktivkohle aus der Chlorherstellung;-;-;-;-;-
2020;EAV-060703-G;Quecksilberhaltige Bariumsulfatschlämme;-;-;-;-;-
2020;EAV-060704-G;Lösungen und Säuren, z.B. Kontaktsäure;-;-;-;-;-
2020;EAV-060799-U;Halogene: Abfälle a.n.g.;4;1,1;-;1,1;-
2020;EAV-060802-G;Gefährliche Chlorsilane enthaltende Abfälle;7;10,3;9,0;0,0;1,3
2020;EAV-060899-U;Silizium, Siliziumverbindungen: Abfälle a.n.g.;20;13,4;0,9;12,3;0,2
2020;EAV-060902-U;Phosphorhaltige Schlacke;-;-;-;-;-
2020;EAV-060903-G;Reaktionsabfälle auf Calciumbasis;3;0,2;-;0,0;0,2
2020;EAV-060904-U;Reaktionsabfälle auf Calciumbasis (ohne 060903);-;-;-;-;-
2020;EAV-060999-U;Phosphorhaltige Chemikalien: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-061002-G;Stickstoffh.Chemik.: Abfälle mit gefährl. Stoffen;5;0,1;0,1;0,1;-
2020;EAV-061099-U;Stickstoffhaltige Chemikalien: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-061101-U;Reaktionsabfälle auf Calciumbasis a. Titandioxidh.;6;18,7;-;18,6;0,1
2020;EAV-061199-U;Anorganische Pigmente, Farbgeber: Abfälle a.n.g.;5;0,9;-;0,9;-
2020;EAV-061301-G;Anorganische Pflanzenschutzmittel,Holzschutzmittel;9;0,1;0,0;0,1;0,0
2020;EAV-061302-G;Gebrauchte Aktivkohle (ohne 060702);32;4,4;0,0;4,2;0,2
2020;EAV-061303-U;Industrieruß;11;1,8;-;1,5;0,3
2020;EAV-061304-G;Abfälle aus der Asbestverarbeitung;-;-;-;-;-
2020;EAV-061305-G;Ofen- und Kaminruß;-;-;-;-;-
2020;EAV-061399-U;Anorganische chemische Prozesse: Abfälle a.n.g.;7;0,5;0,4;0,0;-
2020;EAV-070101-G;Org.Grundchemik.: Wässrige Waschfl., Mutterlaugen;62;80,4;27,9;50,0;2,5
2020;EAV-070103-G;Org.Grundchemik.: Halogenorg.Lösemittel, Waschfl.;36;27,4;1,6;24,9;1,0
2020;EAV-070104-G;Org.Grundchemik.: Lösemittel, Waschflüssigkeiten;81;146,5;43,7;100,2;2,6
2020;EAV-070107-G;Org.Grundchemik.: Halog.Reaktions-,Destill.rückst.;30;107,5;61,4;30,8;15,3
2020;EAV-070108-G;Org.Grundchemik.: Reaktions-,Destillationsrückst.;75;146,1;45,1;76,3;24,6
2020;EAV-070109-G;Org.Grundchemik.: Halog.Filterkuchen, Aufsaugmat.;12;0,8;0,0;0,6;0,2
2020;EAV-070110-G;Org.Grundchemik.: And. Filterkuchen, Aufsaugmat.;29;22,3;0,1;21,2;1,0
2020;EAV-070111-G;Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh);23;13,3;0,1;5,8;7,4
2020;EAV-070112-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070111);18;7,9;0,0;7,9;-
2020;EAV-070199-U;Organische Grundchemikalien: Abfälle a.n.g.;41;19,4;0,0;18,7;0,7
2020;EAV-070201-G;Kunststoffe: Wässrige Waschfl., Mutterlaugen;47;18,8;0,3;17,6;0,9
2020;EAV-070203-G;Kunststoffe: Halogenorg.Lösemittel, Waschflüssig.;23;2,0;0,3;1,7;-
2020;EAV-070204-G;Kunststoffe: organ. Lösemittel, Waschflüssigkeiten;55;30,2;5,8;22,3;2,2
2020;EAV-070207-G;Kunststoffe: Halog. Reaktions-, Destill.rückstände;24;6,8;1,8;3,4;1,6
2020;EAV-070208-G;Kunststoffe: Reaktions-, Destillationsrückstände;77;86,6;21,9;64,0;0,7
2020;EAV-070209-G;Kunststoffe: Halog. Filterkuchen, Aufsaugmat.;5;0,2;-;0,2;-
2020;EAV-070210-G;Kunststoffe: And. Filterkuchen, Aufsaugmaterialien;29;5,8;1,2;4,6;-
2020;EAV-070211-G;Kunststoffe: Schlämme (betriebseig.Abwasserbeh.);14;1,1;0,0;1,1;-
2020;EAV-070212-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070211);38;16,6;3,4;13,1;-
2020;EAV-070213-U;Kunststoffabfälle;270;616,7;20,0;575,2;21,5
2020;EAV-070214-G;Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.;20;2,3;0,2;2,0;0,1
2020;EAV-070215-U;Abfälle von Zusatzstoffen (ohne 070214);24;1,7;0,2;1,5;0,0
2020;EAV-070216-G;Kunststoffe: Gefährl. Silicone enthaltende Abfälle;7;1,4;1,1;0,3;-
2020;EAV-070217-U;Siliconhaltige Abfälle (ohne 070216);5;0,5;0,2;0,4;-
2020;EAV-070299-U;Kunststoffe, -fasern, synth. Gummi: Abfälle a.n.g.;50;41,3;6,6;30,1;4,6
2020;EAV-070301-G;Org.Farbstoffe: Wässrige Waschfl., Mutterlaugen;19;2,7;0,0;2,1;0,6
2020;EAV-070303-G;Org.Farbstoffe: Halogenorg. Lösemittel, Waschfl.;12;0,9;0,0;0,9;-
2020;EAV-070304-G;Org.Farbstoffe: Lösemittel, Waschflüssigkeiten;43;24,0;0,4;22,1;1,4
2020;EAV-070307-G;Org.Farbstoffe: Halog. Reaktions-, Destill.rückst.;11;1,2;0,7;0,5;-
2020;EAV-070308-G;Org.Farbstoffe: Reaktions-,Destillationsrückstände;15;5,5;0,0;5,5;-
2020;EAV-070309-G;Org.Farbstoffe: Halog. Filterkuchen, Aufsaugmat.;5;0,1;0,0;0,1;-
2020;EAV-070310-G;Org.Farbstoffe: Andere Filterkuchen, Aufsaugmat.;7;0,4;0,0;0,4;-
2020;EAV-070311-G;Org.Farbstoffe: Schlämme(betriebseig.Abwasserbeh.);-;-;-;-;-
2020;EAV-070312-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070311);5;0,3;0,0;0,3;-
2020;EAV-070399-U;Organische Farbstoffe, Pigmente: Abfälle a.n.g.;4;0,2;-;0,2;0,0
2020;EAV-070401-G;Pflanzenschutzmittel:Wässrige Waschfl.,Mutterlaug.;27;25,5;4,7;19,4;1,4
2020;EAV-070403-G;Pflanzenschutzmit.: Halogenorg.Lösemittel,Waschfl.;16;81,3;13,0;68,1;0,2
2020;EAV-070404-G;Pflanzenschutzmittel: Organ. Lösemittel, Waschfl.;21;25,9;9,2;16,3;0,4
2020;EAV-070407-G;Pflanzenschutzmit.:Halog.Reaktions-,Destill.rückst;12;27,6;3,1;24,5;-
2020;EAV-070408-G;Pflanzenschutzmittel: Reaktions-, Destill.rückst.;13;6,4;0,4;5,8;0,2
2020;EAV-070409-G;Pflanzenschutzmittel:Halog.Filterkuchen,Aufsaugmat;6;0,2;0,0;0,2;-
2020;EAV-070410-G;Pflanzenschutzmittel: Filterkuchen, Aufsaugmat.;7;0,8;0,0;0,7;-
2020;EAV-070411-G;Pflanzenschutzm.:Schlämme(betriebseig.Abwasserbeh);6;0,3;0,0;0,2;-
2020;EAV-070412-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070411);-;-;-;-;-
2020;EAV-070413-G;Pflanzenschutzmittel: Feste Abfälle m.gefährl.St.;12;1,5;0,2;1,3;0,0
2020;EAV-070499-U;Pflanzenschutzmittel u.a.: Abfälle a.n.g.;6;3,0;-;0,2;2,8
2020;EAV-070501-G;Pharmazeutika: Wässrige Waschfl., Mutterlaugen;32;40,4;8,6;27,0;4,9
2020;EAV-070503-G;Pharmazeutika: Halogenorg.Lösemittel, Waschfl.;26;40,8;24,0;10,6;6,2
2020;EAV-070504-G;Pharmazeutika: organ. Lösemittel, Waschflüssigk.;40;93,0;16,3;70,3;6,5
2020;EAV-070507-G;Pharmazeutika: Halog.Reaktions-, Destill.rückst.;10;1,6;0,2;1,3;0,1
2020;EAV-070508-G;Pharmazeutika: Reaktions-,Destillationsrückstände;18;6,7;0,0;6,6;0,1
2020;EAV-070509-G;Pharmazeutika: Halog.Filterkuchen, Aufsaugmat.;7;0,6;0,3;0,1;0,2
2020;EAV-070510-G;Pharmazeutika: Filterkuchen, Aufsaugmaterialien;13;1,7;0,1;1,5;0,1
2020;EAV-070511-G;Pharmazeutika: Schlämme (betriebseig.Abwasserbeh.);3;0,3;-;0,2;0,1
2020;EAV-070512-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070511);3;1,7;-;0,5;1,2
2020;EAV-070513-G;Pharmazeutika: Feste Abfälle mit gefährl. Stoffen;16;2,6;-;1,4;1,2
2020;EAV-070514-U;Feste Abfälle (ohne 070513);31;11,3;-;11,3;-
2020;EAV-070599-U;Pharmazeutika: Abfälle a.n.g.;46;25,1;13,3;11,8;0,1
2020;EAV-070601-G;Fette, Seifen: Wässrige Waschfl., Mutterlaugen;55;23,7;0,1;22,6;0,9
2020;EAV-070603-G;Fette, Seifen: Halogenorg.Lösemittel, Waschfl.;12;0,4;0,0;0,4;-
2020;EAV-070604-G;Fette, Seifen: organ. Lösemittel, Waschflüssigk.;40;7,6;1,1;6,5;0,0
2020;EAV-070607-G;Fette, Seifen: Halog.Reaktions-, Destill.rückst.;4;0,1;-;0,1;-
2020;EAV-070608-G;Fette, Seifen: Reaktions-,Destillationsrückstände;44;41,0;3,1;37,5;0,5
2020;EAV-070609-G;Fette, Seifen: Halog.Filterkuchen, Aufsaugmat.;3;0,3;-;0,3;-
2020;EAV-070610-G;Fette, Seifen: Filterkuchen, Aufsaugmaterialien;18;1,4;0,0;1,4;-
2020;EAV-070611-G;Fette, Seifen: Schlämme (betriebseig.Abwasserbeh.);9;1,7;-;1,7;-
2020;EAV-070612-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070611);22;12,8;0,4;12,3;-
2020;EAV-070699-U;Fette, Seifen, Schmierstoffe u.a.: Abfälle a.n.g.;65;29,3;0,0;27,9;1,4
2020;EAV-070701-G;Feinchemikalien: Wässrige Waschfl., Mutterlaugen;55;79,3;17,2;60,1;2,1
2020;EAV-070703-G;Feinchemikalien: Halogenorg.Lösemittel, Waschfl.;28;23,2;9,3;13,5;0,4
2020;EAV-070704-G;Feinchemikalien: organ. Lösemittel, Waschflüssigk.;46;47,5;10,5;36,7;0,3
2020;EAV-070707-G;Feinchemikalien: Halog.Reaktions-, Destill.rückst.;17;23,6;13,7;9,7;0,2
2020;EAV-070708-G;Feinchemikalien: Reaktions-, Destillationsrückst.;42;90,5;58,6;30,6;1,3
2020;EAV-070709-G;Feinchemikalien: Halog.Filterkuchen, Aufsaugmat.;15;0,7;0,0;0,7;0,0
2020;EAV-070710-G;Feinchemikalien: Filterkuchen, Aufsaugmaterialien;22;2,7;0,4;2,4;-
2020;EAV-070711-G;Feinchemikalien:Schlämme(betriebseig.Abwasserbeh.);16;2,8;0,6;2,2;-
2020;EAV-070712-U;Schlämme aus betriebseign. Abwasserbeh.(oh.070711);10;1,2;0,1;1,0;-
2020;EAV-070799-U;Feinchemikalien: Abfälle a.n.g.;7;0,9;-;0,9;-
2020;EAV-080111-G;Farb- und Lackabfälle mit gefährlichen Stoffen;84;46,2;3,8;35,5;6,8
2020;EAV-080112-U;Farb- und Lackabfälle (ohne 080111);115;30,2;0,0;29,8;0,3
2020;EAV-080113-G;Farb- und Lackschlämme mit gefährlichen Stoffen;52;22,6;0,7;21,4;0,5
2020;EAV-080114-U;Farb- und Lackschlämme (ohne 080113);18;4,7;-;4,7;-
2020;EAV-080115-G;Farben, Lacke: Wässrige Schlämme mit gefährl. St.;37;16,9;3,3;13,5;-
2020;EAV-080116-U;Wässrige Schlämme (ohne 080115);70;40,0;0,6;39,4;-
2020;EAV-080117-G;Abfälle aus der Farb- oder Lackentfernung;55;18,3;0,1;18,0;0,2
2020;EAV-080118-U;Abfälle aus Farb- od. Lackentfernung (oh. 080117);24;3,0;-;3,0;-
2020;EAV-080119-G;Wässrige Suspensionen, Farben o. Lacke enthaltend;29;10,9;0,2;10,5;0,2
2020;EAV-080120-U;Wässrige Suspensionen (ohne 080119);42;10,5;0,2;10,3;-
2020;EAV-080121-G;Farb- oder Lackentfernerabfälle;9;0,4;0,0;0,4;0,0
2020;EAV-080199-U;Farben, Lacke: Abfälle a.n.g.;4;0,0;-;0,0;-
2020;EAV-080201-U;Abfälle von Beschichtungspulver;34;2,8;0,0;2,8;0,0
2020;EAV-080202-U;Wässrige Schlämme,keramische Werkstoffe enthaltend;19;1,1;-;1,1;-
2020;EAV-080203-U;Wässrige Suspensionen,keram. Werkstoffe enthaltend;8;0,7;-;0,7;-
2020;EAV-080299-U;Andere Beschichtungen: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-080307-U;Wässrige Schlämme, die Druckfarben enthalten;6;0,3;-;0,3;0,0
2020;EAV-080308-U;Wässrige flüssige Abfälle,d. Druckfarben enthalten;27;8,0;-;8,0;-
2020;EAV-080312-G;Druckfarbenabfälle mit gefährlichen Stoffen;27;3,4;0,2;3,3;0,0
2020;EAV-080313-U;Druckfarbenabfälle (ohne 080312);34;2,0;0,1;1,9;-
2020;EAV-080314-G;Druckfarbenschlämme mit gefährlichen Stoffen;19;2,1;0,0;2,1;-
2020;EAV-080315-U;Druckfarbenschlämme (ohne 080314);10;0,6;-;0,6;0,0
2020;EAV-080316-G;Abfälle von Ätzlösungen;-;-;-;-;-
2020;EAV-080317-G;Tonerabfälle, die gefährliche Stoffe enthalten;7;0,0;-;0,0;-
2020;EAV-080318-U;Tonerabfälle (ohne 080317);38;1,8;0,0;0,5;1,2
2020;EAV-080319-G;Dispersionsöl;-;-;-;-;-
2020;EAV-080399-U;Druckfarben: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-080409-G;Klebstoff- und Dichtmassenabfälle mit gefährl. St.;54;18,2;0,4;15,6;2,1
2020;EAV-080410-U;Klebstoff- und Dichtmassenabfälle (ohne 080409);64;10,1;1,0;9,0;0,2
2020;EAV-080411-G;Klebstoff- und dichtmassenhaltige Schlämme;4;0,1;-;0,1;-
2020;EAV-080412-U;Klebstoff- u. dichtmassenhalt. Schlämme(oh.080411);7;0,8;0,0;0,8;-
2020;EAV-080413-G;Klebst.,Dichtm.: Wässrige Schlämme m.gefährl.St.;8;0,4;0,0;0,3;-
2020;EAV-080414-U;Wässrige Schlämme (ohne 080413);27;5,0;0,1;4,9;-
2020;EAV-080415-G;Klebst.,Dichtm.:Wässrige flüssige Abf.m.gefährl.St;8;0,6;0,0;0,4;0,2
2020;EAV-080416-U;Wässrige flüssige Abfälle (ohne 080415);25;17,3;12,5;4,8;-
2020;EAV-080417-G;Klebstoffe, Dichtmassen: Harzöle;-;-;-;-;-
2020;EAV-080499-U;Klebstoffe, Dichtmassen: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-080501-G;Isocyanatabfälle;17;1,9;0,1;1,0;0,9
2020;EAV-090101-G;Entwickler und Aktivatorenlösungen auf Wasserbasis;26;1,1;0,0;0,9;0,2
2020;EAV-090102-G;Offsetdruckplatten-Entwicklerlösungen;23;3,3;0,0;3,1;0,1
2020;EAV-090103-G;Entwicklerlösungen auf Lösemittelbasis;3;0,0;-;0,0;-
2020;EAV-090104-G;Fixierbäder;22;1,4;0,0;1,3;0,2
2020;EAV-090105-G;Bleichlösungen und Bleich-Fixier-Bäder;8;1,2;-;0,9;0,3
2020;EAV-090106-G;Silberhaltige Abfälle aus Beh. fotograf. Abfälle;-;-;-;-;-
2020;EAV-090107-U;Filme und fotografische Papiere mit Silber;8;2,6;-;2,0;0,5
2020;EAV-090108-U;Filme und fotografische Papiere ohne Silber;19;0,3;0,0;0,3;-
2020;EAV-090110-U;Einwegkameras ohne Batterien;-;-;-;-;-
2020;EAV-090111-G;Einwegkameras mit Batterien (160601-160603);-;-;-;-;-
2020;EAV-090112-U;Einwegkameras mit Batterien (ohne 090111);-;-;-;-;-
2020;EAV-090113-G;Abfälle aus Silberrückgewinnung (ohne 090106);-;-;-;-;-
2020;EAV-090199-U;Fotografische Industrie: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-100101-U;Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100104);207;3063,6;2507,5;556,2;-
2020;EAV-100102-U;Filterstäube aus Kohlefeuerung;44;1504,5;48,2;1456,3;0,0
2020;EAV-100103-U;Filterstäube aus Torffeuerung und Feuerung;43;42,7;-;40,7;2,0
2020;EAV-100104-G;Filterstäube und Kesselstaub aus Ölfeuerung;14;4,3;0,4;3,4;0,4
2020;EAV-100105-U;Reaktionsabfälle auf Calciumbasis in fester Form;42;540,6;139,1;379,6;21,8
2020;EAV-100107-U;Reaktionsabfälle auf Calciumbasis (Schlämme);12;9,6;0,1;9,5;-
2020;EAV-100109-G;Schwefelsäure;-;-;-;-;-
2020;EAV-100113-G;Filterstäube aus emulgierten Kohlenwasserstoffen;-;-;-;-;-
2020;EAV-100114-G;Rost- und Kesselasche, Schlacken, Kesselstaub;33;51,8;-;47,7;4,1
2020;EAV-100115-U;Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100114);49;602,7;18,3;581,3;3,1
2020;EAV-100116-G;Filterstäube aus der Abfallmitverbrennung;22;24,6;-;24,4;0,3
2020;EAV-100117-U;Filterstäube aus Abfallmitverbrennung (oh.100116);40;2023,9;210,2;1807,9;5,8
2020;EAV-100118-G;Abfälle aus der Abgasbehandlung mit gefährl. St.;51;59,7;0,1;53,6;6,0
2020;EAV-100119-U;Abfälle a. Abgasbehandl.(oh.100105,100107,100118);26;8,4;-;6,6;1,7
2020;EAV-100120-G;Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.);11;2,2;0,0;2,2;-
2020;EAV-100121-U;Schlämme a. betriebs.Abwasserbehandlung(oh.100120);13;4,0;0,1;3,9;-
2020;EAV-100122-G;Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.;9;2,4;1,1;1,3;-
2020;EAV-100123-U;Wässrige Schlämme aus Kesselreinigung (oh.100122);5;0,5;-;0,5;-
2020;EAV-100124-U;Kraftwerke u.a.: Sande aus Wirbelschichtfeuerung;7;6,5;-;6,5;-
2020;EAV-100125-U;Abfälle aus Lagerung u. Vorbereitung von Brennst.;5;5,4;-;5,4;-
2020;EAV-100126-U;Abfälle aus der Kühlwasserbehandlung;4;2,6;0,6;2,1;-
2020;EAV-100199-U;Kraftwerke u.a. Verbrennungsanlagen:Abfälle a.n.g.;5;4,1;4,1;0,1;-
2020;EAV-100201-U;Eisen-,Stahlind.: Abfälle aus Schlackeverarbeitung;26;514,8;263,6;215,9;35,3
2020;EAV-100202-U;Eisen-,Stahlind.: Unbearbeitete Schlacke;71;1298,8;671,4;627,1;0,3
2020;EAV-100207-G;Eisen-,Stahlind.: Feste Abfälle aus Abgasbehandl.;42;469,6;0,2;292,5;177,0
2020;EAV-100208-U;Abfälle aus der Abgasbehandlung (ohne 100207);33;194,9;45,2;149,7;-
2020;EAV-100210-U;Eisen-,Stahlind.: Walzzunder;43;341,1;18,7;300,3;22,1
2020;EAV-100211-G;Eisen-,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.;5;7,2;-;4,4;2,8
2020;EAV-100212-U;Abfälle aus der Kühlwasserbehandlung (ohne 100211);-;-;-;-;-
2020;EAV-100213-G;Eisen-,Stahlind.: Schlämme, Filterk. aus Abgasbeh.;9;109,9;55,2;50,1;4,6
2020;EAV-100214-U;Schlämme u. Filterkuchen aus Abgasbeh. (oh.100213);5;123,3;108,8;6,5;8,1
2020;EAV-100215-U;Eisen-,Stahlind.: Andere Schlämme und Filterkuchen;18;120,0;6,4;113,5;-
2020;EAV-100299-U;Eisen- und Stahlindustrie: Abfälle a.n.g.;9;25,0;1,7;16,8;6,5
2020;EAV-100302-U;Aluminium-Metallurgie: Anodenschrott;3;29,6;-;0,1;29,6
2020;EAV-100304-G;Aluminium-Metallurgie: Schlacken aus Erstschmelze;-;-;-;-;-
2020;EAV-100305-U;Aluminium-Metallurgie: Aluminiumoxidabfälle;9;3,4;-;3,1;0,3
2020;EAV-100308-G;Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.;5;370,8;28,3;248,5;94,0
2020;EAV-100309-G;Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.;-;-;-;-;-
2020;EAV-100315-G;Aluminium-Metallurgie: Abschaum (entzündlich);6;43,9;24,1;13,9;5,9
2020;EAV-100316-U;Abschaum (ohne 100315);6;163,1;-;109,4;53,7
2020;EAV-100317-G;Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.;5;0,3;-;0,3;-
2020;EAV-100318-U;Abfälle aus der Anodenherstellung (ohne 100317);3;0,0;-;0,0;-
2020;EAV-100319-G;Aluminium-Metallurgie: Filterstaub m.gefährl.St.;9;4,0;0,0;2,7;1,3
2020;EAV-100320-U;Filterstaub (ohne 100319);-;-;-;-;-
2020;EAV-100321-G;Aluminium-Metallurgie: Andere Teilchen und Staub;7;2,4;0,3;2,1;-
2020;EAV-100322-U;Andere Teilchen und Staub (ohne 100321);5;1,9;0,0;1,9;-
2020;EAV-100323-G;Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.;15;17,7;-;17,7;-
2020;EAV-100324-U;Feste Abfälle aus der Abgasbehandlung (oh. 100323);3;1,3;-;1,3;-
2020;EAV-100325-G;Aluminium-Metallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-;-;-;-
2020;EAV-100326-U;Schlämme u. Filterkuchen aus Abgasbeh. (oh.100325);-;-;-;-;-
2020;EAV-100327-G;Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2020;EAV-100328-U;Abfälle aus der Kühlwasserbehandlung (ohne 100327);-;-;-;-;-
2020;EAV-100329-G;Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken;-;-;-;-;-
2020;EAV-100330-U;Abfälle aus Behandlung v.Salzschlacken (oh.100329);-;-;-;-;-
2020;EAV-100399-U;Aluminium-Metallurgie: Abfälle a.n.g.;4;18,9;17,3;1,6;0,0
2020;EAV-100401-G;Bleimetallurgie: Schlacken (Erst-, Zweitschmelze);16;193,5;12,8;180,7;-
2020;EAV-100402-G;Bleimetall.: Krätzen,Abschaum (Erst-,Zweitschm.);12;6,8;0,1;6,7;-
2020;EAV-100403-G;Bleimetallurgie: Calciumarsenat;-;-;-;-;-
2020;EAV-100404-G;Bleimetallurgie: Filterstaub;-;-;-;-;-
2020;EAV-100405-G;Bleimetallurgie: Andere Teilchen und Staub;6;9,8;3,3;5,9;0,7
2020;EAV-100406-G;Bleimetallurgie: Feste Abfälle aus Abgasbehandlung;3;0,8;0,6;0,2;-
2020;EAV-100407-G;Bleimetallurgie: Schlämme, Filterk. aus Abgasbeh.;4;0,6;-;0,6;-
2020;EAV-100409-G;Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-;-;-;-
2020;EAV-100410-U;Abfälle aus der Kühlwasserbehandlung (ohne 100409);-;-;-;-;-
2020;EAV-100499-U;Bleimetallurgie: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-100501-U;Zinkmetallurgie: Schlacken (Erst-, Zweitschmelze);14;177,1;-;177,1;0,0
2020;EAV-100503-G;Zinkmetallurgie: Filterstaub;4;0,2;-;0,2;-
2020;EAV-100504-U;Zinkmetallurgie: Andere Teilchen und Staub;5;0,5;-;0,5;0,0
2020;EAV-100505-G;Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung;-;-;-;-;-
2020;EAV-100506-G;Zinkmetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-;-;-;-
2020;EAV-100508-G;Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-;-;-;-
2020;EAV-100509-U;Abfälle aus der Kühlwasserbehandlung (ohne 100508);-;-;-;-;-
2020;EAV-100510-G;Zinkmetallurgie: Krätzen, Abschaum (entzündlich);-;-;-;-;-
2020;EAV-100511-U;Krätzen, Abschaum (ohne 100510);-;-;-;-;-
2020;EAV-100599-U;Zinkmetallurgie: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-100601-U;Kupfermetallurgie: Schlacken (Erst-,Zweitschmelze);12;94,1;5,2;67,8;21,2
2020;EAV-100602-U;Kupfermetall.: Krätzen,Abschaum (Erst-,Zweitschm.);4;14,8;0,2;8,6;6,0
2020;EAV-100603-G;Kupfermetallurgie: Filterstaub;5;2,5;0,0;1,0;1,4
2020;EAV-100604-U;Kupfermetallurgie: Andere Teilchen und Staub;3;5,4;-;4,8;0,6
2020;EAV-100606-G;Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung;-;-;-;-;-
2020;EAV-100607-G;Kupfermetallurgie: Schlämme, Filterk. a.Abgasbeh.;-;-;-;-;-
2020;EAV-100609-G;Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2020;EAV-100610-U;Abfälle aus der Kühlwasserbehandlung (ohne 100609);-;-;-;-;-
2020;EAV-100699-U;Kupfermetallurgie: Abfälle a.n.g.;-;-;-;-;-
2020;EAV-100701-U;Silbermet.u.a.: Schlacken (Erst-,Zweitschmelze);3;2,8;-;0,6;2,2
2020;EAV-100702-U;Silbermet.u.a.:Krätzen,Abschaum (Erst-,Zweitschm.);4;0,2;-;0,1;0,1
2020;EAV-100703-U;Silbermet.u.a.: Feste Abfälle aus Abgasbehandlung;-;-;-;-;-
2020;EAV-100704-U;Silbermet.u.a.: Andere Teilchen und Staub;11;2,8;0,0;1,6;1,3
2020;EAV-100705-U;Silbermet.u.a.: Schlämme, Filterkuchen a.Abgasbeh.;-;-;-;-;-
2020;EAV-100707-G;Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.;-;-;-;-;-
2020;EAV-100708-U;Abfälle aus der Kühlwasserbehandlung (ohne 100707);-;-;-;-;-
2020;EAV-100799-U;Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;9;177,8;0,0;112,9;64,9
2020;EAV-100804-U;Nichteisenmetallurgie: Teilchen und Staub;12;1,6;0,5;1,1;0,0
2020;EAV-100808-G;Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);4;0,3;-;0,1;0,2
2020;EAV-100809-U;Nichteisenmetallurgie: Andere Schlacken;8;20,3;0,1;20,2;0,0
2020;EAV-100810-G;Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);4;0,2;-;0,2;0,0
2020;EAV-100811-U;Krätzen, Abschaum (ohne 100810);8;4,3;-;3,6;0,7
2020;EAV-100812-G;Nichteisenmet.: Teerh. Abfälle aus Anodenherst.;-;-;-;-;-
2020;EAV-100813-U;Kohlenstoffhaltige Abfälle (ohne 100812);-;-;-;-;-
2020;EAV-100814-U;Nichteisenmetallurgie: Anodenschrott;-;-;-;-;-
2020;EAV-100815-G;Nichteisenmetallurgie: Filterstaub m.gefährl.St.;17;4,5;0,0;4,2;0,3
2020;EAV-100816-U;Filterstaub (ohne 100815);8;0,2;0,0;0,2;-
2020;EAV-100817-G;Nichteisenmetallurgie:Schlämme,Filterk.a.Abgasbeh.;-;-;-;-;-
2020;EAV-100818-U;Schlämme und Filterkuchen aus Abgasbeh.(oh.100817);-;-;-;-;-
2020;EAV-100819-G;Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2020;EAV-100820-U;Abfälle aus der Kühlwasserbehandlung (ohne 100819);-;-;-;-;-
2020;EAV-100899-U;Nichteisenmetallurgie: Abfälle a.n.g;3;0,0;-;0,0;-
2020;EAV-100903-U;Eisen,Stahl: Ofenschlacke;81;176,6;8,2;168,2;0,2
