"Waste disposal: Germany, years, type of facility, types of waste",,,,,,,,,,,,
Elevation of waste disposal,,,,,,,,,,,,
Germany,,,,,,,,,,,,
Year Plant Type Fallout Types,,waste disposal facilities,Input from waste disposal plants,Waste generated in my own business,Waste brought in from within the country,Angel after fall from abroad,Waste disposal plants with output,Output of waste disposal systems,If for separation,Errors for evaluation,Examples of preparation procedures,Absence of others
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,0,0,0,0,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,0,0,0,0,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Case in underground mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,8,18.2,9.7,8.5,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,8,64.3,0,64.2,0.1,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,12,259.3,0,254.4,4.9,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,3,0.4,0,0.4,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,3,13.8,0,11.3,2.6,0,0,0,0,0,0
EAV-17,construction and demolition waste,0,0,0,0,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",13,2189.8,0.1,1913.7,276.1,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,7,7,0,7,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,9,33.8,0,33.8,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,1987,87334.4,1672.7,84509.3,1152.4,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",31,494.6,44.3,450.2,0.2,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),9,19.9,0,19.9,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
2015,,,,,,,,,,,,
landfills,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,66,2895.6,2838.1,57.5,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,4,1,0.2,0.8,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",5,1.7,0,1.7,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,54,217.4,8.6,206,2.8,4,1.2,0,1.2,0,0
EAV-07,Fallen from organic chemical processes,12,4.3,1.2,1.3,1.9,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",20,2.3,0.2,2.1,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,229,11527.5,6913,4590,24.5,5,200.6,20.2,0,0,180.4
EAV-11,Fall from the chemical surface treatment,44,236.9,146.3,89.5,1,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),107,108.5,7.2,99.9,1.4,7,2.5,0.2,2.3,0,0
EAV-99,dangerous accidents,209,4457.7,644.7,3325.3,487.6,44,453.8,350.4,102.8,0,0.6
Thermal waste treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,9,0.7,0,0.6,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",73,97.3,4.2,93.1,0.1,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,51,281.4,45.3,222.2,13.9,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",47,9,1.5,7.1,0.4,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",19,34.6,7.9,26.4,0.3,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,28,23,5.9,16,1,8,17.2,0.6,9.5,0,7
EAV-07,Fallen from organic chemical processes,90,916.2,409,456.4,50.8,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",79,71.7,4.6,63.1,4,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,25,4.8,0,4.3,0.5,0,0,0,0,0,0
EAV-10,Drops from thermal processes,27,21.8,1.8,20,0,15,57.3,18.8,38.5,0,0
EAV-11,Fall from the chemical surface treatment,15,16,1.4,14.5,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,51,14.4,3,11.3,0.2,12,3.5,1.6,1.9,0,0
EAV-13,Lakes and ravines from liquid fuels,31,15.6,5.2,9.6,0.9,18,0.1,0,0.1,0,0
EAV-14,"Waste from organic solvents, refrigerants",22,34.7,4.3,24.7,5.6,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",103,835.8,10.2,813.6,12,7,0.3,0,0.3,0,0
EAV-16,Cases not otherwise listed in the directory,71,84.4,12.3,64.7,7.4,33,6.6,2.3,4.3,0,0
EAV-17,construction and demolition waste,90,638.2,7.7,602.4,28.1,38,12.3,0.4,9.9,0,2
EAV-18,Fall from the medical care,82,302.6,1.7,299,2,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",127,9146.2,1128.1,6813.9,1204.2,144,7189.7,588.4,6412.1,0,189.2
EAV-20,Municipal waste (household waste and similar waste),92,12957.9,19.5,12557.7,380.6,13,45.7,45,0.8,0,0
EAV-99,dangerous accidents,100,2468.3,911.6,1281.7,274.9,134,1528.6,426,1097,0,5.6
combustion plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",97,869.8,41.6,796.1,32.1,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,446,5259.2,3082.5,2079.2,97.5,3,0.2,0.2,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",4,8,0,8,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,6,121.8,0,75.3,46.5,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,26,202.4,115.4,73.4,13.5,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",7,2.6,0,2.6,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,16,917.5,36.5,835.4,45.6,434,986.5,209.9,650.6,0,125.9
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,10,36.9,0.6,35,1.3,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,12,35.7,5.4,19.8,10.5,7,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",9,29,3.5,24.8,0.7,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",45,272.5,29.8,241.2,1.4,5,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,15,177.3,1.4,163.1,12.8,8,0.9,0.3,0.6,0,0
EAV-17,construction and demolition waste,48,663.3,4.4,602.3,56.5,13,9.9,0.2,8.3,0,1.3
EAV-18,Fall from the medical care,7,35.6,0,35.6,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",153,12878.4,215.2,11635.8,1027.4,148,1781.4,428.4,1292,0,61
EAV-20,Municipal waste (household waste and similar waste),38,495.2,1.4,487.8,6.1,0,0,0,0,0,0
EAV-99,dangerous accidents,84,2195.3,145.4,1723.4,326.4,106,661,260,401,0,0
Chemical-physical treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,28,45.5,0,45.4,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",37,171.7,123.9,47.8,0,16,15.9,0.8,14.7,0,0.4
EAV-03,Waste from woodworking etc,10,1975.8,1972.1,3.7,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",21,21,1.2,13.8,5.9,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",29,9.8,0,8.3,1.6,8,0.6,0,0.6,0,0
EAV-06,Drops from inorganic-chemical processes,98,241.8,66,158.8,17,61,69.9,11.5,33.8,0,24.6
EAV-07,Fallen from organic chemical processes,120,379.9,128.9,240.9,10.2,60,83.9,20.2,51,0,12.7
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",87,157.5,20.7,132.1,4.7,40,16.1,3.7,12.4,0,0
EAV-09,Drops from the photographic industry,32,12.3,0.6,11,0.7,16,4.9,1.5,2.6,0,0.8
EAV-10,Drops from thermal processes,67,578.6,72.2,377.8,128.6,21,74,19.8,51.4,0,2.8
EAV-11,Fall from the chemical surface treatment,179,1336.8,910.7,380.7,45.5,99,71.3,49.5,11.6,0,10.2
EAV-12,Drops from mechanical forming processes,147,704.7,85.6,613.7,5.4,71,56.3,7.5,48.2,0,0.6
EAV-13,Lakes and ravines from liquid fuels,139,642.3,57.2,557.8,27.3,84,76.1,22.4,53,0,0.6
EAV-14,"Waste from organic solvents, refrigerants",42,34.4,0,27.8,6.6,27,26.8,3.5,22.6,0,0.8
EAV-15,"Packaging all, absorbent masses, wipes",35,24.6,0.6,22.9,1.1,62,17.8,2.8,14.9,0,0.1
EAV-16,Cases not otherwise listed in the directory,141,408.4,13.7,359.4,35.4,71,73.2,49.1,24.1,0,0
EAV-17,construction and demolition waste,36,998.9,1.2,988.8,8.9,31,796,299.4,117.1,0,379.5
EAV-18,Fall from the medical care,17,8.6,0,8.3,0.2,15,7.3,4.8,2.5,0,0
EAV-19,"Waste from waste treatment facilities, etc",135,1567.4,477.2,980.7,109.5,281,2844,696.7,1396.1,0,751.3
EAV-20,Municipal waste (household waste and similar waste),43,44.4,0.1,41.6,2.8,29,21.7,1.2,8.1,0,12.4
EAV-99,dangerous accidents,431,4894.4,1370.6,3201.8,322,401,1507,628.6,827.1,0,51.3
soil treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,7,6.6,0,6.6,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",7,0.7,0,0.7,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,10,12.4,0,12.4,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,4,1.9,0,1.9,0,5,0.4,0,0.3,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,20,35.5,0,35.1,0.4,3,2.7,0.3,2.3,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,14,3.9,0.1,3.8,0,3,0.1,0,0.1,0,0
EAV-13,Lakes and ravines from liquid fuels,36,15,0,15,0,7,0.4,0.3,0.1,0,0.1
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",5,1.1,0,1.1,0,8,0.5,0,0.1,0,0.4
EAV-16,Cases not otherwise listed in the directory,14,10.8,0,10.8,0,3,0.2,0.1,0.1,0,0
EAV-17,construction and demolition waste,97,3107.3,184.4,2849.9,73.1,82,2482.4,386.2,1552.1,0,544.1
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",57,229.3,13.2,193.9,22.2,58,1205.3,337,748.9,0,119.4
EAV-99,dangerous accidents,76,1489.8,84.7,1324.1,81,46,321.7,175.4,139.9,0,6.4
Biological treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",478,3659.3,797.6,2770.1,91.6,6,3.8,0,3.8,0,0
EAV-03,Waste from woodworking etc,48,153.2,0.8,152.4,0,3,45.1,0.1,0,0,45
EAV-04,"Scraps from the Leather, Fur and Textile Industry",8,5,0,4.9,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,16,108.6,0,108.6,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,8,6.7,0,6.7,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",7,9,0,9,0,6,4.3,0,4.2,0,0
EAV-16,Cases not otherwise listed in the directory,7,15.3,0,15.3,0,7,14.4,4,10.4,0,0
EAV-17,construction and demolition waste,23,107.6,1.1,106.5,0,9,10.9,0,2.8,0,8.1
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",178,1638.2,564.2,1073.9,0,1247,10911.8,140.9,1436.5,0,9334.4
EAV-20,Municipal waste (household waste and similar waste),1024,9831.5,281.8,9532,17.7,100,390.8,10.1,290.1,0,90.6
EAV-16,Cases not otherwise listed in the directory,3,0,0,0,0,4,0.7,0.7,0,0,0
EAV-17,construction and demolition waste,26,62.4,0,58.8,3.6,0,0,0,0,0,0
EAV-18,Fall from the medical care,7,3.3,0,3.3,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",49,757.7,22.3,706.1,29.3,54,3371.6,1016.7,2327.8,0,27
EAV-20,Municipal waste (household waste and similar waste),46,3059.1,47,3009.8,2.3,16,25.8,10.9,12.9,0,1.9
EAV-99,dangerous accidents,0,0,0,0,0,5,0.1,0.1,0,0,0
dismantling operations for used vehicles,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,4,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,970,4.5,0.1,3.9,0,0.5
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,61,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,90,0.1,0,0.1,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,6,0.1,0,0,0,0
EAV-99,dangerous accidents,1195,477.2,0,474.4,2.8,1130,13.4,0.3,12.5,0,0.6
Shredder systems and scrap shears,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",24,56.6,1.7,50.8,4.1,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,46,123.9,14.8,109.1,0,4,99.3,0,70.1,0,29.2
EAV-04,"Scraps from the Leather, Fur and Textile Industry",3,14.9,0,14.9,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,25,128.6,2.6,116.7,9.4,6,24.8,0,17.8,0,7
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,7,0.5,0,0.5,0,5,0.5,0,0.5,0,0
EAV-10,Drops from thermal processes,11,219.1,130.6,65.3,23.2,6,31.5,0,29.7,0,1.9
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,58,532.9,0,516,16.9,17,62.1,0,47.5,0,14.6
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,5,0.7,0,0.7,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,4,0.3,0,0.3,0,0
EAV-15,"Packaging all, absorbent masses, wipes",174,1061.3,16.5,1024.8,20,30,70,6.9,52.3,0,10.8
EAV-16,Cases not otherwise listed in the directory,144,1308.3,206.2,1038.5,63.6,34,59.9,0,32.3,0,27.6
EAV-17,construction and demolition waste,439,8058.3,146.3,7557.2,354.8,82,652.4,0,400,0,252.4
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",150,1817.7,129.9,1538.8,149,629,13940.7,303.7,7560.5,0,6076.5
EAV-20,Municipal waste (household waste and similar waste),272,1779.7,15.7,1749.5,14.6,48,205.7,19.6,164,0,22.1
EAV-99,dangerous accidents,120,517.8,5.9,469.5,42.4,135,794.7,11.4,751.1,0,32.1
sorting plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",50,55.6,0,55.6,0,18,55.7,0,47.5,0,8.1
EAV-03,Waste from woodworking etc,65,133.4,0,133.3,0.2,18,27.2,0,14.4,0,12.8
EAV-04,"Scraps from the Leather, Fur and Textile Industry",27,16,0,14.7,1.3,8,4.5,0,3.8,0,0.6
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,77,54.7,0,53,1.6,32,13.8,0,6,0,7.8
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",22,1.2,0,1.1,0.2,11,0.4,0,0,0,0.4
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,33,73,0,62,10.9,12,17,1.9,15.1,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,84,292.8,0,287.8,5,38,177.3,0.3,109.7,0,67.2
EAV-13,Lakes and ravines from liquid fuels,5,0.2,0,0.2,0,6,0.4,0.3,0.1,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,3,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",685,8653.4,18.1,8376.1,259.2,265,976.6,10.4,862.4,0,103.8
EAV-16,Cases not otherwise listed in the directory,206,201,3.3,181.9,15.8,208,139.9,11.4,108,0,20.6
EAV-17,construction and demolition waste,642,5880.4,49.6,5764.1,66.7,396,2344,136.4,1743.8,0,463.7
EAV-18,Fall from the medical care,18,7.5,0,7.5,0,12,6.4,1.5,4.9,0,0
EAV-19,"Waste from waste treatment facilities, etc",268,2044.5,179.1,1689.9,175.4,911,19733.8,785.4,12469.1,0,6479.3
EAV-20,Municipal waste (household waste and similar waste),690,8423.7,55.7,8327.2,40.8,334,1994.3,244,1547.5,0,202.8
EAV-99,dangerous accidents,215,202.9,2.1,200.4,0.3,245,302.1,24.9,261,0,16.2
dismantling instrument,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,10,0.7,0.6,0.1,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",5,0,0,0,0,24,0.2,0,0.2,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,44,1.8,0.1,1.6,0,0.1
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,23,0.7,0.3,0.4,0,0
EAV-15,"Packaging all, absorbent masses, wipes",12,9.8,0,9.8,0,42,11.2,0,11.2,0,0
EAV-16,Cases not otherwise listed in the directory,199,305.1,8.9,265.6,30.7,235,273.6,4.4,265,0,4.3
EAV-17,construction and demolition waste,27,49.4,0.8,48.5,0.1,76,16.4,1.4,13.7,0,1.2
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",27,13,0,12.7,0.3,246,571.6,6.5,513,0,52
EAV-99,dangerous accidents,207,690.8,8.1,614.3,68.3,224,170.5,9.1,159.9,0,1.5
Other treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,14,38.9,6.7,32.2,0.1,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",167,1179.5,30.5,1055.7,93.2,33,359.6,75.7,196.8,0,87.1
EAV-03,Waste from woodworking etc,52,599.9,0.1,534.1,65.7,12,301.7,0.1,48.1,0,253.5
EAV-04,"Scraps from the Leather, Fur and Textile Industry",22,31.9,0,23.8,8.1,5,3.7,0,3.2,0,0.5
EAV-05,"Drains from the oil refining, earth gas purification",19,19.4,13.5,5.7,0.2,6,2.6,0.9,1.6,0,0
EAV-06,Drops from inorganic-chemical processes,55,256,143.3,100.7,12.1,34,54.9,2.9,49.3,0,2.8
EAV-07,Fallen from organic chemical processes,122,316.1,31.3,257.8,27,57,44.6,6.3,16.2,0,22.2
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",40,63.6,0,61.5,2.1,19,12.1,4.4,7.7,0,0
EAV-09,Drops from the photographic industry,13,4.1,0,2.7,1.4,6,0.3,0,0.3,0,0
EAV-10,Drops from thermal processes,142,3448.2,635.7,2515.9,296.6,85,1636,593.4,621.9,0,420.7
EAV-11,Fall from the chemical surface treatment,44,132.9,0.5,79.4,53,18,155.3,141.9,11.8,0,1.6
EAV-12,Drops from mechanical forming processes,163,897,8.5,829.1,59.4,93,285.2,2,241.7,0,41.5
EAV-13,Lakes and ravines from liquid fuels,47,494.8,7.1,362.6,125.1,68,55.9,1.1,54.8,0,0.1
EAV-14,"Waste from organic solvents, refrigerants",20,9.7,0,9.5,0.2,18,7.6,2.6,5,0,0
EAV-15,"Packaging all, absorbent masses, wipes",218,1499.7,28.5,1340.6,130.5,169,345.4,20.1,273.2,0,52.2
EAV-16,Cases not otherwise listed in the directory,193,1040.1,25,795.6,219.5,134,270.3,21.7,181.4,0,67.3
EAV-17,construction and demolition waste,272,3337.8,38.5,3126.9,172.4,230,1653.6,153.7,1167.8,0,332.1
EAV-18,Fall from the medical care,13,2.8,0,2.8,0,9,2.4,1,1.5,0,0
EAV-19,"Waste from waste treatment facilities, etc",335,10637.8,2162.3,7755.4,720.1,541,16714.3,1679.7,8664.6,0,6370
EAV-20,Municipal waste (household waste and similar waste),224,2279,10.3,2214.7,53.9,143,564.9,49.2,458.4,0,57.3
Natural materials in mining,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,12,27893.7,27893.7,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
