GENESIS-Tabelle: 32151-0001
Abfallerzeuger, Abfallmengen (gefährliche Abfälle):;;;;;;;
Deutschland, Jahre, Wirtschaftszweige, Abfallarten;;;;;;;
(EAV 2-Steller);;;;;;;
Erhebung der gefährlichen Abfälle;;;;;;;
Deutschland;;;;;;;
;;;;;Abfallerzeuger;Abfallmengen;Abfallmengen, von Primärerzeugern erzeugt
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;3;0,2;0,2
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;68;40,5;40,5
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;611;314,6;285,3
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-07;Abfälle aus organisch-chemischen Prozessen;1239;925,1;917,3
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;933;126,4;123,6
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-09;Abfälle aus der fotografischen Industrie;45;2,1;1,9
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-10;Abfälle aus thermischen Prozessen;460;770,7;710,4
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;1788;474,5;473,4
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;2956;565,9;557,0
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;1302;176,5;166,6
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;369;41,0;30,8
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;1571;85,9;84,8
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;1037;195,9;192,0
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-17;Bau- und Abbruchabfälle;1155;611,8;531,4
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-18;Abfälle aus der medizinischen Versorgung;33;1,1;1,1
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;502;492,9;242,1
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);80;1,8;1,8
2017;WZ08-C;Verarbeitendes Gewerbe;;Insgesamt;7179;4827,6;4360,8
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;5;0,3;0,3
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-07;Abfälle aus organisch-chemischen Prozessen;15;4,0;4,0
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-10;Abfälle aus thermischen Prozessen;4;0,1;0,1
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;3;0,2;0,2
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;24;1,2;1,2
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;4;0,0;0,0
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;10;0,4;0,4
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;11;0,5;0,5
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-17;Bau- und Abbruchabfälle;31;14,5;14,5
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-10-01;Ernährungsgewerbe und Tabakverarbeitung;;Insgesamt;87;23,3;23,3
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-07;Abfälle aus organisch-chemischen Prozessen;18;3,7;3,7
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;8;0,8;0,8
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;3;0,0;0,0
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;3;0,1;0,1
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;10;0,7;0,7
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;4;0,4;0,4
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-17;Bau- und Abbruchabfälle;7;2,0;2,0
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-13-02;Textilien, Bekleidung, Leder und Lederwaren;;Insgesamt;37;8,4;8,4
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;4;0,4;0,4
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-07;Abfälle aus organisch-chemischen Prozessen;5;0,5;0,5
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;16;1,0;1,0
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-10;Abfälle aus thermischen Prozessen;19;10,6;10,6
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;18;0,7;0,7
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;7;0,2;0,2
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;7;0,6;0,6
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-17;Bau- und Abbruchabfälle;92;8,0;7,9
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;15;29,2;24,6
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-16;H.v. Holz-, Flecht-, Korb-u.Korkwaren (ohne Möbel);;Insgesamt;152;51,3;46,6
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;9;2,2;2,2
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-07;Abfälle aus organisch-chemischen Prozessen;54;3,8;3,8
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;83;4,8;4,8
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-09;Abfälle aus der fotografischen Industrie;26;0,7;0,7
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-10;Abfälle aus thermischen Prozessen;4;5,3;5,3
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;31;1,7;1,7
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;5;0,1;0,1
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;34;1,3;1,3
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;32;1,0;1,0
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;42;0,8;0,8
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;19;1,0;1,0
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-17;Bau- und Abbruchabfälle;20;4,4;4,4
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;18;1,2;1,2
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-17-01;Herstellung v. Papier,Pappe,Druckerzeugnissen usw.;;Insgesamt;238;28,3;28,3
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;27;31,5;31,5
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;10;28,8;28,8
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-07;Abfälle aus organisch-chemischen Prozessen;21;10,9;10,9
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;8;0,6;0,6
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-10;Abfälle aus thermischen Prozessen;6;34,0;34,0
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;19;11,0;10,0
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;44;45,4;38,6
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;5;0,4;0,4
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;37;5,1;5,1
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;37;11,5;11,2
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-17;Bau- und Abbruchabfälle;37;31,7;31,5
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;20;35,0;23,1
2017;WZ08-19;Kokerei und Mineralölverarbeitung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-19;Kokerei und Mineralölverarbeitung;;Insgesamt;74;246,3;225,8
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;4;0,0;0,0
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;18;4,1;4,1
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;169;199,4;170,4
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-07;Abfälle aus organisch-chemischen Prozessen;525;739,1;732,4
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;201;45,6;42,8
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-09;Abfälle aus der fotografischen Industrie;7;0,4;0,2
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-10;Abfälle aus thermischen Prozessen;27;9,6;9,0
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;60;10,2;10,1
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;60;5,7;5,7
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;131;11,9;11,5
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;87;20,0;10,6
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;380;27,3;27,0
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;280;41,4;40,1
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-17;Bau- und Abbruchabfälle;204;80,5;79,9
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-18;Abfälle aus der medizinischen Versorgung;7;0,1;0,1
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;78;111,6;98,7
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);38;0,1;0,1
2017;WZ08-20;Herstellung von chemischen Erzeugnissen;;Insgesamt;867;1307,5;1243,3
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;5;0,1;0,1
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-07;Abfälle aus organisch-chemischen Prozessen;90;92,5;92,5
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;6;0,1;0,1
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;3;0,1;0,1
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;7;0,4;0,4
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;10;0,2;0,2
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;7;0,2;0,2
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;37;2,3;2,3
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;28;0,9;0,9
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-17;Bau- und Abbruchabfälle;18;20,5;20,5
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-18;Abfälle aus der medizinischen Versorgung;22;0,9;0,9
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;9;22,5;21,5
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);7;0,1;0,1
2017;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;;Insgesamt;111;140,6;139,6
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;20;1,2;1,2
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-07;Abfälle aus organisch-chemischen Prozessen;149;29,3;29,3
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;119;12,9;12,9
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-10;Abfälle aus thermischen Prozessen;5;0,7;0,7
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;46;6,0;6,0
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;61;3,0;3,0
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;71;3,6;3,6
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;40;3,4;3,4
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;80;4,8;4,8
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;31;8,4;8,4
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-17;Bau- und Abbruchabfälle;137;15,9;15,7
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;14;2,7;2,7
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;;Insgesamt;457;92,1;92,0
2017;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
