Waste Producers,Waste Quantities,Years,Waste Types - EAV 2- and 6-Digit Codes,Survey of Hazardous Waste,Count,,,,,,,,,,,,,,,,,
2014,EAV-161001-G, Wässrige flüssige Abfälle mit gefährlichen Stoffen,273,53,,1,38,,7,,,,,,,,,,,,,
2014,EAV-161003-G, Wässrige Konzentrate mit gefährlichen Stoffen,61,6,,3,5,,8,,,,,,,,,,,,,
2014,EAV-161101-G, Feuerfeste Materialien aus metallurg. Prozessen,15,14,,0,13,,9,,,,,,,,,,,,,
2014,EAV-161103-G, Andere Auskleidungen und feuerfeste Materialien,55,16,,3,16,,1,,,,,,,,,,,,,
2014,EAV-161105-G, Feuerfeste Materialien aus nichtmetallurg. Proz.,104,24,,4,21,,1,,,,,,,,,,,,,
2014,EAV-17,Bau- und Abbruchabfälle,11541,8612,,0,7731,,7,,,,,,,,,,,,,
2014,EAV-170106-G, Gemische aus o. getrennte Fraktionen v. Beton,,,,u.a.,1360,876,1,851,2,,,,,,,,,,,
2014,EAV-170204-G, Glas,,,,Kunststoff und Holz mit gefährlichen Stoffen,4151,951,3,806,4,,,,,,,,,,,
2014,EAV-170301-G, Kohlenteerhaltige Bitumengemische,3268,3082,,4,2645,,8,,,,,,,,,,,,,
2014,EAV-170303-G, Kohlenteer und teerhaltige Produkte,1396,220,,3,154,,0,,,,,,,,,,,,,
2014,EAV-170409-G, Metallabfälle mit gefährlichen Stoffen,161,8,,7,8,,5,,,,,,,,,,,,,
2014,EAV-170410-G, Kabel,,,,die Öl,,,Kohlenteer u.a. gefährl. Stoffe enth.,264,8,2,,,,,,,,,,
2014,EAV-170503-G, Boden und Steine,,,,die gefährliche Stoffe enthalten,1829,2125,7,2061,0,,,,,,,,,,,
2014,EAV-170505-G, Baggergut,,,,das gefährliche Stoffe enthält,33,26,9,26,9,,,,,,,,,,,
2014,EAV-170507-G, Gleisschotter,,,,der gefährliche Stoffe enthält,107,558,0,538,4,,,,,,,,,,,
2014,EAV-170601-G, Dämmmaterial,,,,das Asbest enthält,177,6,9,6,2,,,,,,,,,,,
2014,EAV-170603-G, Anderes Dämmmaterial,2258,175,,2,141,,7,,,,,,,,,,,,,
2014,EAV-170605-G, Asbesthaltige Baustoffe,3266,507,,7,424,,9,,,,,,,,,,,,,
2014,EAV-170801-G, Verunreinigte Baustoffe auf Gipsbasis,6,2,,7,2,,7,,,,,,,,,,,,,
2014,EAV-170901-G, Bau- und Abbruchabfälle,,,,die Quecksilber enthalten,3,0,2,0,2,,,,,,,,,,,
2014,EAV-170902-G, Bau- und Abbruchabfälle,,,,die PCB enthalten,132,5,2,4,1,,,,,,,,,,,
2014,EAV-170903-G, Sonstige Bau- und Abbruchabfälle,251,52,,9,50,,3,,,,,,,,,,,,,
2014,EAV-18,Abfälle aus der medizinischen Versorgung,199,23,,2,19,,2,,,,,,,,,,,,,
2014,EAV-180103-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),139,18,,8,15,,7,,,,,,,,,,,,,
2014,EAV-180106-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,23,0,3,0,3,,,,,,,,,,,
2014,EAV-180108-G, Zytotox. u. zytostatische Arzneimittel f.Menschen,60,3,,2,2,,6,,,,,,,,,,,,,
2014,EAV-180110-G, Amalgamabfälle aus der Zahnmedizin,39,0,,1,0,,1,,,,,,,,,,,,,
2014,EAV-180202-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),48,0,,8,0,,6,,,,,,,,,,,,,
2014,EAV-180205-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,-,-,,,,,,,,,,,,,,
2014,EAV-180207-G, Zytotoxische u. zytostatische Arzneimittel f.Tiere,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-19,Abfälle aus Abfallbehandlungsanlagen u.a.,1639,6266,,8,2913,,2,,,,,,,,,,,,,
2014,EAV-190105-G, Verbrenn.,,,,Pyrolyse: Filterkuchen aus Abgasbehandl.,29,52,4,36,1,,,,,,,,,,,
2014,EAV-190106-G, Verbrenn.,,,,Pyrolyse: Wässrige flüss.Abf.a.Abgasbeh.,36,64,2,19,0,,,,,,,,,,,
2014,EAV-190107-G, Verbrenn.,,,,Pyrolyse: Feste Abfälle a. Abgasbehandl.,122,737,7,361,5,,,,,,,,,,,
2014,EAV-190110-G, Verbrenn.,,,,Pyrolyse: Gebr. Aktivkohle a. Abgasbeh.,24,6,5,2,6,,,,,,,,,,,
2014,EAV-190111-G, Verbrenn.,,,,Pyrolyse: Rost-,,,Kesselaschen,,Schlacken,7,330,,9,,,,,,,
2014,EAV-190113-G, Verbrenn.,,,,Pyrolyse: Filterstaub mit gefährl. St.,125,657,6,358,8,,,,,,,,,,,
2014,EAV-190115-G, Verbrenn.,,,,Pyrolyse: Kesselstaub m.gefährl. Stoffen,41,79,6,40,7,,,,,,,,,,,
2014,EAV-190117-G, Pyrolyseabfälle,,,,die gefährliche Stoffe enthalten,10,1,3,1,3,,,,,,,,,,,
2014,EAV-190204-G, Vorgemischte Abfälle m. mind. einem gefährl.Abfall,99,663,,1,165,,9,,,,,,,,,,,,,
2014,EAV-190205-G, Schlämme aus der physikal.-chemischen Behandlung,394,411,,0,206,,4,,,,,,,,,,,,,
2014,EAV-190207-G, Öl und Konzentrate aus Abtrennprozessen,153,141,,2,69,,0,,,,,,,,,,,,,
2014,EAV-190208-G, Flüssige brennbare Abfälle mit gefährl. Stoffen,33,45,,8,27,,7,,,,,,,,,,,,,
2014,EAV-190209-G, Feste brennbare Abfälle mit gefährlichen Stoffen,9,3,,4,2,,2,,,,,,,,,,,,,
2014,EAV-190211-G, Sonstige Abfälle,,,,die gefährliche Stoffe enthalten,24,3,5,2,9,,,,,,,,,,,
2014,EAV-190304-G, Als gefährl. eingestufte teilw. stabilisierte Abf.,7,89,,7,10,,0,,,,,,,,,,,,,
2014,EAV-190306-G, Als gefährlich eingestufte verfestigte Abfälle,17,390,,5,84,,4,,,,,,,,,,,,,
2014,EAV-190402-G, Filterstaub u.a. Abfälle aus der Abgasbehandlung,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-190403-G, Nicht verglaste Festphase,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-190702-G, Deponiesickerwasser,,,,das gefährl. Stoffe enthält,81,213,9,135,1,,,,,,,,,,,
2014,EAV-190806-G, Gesättigte oder verbrauchte Ionenaustauscherharze,42,0,,6,0,,5,,,,,,,,,,,,,
2014,EAV-190807-G, Lösungen u. Schlämme aus Regeneration v.Ionenaust.,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-190808-G, Schwermetallhaltige Abfälle aus Membransystemen,6,9,,9,8,,8,,,,,,,,,,,,,
2014,EAV-190810-G, Fett- u.Ölmischungen aus Ölabscheidern (oh.190809),16,0,,9,0,,7,,,,,,,,,,,,,
2014,EAV-190811-G, Schlämme aus biol.Behandlung von industr.Abwasser,26,202,,5,193,,3,,,,,,,,,,,,,
2014,EAV-190813-G, Schlämme mit gefährl. Stoffen aus industr.Abwasser,235,107,,5,91,,3,,,,,,,,,,,,,
2014,EAV-191003-G, Schredderleichtfraktionen und Staub,15,4,,0,3,,8,,,,,,,,,,,,,
2014,EAV-191005-G, Andere Fraktionen,,,,die gefährl. Stoffe enthalten,5,4,2,0,8,,,,,,,,,,,
2014,EAV-191101-G, Altölaufbereitung: Gebrauchte Filtertone,10,3,,2,3,,0,,,,,,,,,,,,,
2014,EAV-191102-G, Altölaufbereitung: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-191103-G, Altölaufbereitung: Wässrige flüssige Abfälle,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-191104-G, Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-191105-G, Altölaufber.: Schlämme (betriebseig.Abwasserbeh.),11,0,,8,0,,8,,,,,,,,,,,,,
2014,EAV-191107-G, Altölaufbereitung: Abfälle aus der Abgasreinigung,-,-,-,,,,,,,,,,,,,,,,,
2014,EAV-191206-G, Mech.Abfallbehandlung: Holz mit gefährl. Stoffen,266,809,,1,308,,9,,,,,,,,,,,,,
2014,EAV-191211-G, Sonstige Abfälle (einschl. Materialmischungen),234,812,,6,392,,8,,,,,,,,,,,,,
2014,EAV-191301-G, Feste Abfälle aus der Sanierung von Böden,29,101,,8,49,,7,,,,,,,,,,,,,
2014,EAV-191303-G, Schlämme aus der Sanierung von Böden,10,56,,3,0,,5,,,,,,,,,,,,,
2014,EAV-191305-G, Schlämme aus der Sanierung von Grundwasser,26,1,,0,1,,0,,,,,,,,,,,,,
2014,EAV-191307-G, Wässrige Abf.u.Konzentrate aus Grundwassersanier.,23,1,,8,1,,8,,,,,,,,,,,,,
2014,EAV-20,Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle),734,105,,5,85,,3,,,,,,,,,,,,,
2014,EAV-200113-G, Lösemittel,265,7,,3,6,,4,,,,,,,,,,,,,
2014,EAV-200114-G, Säuren,238,1,,5,1,,2,,,,,,,,,,,,,
2014,EAV-200115-G, Laugen,234,1,,3,1,,2,,,,,,,,,,,,,
2014,EAV-200117-G, Fotochemikalien,162,0,,6,0,,5,,,,,,,,,,,,,
2014,EAV-200119-G, Pestizide,257,2,,3,1,,6,,,,,,,,,,,,,
2014,EAV-200121-G, Leuchtstoffröhren u.a. quecksilberhaltige Abfälle,220,2,,7,2,,7,,,,,,,,,,,,,
2014,EAV-200123-G, Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe,83,8,,8,7,,9,,,,,,,,,,,,,
2014,EAV-200126-G, Öle und Fette (ohne 200125),76,0,,9,0,,8,,,,,,,,,,,,,
2014,EAV-200127-G, Farben,,,,Druckfarben,,,Klebstoffe und Kunstharze,347,3,3,,,,,,,,,,
2014,EAV-200129-G, Reinigungsmittel,,,,die gefährliche Stoffe enthalten,75,0,6,0,5,,,,,,,,,,,
2014,EAV-200131-G, Zytotoxische und zytostatische Arzneimittel,5,0,,0,0,,0,,,,,,,,,,,,,
2014,EAV-200133-G, Batterien und Akkumulatoren (160601-160603),95,2,,0,1,,9,,,,,,,,,,,,,
2014,EAV-200135-G, Gebrauchte elektrische Geräte (oh.200121,,,,200123),137,36,2,27,5,,,,,,,,,,,
2014,EAV-200137-G, Holz,,,,das gefährliche Stoffe enthält,73,19,0,14,9,,,,,,,,,,,
2015,EAV-01,Abfälle aus der Gewinnung von Bodenschätzen,34,50,,4,46,,8,,,,,,,,,,,,,
2015,EAV-010304-G, Säure bildende Aufbereitungsrückstände a. sul. Erz,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-010305-G, Andere Aufbereitungsrückstände mit gefährl.Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-010307-G, Abfälle aus Verarb. metallhaltiger Bodenschätze,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-010407-G, Abfälle a.Weiterverarb. nichtmetallh. Bodenschätze,5,32,,1,32,,1,,,,,,,,,,,,,
2015,EAV-010505-G, Ölhaltige Bohrschlämme und -abfälle,22,9,,4,5,,8,,,,,,,,,,,,,
2015,EAV-010506-G, Bohrschlämme u.a. Bohrabfälle mit gefährl. Stoffen,5,4,,8,4,,8,,,,,,,,,,,,,
2015,EAV-02,Abfälle aus Landwirtschaft,,,,Forstwirtschaft u.a.,70,1,5,1,1,,,,,,,,,,,
2015,EAV-020108-G, Abfälle von Chemikalien für die Landwirtschaft,70,1,,5,1,,1,,,,,,,,,,,,,
2015,EAV-03,Abfälle aus der Holzbearbeitung u.a.,20,0,,5,0,,5,,,,,,,,,,,,,
2015,EAV-030104-G, Sägemehl,,,,Späne,,,Abschnitte,,Holz,Spanplatten,-,-,,,,,,,,
2015,EAV-030201-G, Halogenfreie organische Holzschutzmittel,6,0,,0,0,,0,,,,,,,,,,,,,
2015,EAV-030202-G, Chlororganische Holzschutzmittel,5,0,,1,0,,1,,,,,,,,,,,,,
2015,EAV-030203-G, Metallorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-030204-G, Anorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-030205-G, Andere Holzschutzmittel mit gefährlichen Stoffen,7,0,,0,0,,0,,,,,,,,,,,,,
2015,EAV-04,Abfälle aus der Leder-,,,,Pelz- und Textilindustrie,6,0,2,0,2,,,,,,,,,,,
2015,EAV-040103-G, Entfettungsabfälle,,,,lösemittelh.,,,oh.flüssige Phase,-,,,,,,,,,,,,
2015,EAV-040214-G, Abfälle aus dem Finish mit organ. Lösungsmittel,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-040216-G, Farbstoffe und Pigmente mit gefährlichen Stoffen,4,0,,0,0,,0,,,,,,,,,,,,,
2015,EAV-040219-G, Textilindustrie:Schlämme(betriebseig.Abwasserbeh.),-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-05,Abfälle aus der Erdölraffination,,,,Erdgasreinigung,145,60,3,50,6,,,,,,,,,,,
2015,EAV-050102-G, Erdölraffination: Entsalzungsschlämme,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050103-G, Erdölraffination: Bodenschlämme aus Tanks,50,18,,4,17,,4,,,,,,,,,,,,,
2015,EAV-050104-G, Erdölraffination: Saure Alkylschlämme,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050105-G, Erdölraffination: Verschüttetes Öl,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050106-G, Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.,59,18,,9,11,,1,,,,,,,,,,,,,
2015,EAV-050107-G, Erdölraffination: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050108-G, Erdölraffination: Andere Teere,5,0,,4,0,,4,,,,,,,,,,,,,
2015,EAV-050109-G, Erdölraffin.: Schlämme (betriebseig.Abwasserbeh.),10,11,,3,11,,1,,,,,,,,,,,,,
2015,EAV-050111-G, Erdölraffin.: Abf. aus Brennstoffrein. mit Basen,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050112-G, Erdölraffination: Säurehaltige Öle,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050115-G, Erdölraffination: Gebrauchte Filtertone,13,1,,5,0,,9,,,,,,,,,,,,,
2015,EAV-050601-G, Kohlepyrolyse: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-050603-G, Kohlepyrolyse: Andere Teere,41,9,,2,9,,0,,,,,,,,,,,,,
2015,EAV-050701-G, Erdgasreinigung,,,,#NAME?,7,0,3,0,2,,,,,,,,,,,
2015,EAV-06,Abfälle aus anorganisch-chemischen Prozessen,1000,355,,1,308,,9,,,,,,,,,,,,,
2015,EAV-060101-G, Schwefelsäure und schweflige Säure,175,120,,5,119,,3,,,,,,,,,,,,,
2015,EAV-060102-G, Salzsäure,57,7,,6,7,,0,,,,,,,,,,,,,
2015,EAV-060103-G, Flusssäure,7,0,,1,0,,1,,,,,,,,,,,,,
2015,EAV-060104-G, Phosphorsäure und phosphorige Säure,44,1,,5,1,,4,,,,,,,,,,,,,
2015,EAV-060105-G, Salpetersäure und salpetrige Säure,45,1,,4,1,,3,,,,,,,,,,,,,
2015,EAV-060106-G, Andere Säuren,244,22,,8,18,,9,,,,,,,,,,,,,
2015,EAV-060201-G, Calciumhydroxid,13,1,,0,1,,0,,,,,,,,,,,,,
2015,EAV-060203-G, Ammoniumhydroxid,61,8,,2,7,,9,,,,,,,,,,,,,
2015,EAV-060204-G, Natrium- und Kaliumhydroxid,49,10,,7,9,,3,,,,,,,,,,,,,
2015,EAV-060205-G, Andere Basen,242,18,,9,17,,0,,,,,,,,,,,,,
2015,EAV-060311-G, Feste Salze u. Lösungen,,,,Cyanid enthaltend,25,0,5,0,4,,,,,,,,,,,
2015,EAV-060313-G, Feste Salze u. Lösungen,,,,Schwermetalle enthaltend,129,9,9,8,2,,,,,,,,,,,
2015,EAV-060315-G, Metalloxide,,,,die Schwermetalle enthalten,29,3,1,3,1,,,,,,,,,,,
2015,EAV-060403-G, Arsenhaltige Abfälle,16,0,,6,0,,6,,,,,,,,,,,,,
2015,EAV-060404-G, Quecksilberhaltige Abfälle,130,1,,3,1,,1,,,,,,,,,,,,,
2015,EAV-060405-G, Abfälle,,,,die andere Schwermetalle enthalten,85,61,1,29,3,,,,,,,,,,,
2015,EAV-060502-G, Schlämme aus betriebseigener Abwasserbehandlung,98,64,,1,62,,0,,,,,,,,,,,,,
2015,EAV-060602-G, Abfälle,,,,die gefährliche Sulfide enthalten,7,0,6,0,6,,,,,,,,,,,
2015,EAV-060701-G, Asbesthaltige Abfälle aus der Elektrolyse,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-060702-G, Aktivkohle aus der Chlorherstellung,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-060703-G, Quecksilberhaltige Bariumsulfatschlämme,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-060704-G, Lösungen und Säuren,,,,z.B. Kontaktsäure,-,-,,,,,,,,,,,,,,
2015,EAV-060802-G, Gefährliche Chlorsilane enthaltende Abfälle,6,4,,3,4,,3,,,,,,,,,,,,,
2015,EAV-060903-G, Reaktionsabfälle auf Calciumbasis,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-061002-G, Stickstoffh.Chemik.: Abfälle mit gefährl. Stoffen,7,0,,1,0,,1,,,,,,,,,,,,,
2015,EAV-061301-G, Anorganische Pflanzenschutzmittel,,,,Holzschutzmittel,37,0,2,0,1,,,,,,,,,,,
2015,EAV-061302-G, Gebrauchte Aktivkohle (ohne 060702),69,3,,5,3,,2,,,,,,,,,,,,,
2015,EAV-061304-G, Abfälle aus der Asbestverarbeitung,6,1,,0,0,,5,,,,,,,,,,,,,
2015,EAV-061305-G, Ofen- und Kaminruß,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-07,Abfälle aus organisch-chemischen Prozessen,1743,1269,,3,1199,,5,,,,,,,,,,,,,
2015,EAV-070101-G, Org.Grundchemik.: Wässrige Waschfl.,,,,Mutterlaugen,165,54,1,44,8,,,,,,,,,,,
2015,EAV-070103-G, Org.Grundchemik.: Halogenorg.Lösemittel,,,,Waschfl.,107,29,7,28,7,,,,,,,,,,,
2015,EAV-070104-G, Org.Grundchemik.: Lösemittel,,,,Waschflüssigkeiten,357,120,6,108,5,,,,,,,,,,,
2015,EAV-070107-G, Org.Grundchemik.: Halog.Reaktions-,,,,Destill.rückst.,43,40,1,39,4,,,,,,,,,,,
2015,EAV-070108-G, Org.Grundchemik.: Reaktions-,,,,Destillationsrückst.,145,99,7,93,3,,,,,,,,,,,
2015,EAV-070109-G, Org.Grundchemik.: Halog.Filterkuchen,,,,Aufsaugmat.,13,0,6,0,6,,,,,,,,,,,
2015,EAV-070110-G, Org.Grundchemik.: And. Filterkuchen,,,,Aufsaugmat.,41,3,8,3,7,,,,,,,,,,,
2015,EAV-070111-G, Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh),46,9,,6,9,,4,,,,,,,,,,,,,
2015,EAV-070201-G, Kunststoffe: Wässrige Waschfl.,,,,Mutterlaugen,88,33,6,32,8,,,,,,,,,,,
2015,EAV-070203-G, Kunststoffe: Halogenorg.Lösemittel,,,,Waschflüssig.,36,2,9,2,9,,,,,,,,,,,
2015,EAV-070204-G, Kunststoffe: organ. Lösemittel,,,,Waschflüssigkeiten,147,36,0,35,6,,,,,,,,,,,
2015,EAV-070207-G, Kunststoffe: Halog. Reaktions-,,,,Destill.rückstände,38,6,6,6,4,,,,,,,,,,,
2015,EAV-070208-G, Kunststoffe: Reaktions-,,,,Destillationsrückstände,390,75,3,70,8,,,,,,,,,,,
2015,EAV-070209-G, Kunststoffe: Halog. Filterkuchen,,,,Aufsaugmat.,6,0,3,0,3,,,,,,,,,,,
2015,EAV-070210-G, Kunststoffe: And. Filterkuchen,,,,Aufsaugmaterialien,43,4,7,4,6,,,,,,,,,,,
2015,EAV-070211-G, Kunststoffe: Schlämme (betriebseig.Abwasserbeh.),14,1,,2,1,,1,,,,,,,,,,,,,
2015,EAV-070214-G, Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.,47,4,,2,3,,8,,,,,,,,,,,,,
2015,EAV-070216-G, Kunststoffe: Gefährl. Silicone enthaltende Abfälle,6,0,,7,0,,7,,,,,,,,,,,,,
2015,EAV-070301-G, Org.Farbstoffe: Wässrige Waschfl.,,,,Mutterlaugen,31,5,7,5,3,,,,,,,,,,,
2015,EAV-070303-G, Org.Farbstoffe: Halogenorg. Lösemittel,,,,Waschfl.,19,1,1,0,7,,,,,,,,,,,
2015,EAV-070304-G, Org.Farbstoffe: Lösemittel,,,,Waschflüssigkeiten,214,37,5,33,9,,,,,,,,,,,
2015,EAV-070307-G, Org.Farbstoffe: Halog. Reaktions-,,,,Destill.rückst.,6,0,6,0,6,,,,,,,,,,,
2015,EAV-070308-G, Org.Farbstoffe: Reaktions-,,,,Destillationsrückstände,26,4,4,4,0,,,,,,,,,,,
2015,EAV-070309-G, Org.Farbstoffe: Halog. Filterkuchen,,,,Aufsaugmat.,3,0,2,0,2,,,,,,,,,,,
2015,EAV-070310-G, Org.Farbstoffe: Andere Filterkuchen,,,,Aufsaugmat.,9,0,5,0,5,,,,,,,,,,,
2015,EAV-070311-G, Org.Farbstoffe: Schlämme(betriebseig.Abwasserbeh.),3,0,,0,0,,0,,,,,,,,,,,,,
2015,EAV-070401-G, Pflanzenschutzmittel:Wässrige Waschfl.,,,,Mutterlaug.,19,31,6,31,4,,,,,,,,,,,
2015,EAV-070403-G, Pflanzenschutzmit.: Halogenorg.Lösemittel,,,,Waschfl.,17,101,2,99,9,,,,,,,,,,,
2015,EAV-070404-G, Pflanzenschutzmittel: Organ. Lösemittel,,,,Waschfl.,14,27,8,27,8,,,,,,,,,,,
2015,EAV-070407-G, Pflanzenschutzmit.:Halog.Reaktions-,,,,Destill.rückst,10,45,7,45,7,,,,,,,,,,,
2015,EAV-070408-G, Pflanzenschutzmittel: Reaktions-,,,,Destill.rückst.,8,6,4,6,4,,,,,,,,,,,
2015,EAV-070409-G, Pflanzenschutzmittel:Halog.Filterkuchen,,,,Aufsaugmat,5,0,3,0,3,,,,,,,,,,,
2015,EAV-070410-G, Pflanzenschutzmittel: Filterkuchen,,,,Aufsaugmat.,8,0,5,0,5,,,,,,,,,,,
2015,EAV-070411-G, Pflanzenschutzm.:Schlämme(betriebseig.Abwasserbeh),-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-070413-G, Pflanzenschutzmittel: Feste Abfälle m.gefährl.St.,11,0,,2,0,,2,,,,,,,,,,,,,
2015,EAV-070501-G, Pharmazeutika: Wässrige Waschfl.,,,,Mutterlaugen,48,81,5,80,0,,,,,,,,,,,
2015,EAV-070503-G, Pharmazeutika: Halogenorg.Lösemittel,,,,Waschfl.,48,15,3,14,9,,,,,,,,,,,
2015,EAV-070504-G, Pharmazeutika: organ. Lösemittel,,,,Waschflüssigk.,84,71,6,70,9,,,,,,,,,,,
2015,EAV-070507-G, Pharmazeutika: Halog.Reaktions-,,,,Destill.rückst.,11,2,8,2,8,,,,,,,,,,,
2015,EAV-070508-G, Pharmazeutika: Reaktions-,,,,Destillationsrückstände,53,5,2,4,9,,,,,,,,,,,
2015,EAV-070509-G, Pharmazeutika: Halog.Filterkuchen,,,,Aufsaugmat.,8,0,1,0,1,,,,,,,,,,,
2015,EAV-070510-G, Pharmazeutika: Filterkuchen,,,,Aufsaugmaterialien,17,2,2,2,2,,,,,,,,,,,
2015,EAV-070511-G, Pharmazeutika: Schlämme (betriebseig.Abwasserbeh.),8,0,,6,0,,6,,,,,,,,,,,,,
2015,EAV-070513-G, Pharmazeutika: Feste Abfälle mit gefährl. Stoffen,42,1,,5,1,,4,,,,,,,,,,,,,
2015,EAV-070601-G, Fette,,,,Seifen: Wässrige Waschfl.,,,Mutterlaugen,106,8,7,,,,,,,,,,
2015,EAV-070603-G, Fette,,,,Seifen: Halogenorg.Lösemittel,,,Waschfl.,21,5,3,,,,,,,,,,
2015,EAV-070604-G, Fette,,,,Seifen: organ. Lösemittel,,,Waschflüssigk.,79,2,5,,,,,,,,,,
2015,EAV-070607-G, Fette,,,,Seifen: Halog.Reaktions-,,,Destill.rückst.,3,2,,,,,,,,,,,
2015,EAV-070608-G, Fette,,,,Seifen: Reaktions-,,,Destillationsrückstände,143,0,3,,,,,,,,,,
2015,EAV-070609-G, Fette,,,,Seifen: Halog.Filterkuchen,,,Aufsaugmat.,-,,,,,,,,,,,,
2015,EAV-070610-G, Fette,,,,Seifen: Filterkuchen,,,Aufsaugmaterialien,19,8,8,,,,,,,,,,
2015,EAV-070611-G, Fette,,,,Seifen: Schlämme (betriebseig.Abwasserbeh.),5,1,1,1,1,,,,,,,,,,,
2015,EAV-070701-G, Feinchemikalien: Wässrige Waschfl.,,,,Mutterlaugen,158,81,1,67,9,,,,,,,,,,,
2015,EAV-070703-G, Feinchemikalien: Halogenorg.Lösemittel,,,,Waschfl.,110,24,4,23,2,,,,,,,,,,,
2015,EAV-070704-G, Feinchemikalien: organ. Lösemittel,,,,Waschflüssigk.,173,57,2,53,7,,,,,,,,,,,
2015,EAV-070707-G, Feinchemikalien: Halog.Reaktions-,,,,Destill.rückst.,34,8,8,8,7,,,,,,,,,,,
2015,EAV-070708-G, Feinchemikalien: Reaktions-,,,,Destillationsrückst.,81,40,4,39,4,,,,,,,,,,,
2015,EAV-070709-G, Feinchemikalien: Halog.Filterkuchen,,,,Aufsaugmat.,23,0,6,0,6,,,,,,,,,,,
2015,EAV-070710-G, Feinchemikalien: Filterkuchen,,,,Aufsaugmaterialien,53,3,8,3,5,,,,,,,,,,,
2015,EAV-070711-G, Feinchemikalien:Schlämme(betriebseig.Abwasserbeh.),25,2,,0,1,,8,,,,,,,,,,,,,
2015,EAV-08,Abfälle aus HZVA v.Beschichtungen,,,,Klebstoffen u.a.,1356,209,5,174,6,,,,,,,,,,,
2015,EAV-080111-G, Farb- und Lackabfälle mit gefährlichen Stoffen,714,73,,0,53,,5,,,,,,,,,,,,,
2015,EAV-080113-G, Farb- und Lackschlämme mit gefährlichen Stoffen,350,37,,7,30,,3,,,,,,,,,,,,,
2015,EAV-080115-G, Farben,,,,Lacke: Wässrige Schlämme mit gefährl. St.,150,23,4,21,7,,,,,,,,,,,
2015,EAV-080117-G, Abfälle aus der Farb- oder Lackentfernung,175,24,,1,22,,6,,,,,,,,,,,,,
2015,EAV-080119-G, Wässrige Suspensionen,,,,Farben o. Lacke enthaltend,37,12,9,12,9,,,,,,,,,,,
2015,EAV-080121-G, Farb- oder Lackentfernerabfälle,11,0,,3,0,,3,,,,,,,,,,,,,
2015,EAV-080312-G, Druckfarbenabfälle mit gefährlichen Stoffen,105,6,,5,5,,5,,,,,,,,,,,,,
2015,EAV-080314-G, Druckfarbenschlämme mit gefährlichen Stoffen,51,4,,6,4,,0,,,,,,,,,,,,,
2015,EAV-080316-G, Abfälle von Ätzlösungen,-,-,-,,,,,,,,,,,,,,,,,
2015,EAV-080317-G, Tonerabfälle,,,,die gefährliche Stoffe enthalten,-,-,,,,,,,,,,,,,,
2015,EAV-080319-G, Dispersionsöl,24,0,,7,0,,4,,,,,,,,,,,,,
2015,EAV-080409-G, Klebstoff- und Dichtmassenabfälle mit gefährl. St.,291,23,,9,21,,4,,,,,,,,,,,,,
2015,EAV-080411-G, Klebstoff- und dichtmassenhaltige Schlämme,10,0,,4,0,,3,,,,,,,,,,,,,
2015,EAV-080413-G, Klebst.,,,,Dichtm.: Wässrige Schlämme m.gefährl.St.,12,0,6,0,6,,,,,,,,,,,
2015,EAV-080415-G, Klebst.,,,,Dichtm.:Wässrige flüssige Abf.m.gefährl.St,13,0,6,0,6,,,,,,,,,,,
