year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers,code_new
2014, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,23,0.3,0.3, EAV-180106-G
2014, EAV-180108-G, Cytotoxic and cytostatic medicines,60,3.2,2.6, EAV-180108-G
2014, EAV-180110-G, Amalgam waste from dental care,39,0.1,0.1, EAV-180110-G
2014, EAV-180202-G, Wastes (special requirements to prevent infection),48,0.8,0.6, EAV-180202-G
2014, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,0,0,0, EAV-180205-G
2014, EAV-180207-G, Cytotoxic and cytostatic medicines,0,0,0, EAV-180207-G
2014, EAV-19, Wastes from waste management facilities etc.,1639,6266.8,2913.2, EAV-19
2014, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",29,52.4,36.1, EAV-190105-G
2014, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",36,64.2,19, EAV-190106-G
2014, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",122,737.7,361.5, EAV-190107-G
2014, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",24,6.5,2.6, EAV-190110-G
2014, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",89,587.7,330.9, EAV-190111-G
2014, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",125,657.6,358.8, EAV-190113-G
2014, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",41,79.6,40.7, EAV-190115-G
2014, EAV-190117-G, Pyrolysis wastes containing hazardous substances,10,1.3,1.3, EAV-190117-G
2014, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,99,663.1,165.9, EAV-190204-G
2014, EAV-190205-G, Sludges from physico/chemical treatment,394,411,206.4, EAV-190205-G
2014, EAV-190207-G, Oil and concentrates from separation,153,141.2,69, EAV-190207-G
2014, EAV-190208-G, Liquid combustible wastes cont. haza. substances,33,45.8,27.7, EAV-190208-G
2014, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,9,3.4,2.2, EAV-190209-G
2014, EAV-190211-G, Other wastes containing hazardous substances,24,3.5,2.9, EAV-190211-G
2014, EAV-190304-G," Wastes marked as hazardous, partially stabilized",7,89.7,10, EAV-190304-G
2014, EAV-190306-G," Wastes marked as hazardous, solidified",17,390.5,84.4, EAV-190306-G
2014, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0,0,0, EAV-190402-G
2014, EAV-190403-G,Non-vitrified solid phase,0,0,0, EAV-190403-G
2014, EAV-190702-G, Landfill leachate containing hazardous substances,81,213.9,135.1, EAV-190702-G
2014, EAV-190806-G, Saturated or spent ion exchange resins,42,0.6,0.5, EAV-190806-G
2014, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0,0,0, EAV-190807-G
2014, EAV-190808-G, Membrane system waste containing heavy metals,6,9.9,8.8, EAV-190808-G
2014, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",16,0.9,0.7, EAV-190810-G
2014, EAV-190811-G, Sludges from bio. treat. of industrial waste water,26,202.5,193.3, EAV-190811-G
2014, EAV-190813-G, Sludges from other treat.of industrial waste water,235,107.5,91.3, EAV-190813-G
2014, EAV-191003-G, Fluff-light fraction and dust,15,4,3.8, EAV-191003-G
2014, EAV-191005-G, Other fractions containing hazardous substances,5,4.2,0.8, EAV-191005-G
2014, EAV-191101-G, Oil regeneration: Spent filter clays,10,3.2,3, EAV-191101-G
2014, EAV-191102-G, Oil regeneration: Acid tars,0,0,0, EAV-191102-G
2014, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,0,0,0, EAV-191103-G
2014, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0,0,0, EAV-191104-G
2014, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,11,0.8,0.8, EAV-191105-G
2014, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0,0,0, EAV-191107-G
2014, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,266,809.1,308.9, EAV-191206-G
2014, EAV-191211-G, Other wastes (including mixtures of materials),234,812.6,392.8, EAV-191211-G
2014, EAV-191301-G, Solid wastes from soil remediation,29,101.8,49.7, EAV-191301-G
2014, EAV-191303-G, Sludges from soil remediation,10,56.3,0.5, EAV-191303-G
2014, EAV-191305-G, Sludges from groundwater remediation,26,1,1, EAV-191305-G
2014, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",23,1.8,1.8, EAV-191307-G
2014, EAV-20," Municipal wastes (household wastes, similar wastes)",734,105.5,85.3, EAV-20
2014, EAV-200113-G, Solvents,265,7.3,6.4, EAV-200113-G
2014, EAV-200114-G, acids,238,1.5,1.2, EAV-200114-G
2014, EAV-200115-G, alkalines,234,1.3,1.2, EAV-200115-G
2014, EAV-200117-G, Photochemicals,162,0.6,0.5, EAV-200117-G
2014, EAV-200119-G, Pesticides,257,2.3,1.6, EAV-200119-G
2014, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,220,2.7,2.7, EAV-200121-G
2014, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,83,8.8,7.9, EAV-200123-G
2014, EAV-200126-G, Oil and fat (except 200125),76,0.9,0.8, EAV-200126-G
2014, EAV-200127-G,"Paint, inks, adhesives and resins",347,22.3,18.3, EAV-200127-G
2014, EAV-200129-G, Detergents containing hazardous substances,75,0.6,0.5, EAV-200129-G
2014, EAV-200131-G, Cytotoxic and cytostatic medicines,5,0,0, EAV-200131-G
2014, EAV-200133-G, Batteries and accumulators (160601-160603),95,2,1.9, EAV-200133-G
2014, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",137,36.2,27.5, EAV-200135-G
2014, EAV-200137-G, Wood containing hazardous substances,73,19,14.9, EAV-200137-G
2015, EAV-01," Wastes resulting from exploration, mining of minerals",34,50.4,46.8, EAV-01
2015, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0,0,0, EAV-010304-G
2015, EAV-010305-G, Other tailings containing hazardous substances,0,0,0, EAV-010305-G
2015, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0,0,0, EAV-010307-G
2015, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",5,32.1,32.1, EAV-010407-G
2015, EAV-010505-G, Oil-containing drilling muds and wastes,22,9.4,5.8, EAV-010505-G
2015, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",5,4.8,4.8, EAV-010506-G
2015, EAV-02," Wastes from agriculture, horticulture, forestry etc.",70,1.5,1.1, EAV-02
2015, EAV-020108-G, Agrochemical waste containing hazardous substances,70,1.5,1.1, EAV-020108-G
2015, EAV-03,Wastes from wood processing etc.,20,0.5,0.5, EAV-03
2015, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",0,0,0, EAV-030104-G
2015, EAV-030201-G, Non-halogenated organic wood preservatives,6,0,0, EAV-030201-G
2015, EAV-030202-G, Organochlorinated wood preservatives,5,0.1,0.1, EAV-030202-G
2015, EAV-030203-G, Organometallic wood preservatives,0,0,0, EAV-030203-G
2015, EAV-030204-G, Inorganic wood preservatives,0,0,0, EAV-030204-G
2015, EAV-030205-G, Other wood preservatives cont. hazardous subst.,7,0,0, EAV-030205-G
2015, EAV-04," Wastes from the leather, fur, textile industries",6,0.2,0.2, EAV-04
2015, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0,0,0, EAV-040103-G
2015, EAV-040214-G, Wastes from finishing containing organic solvents,0,0,0, EAV-040214-G
2015, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,4,0,0, EAV-040216-G
2015, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,0,0,0, EAV-040219-G
2015, EAV-05," Wastes from petrol. refining, natural gas purification.",145,60.3,50.6, EAV-05
2015, EAV-050102-G, Petroleum refining: Desalter sludges,0,0,0, EAV-050102-G
2015, EAV-050103-G, Petroleum refining: Tank bottom sludges,50,18.4,17.4, EAV-050103-G
2015,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0,0,0, EAV-050104-G
2015, EAV-050105-G, Petroleum refining: Oil spills,0,0,0, EAV-050105-G
2015, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,59,18.9,11.1, EAV-050106-G
2015, EAV-050107-G, Petroleum refining: Acid tars,0,0,0, EAV-050107-G
2015, EAV-050108-G, Petroleum refining: Other tars,5,0.4,0.4, EAV-050108-G
2015, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,10,11.3,11.1, EAV-050109-G
2015, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0,0,0, EAV-050111-G
2015, EAV-050112-G, Petroleum refining: Oil containing acids,0,0,0, EAV-050112-G
2015, EAV-050115-G, Petroleum refining: Spent filter clays,13,1.5,0.9, EAV-050115-G
2015, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0,0,0, EAV-050601-G
2015, EAV-050603-G, Pyrolytic treatment of coal: Other tars,41,9.2,9, EAV-050603-G
2015, EAV-050701-G, Natural gas purif.: Wastes containing mercury,7,0.3,0.2, EAV-050701-G
2015, EAV-06, Wastes from inorganic chemical processes,1000,355.1,308.9, EAV-06
2015, EAV-060101-G, Sulfuric acid and sulphurous acid,175,120.5,119.3, EAV-060101-G
2015, EAV-060102-G, hydrochloric acid,57,7.6,7, EAV-060102-G
2015, EAV-060103-G, hydrofluoric acid,7,0.1,0.1, EAV-060103-G
2015, EAV-060104-G, Phosphoric and phosphorous acid,44,1.5,1.4, EAV-060104-G
2015, EAV-060105-G, Nitric acid and nitrous acid,45,1.4,1.3, EAV-060105-G
2015, EAV-060106-G, Other acids,244,22.8,18.9, EAV-060106-G
2015, EAV-060201-G, calcium hydroxide,13,1,1, EAV-060201-G
2015, EAV-060203-G, Ammonium hydroxide,61,8.2,7.9, EAV-060203-G
2015, EAV-060204-G, Sodium and potassium hydroxide,49,10.7,9.3, EAV-060204-G
2015, EAV-060205-G, Other bases,242,18.9,17, EAV-060205-G
2015, EAV-060311-G, Solid salts and solutions containing cyanides,25,0.5,0.4, EAV-060311-G
2015, EAV-060313-G, Solid salts and solutions containing heavy metals,129,9.9,8.2, EAV-060313-G
2015, EAV-060315-G, Metallicoxides containing heavy metals,29,3.1,3.1, EAV-060315-G
2015, EAV-060403-G, Wastes containing arsenic,16,0.6,0.6, EAV-060403-G
2015, EAV-060404-G, Wastes containing mercury,130,1.3,1.1, EAV-060404-G
2015, EAV-060405-G, Wastes containing other heavy metals,85,61.1,29.3, EAV-060405-G
2015, EAV-060502-G, Sludges from on-site effluent treatment,98,64.1,62, EAV-060502-G
2015, EAV-060602-G, Wastes containing hazardous sulphides,7,0.6,0.6, EAV-060602-G
2015, EAV-060701-G, Wastes containing asbestos from electrolysis,0,0,0, EAV-060701-G
2015, EAV-060702-G, Activated carbon from chlorine production,0,0,0, EAV-060702-G
2015, EAV-060703-G,Barium sulphate sludge containing mercury,0,0,0, EAV-060703-G
2015, EAV-060704-G," Solutions and acids, for example contact acid",0,0,0, EAV-060704-G
2015, EAV-060802-G, Waste containing hazardous chlorocyanes,6,4.3,4.3, EAV-060802-G
2015, EAV-060903-G, Calcium-based reaction wastes,0,0,0, EAV-060903-G
2015, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,7,0.1,0.1, EAV-061002-G
2015, EAV-061301-G, Inorganic plant protection products etc.,37,0.2,0.1, EAV-061301-G
2015, EAV-061302-G, Spent activated carbon (except 060702),69,3.5,3.2, EAV-061302-G
2015, EAV-061304-G, Wastes from asbestos processing,6,1,0.5, EAV-061304-G
2015, EAV-061305-G, Soot,0,0,0, EAV-061305-G
2015, EAV-07, Wastes from organic chemical processes,1743,1269.3,1199.5, EAV-07
2015, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",165,54.1,44.8, EAV-070101-G
2015, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,107,29.7,28.7, EAV-070103-G
2015, EAV-070104-G, Organic chem.: Other organic solvents etc.,357,120.6,108.5, EAV-070104-G
2015, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,43,40.1,39.4, EAV-070107-G
2015, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",145,99.7,93.3, EAV-070108-G
2015, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",13,0.6,0.6, EAV-070109-G
2015, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",41,3.8,3.7, EAV-070110-G
2015, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,46,9.6,9.4, EAV-070111-G
2015, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",88,33.6,32.8, EAV-070201-G
2015, EAV-070203-G, Plastics: Organic halogenated solvents etc.,36,2.9,2.9, EAV-070203-G
2015, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",147,36,35.6, EAV-070204-G
2015, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",38,6.6,6.4, EAV-070207-G
2015, EAV-070208-G," Plastics: Other still bottoms, reaction residues",390,75.3,70.8, EAV-070208-G
2015, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",6,0.3,0.3, EAV-070209-G
2015, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,43,4.7,4.6, EAV-070210-G
2015, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,14,1.2,1.1, EAV-070211-G
2015, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,47,4.2,3.8, EAV-070214-G
2015, EAV-070216-G, Plastics: Waste containing hazardous silicones,6,0.7,0.7, EAV-070216-G
2015, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",31,5.7,5.3, EAV-070301-G
2015, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,19,1.1,0.7, EAV-070303-G
2015, EAV-070304-G, Organic dyes: Other organic solvents etc.,214,37.5,33.9, EAV-070304-G
2015, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,6,0.6,0.6, EAV-070307-G
2015, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",26,4.4,4, EAV-070308-G
2015, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",3,0.2,0.2, EAV-070309-G
2015, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",9,0.5,0.5, EAV-070310-G
2015, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,3,0,0, EAV-070311-G
2015, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,19,31.6,31.4, EAV-070401-G
2015, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,17,101.2,99.9, EAV-070403-G
2015, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,14,27.8,27.8, EAV-070404-G
2015, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,10,45.7,45.7, EAV-070407-G
2015, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",8,6.4,6.4, EAV-070408-G
2015, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,5,0.3,0.3, EAV-070409-G
2015, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",8,0.5,0.5, EAV-070410-G
2015, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,0,0,0, EAV-070411-G
2015, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,11,0.2,0.2, EAV-070413-G
2015, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,48,81.5,80, EAV-070501-G
2015, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,48,15.3,14.9, EAV-070503-G
2015, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,84,71.6,70.9, EAV-070504-G
2015, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,11,2.8,2.8, EAV-070507-G
2015, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",53,5.2,4.9, EAV-070508-G
2015, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,8,0.1,0.1, EAV-070509-G
2015, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",17,2.2,2.2, EAV-070510-G
2015, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,8,0.6,0.6, EAV-070511-G
2015, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,42,1.5,1.4, EAV-070513-G
2015, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",106,28.8,27.7, EAV-070601-G
2015, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",21,0.5,0.3, EAV-070603-G
2015, EAV-070604-G," Fats, soaps: Other organic solvents etc.",79,7.2,6.5, EAV-070604-G
2015, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",3,0.2,0, EAV-070607-G
2015, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",143,43,40.3, EAV-070608-G
2015, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0,0,0, EAV-070609-G
2015, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",19,1.8,1.8, EAV-070610-G
2015, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",5,1.1,1.1, EAV-070611-G
2015, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",158,81.1,67.9, EAV-070701-G
2015, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,110,24.4,23.2, EAV-070703-G
2015, EAV-070704-G, Fine chem.: Other organic solvents etc.,173,57.2,53.7, EAV-070704-G
2015, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",34,8.8,8.7, EAV-070707-G
2015, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",81,40.4,39.4, EAV-070708-G
2015, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",23,0.6,0.6, EAV-070709-G
2015, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",53,3.8,3.5, EAV-070710-G
2015, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,25,2,1.8, EAV-070711-G
2015, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1356,209.5,174.6, EAV-08
2015, EAV-080111-G," Waste paint, varnish containing organic solvents",714,73,53.5, EAV-080111-G
2015, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,350,37.7,30.3, EAV-080113-G
2015, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",150,23.4,21.7, EAV-080115-G
2015, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,175,24.1,22.6, EAV-080117-G
2015, EAV-080119-G, Aqueous suspensions cont. paint or varnish,37,12.9,12.9, EAV-080119-G
2015, EAV-080121-G, Waste paint or varnish remover,11,0.3,0.3, EAV-080121-G
2015, EAV-080312-G, Waste ink containing hazardous substances,105,6.5,5.5, EAV-080312-G
2015, EAV-080314-G, Ink sludges containing hazardous substances,51,4.6,4, EAV-080314-G
2015, EAV-080316-G, Waste etching solutions,0,0,0, EAV-080316-G
2015, EAV-080317-G, Waste printing toner cont. hazardous substances,0,0,0, EAV-080317-G
2015, EAV-080319-G, Disperse oil,24,0.7,0.4, EAV-080319-G
2015,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,291,23.9,21.4, EAV-080409-G
2015, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,10,0.4,0.3, EAV-080411-G
2015, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",12,0.6,0.6, EAV-080413-G
2015, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",13,0.6,0.6, EAV-080415-G
2015, EAV-080417-G," Adhesives, sealants: Rosin oil",0,0,0, EAV-080417-G
2015, EAV-080501-G, Waste isocyanates,46,0.7,0.5, EAV-080501-G
2015, EAV-09, Wastes from the photographic industry,197,18.7,15.6, EAV-09
2015, EAV-090101-G, Water-based developer and activator solutions,106,4.5,3.9, EAV-090101-G
2015, EAV-090102-G, Water-based offset plate developer solutions,96,8,6.6, EAV-090102-G
2015, EAV-090103-G, Solvent-based developer solutions,9,0,0, EAV-090103-G
2015, EAV-090104-G, fixer solutions,92,3.8,3.1, EAV-090104-G
2015, EAV-090105-G, Bleach solutions and bleach fixer solutions,37,1.9,1.9, EAV-090105-G
2015, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0,0,0, EAV-090106-G
2015, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0,0,0, EAV-090111-G
2015, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0,0,0, EAV-090113-G
2015,EAV-10, Wastes from thermal processes,728,922.6,860.4, EAV-10
2015, EAV-100104-G, Oil fly ash and boiler dust,21,3.6,2.9, EAV-100104-G
2015, EAV-100109-G, Sulfuric acid,0,0,0, EAV-100109-G
2015, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0,0,0, EAV-100113-G
2015, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",44,40.9,40.8, EAV-100114-G
2015, EAV-100116-G, Fly ash from co-incineration,32,16.8,16.3, EAV-100116-G
2015, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,122,56.7,56.3, EAV-100118-G
2015, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,9,2,2, EAV-100120-G
2015, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,7,1.4,1.3, EAV-100122-G
2015, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",65,228.9,228.3, EAV-100207-G
2015, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",0,0,0, EAV-100211-G
