GENESIS table: 32161-0001
Companies, amount of waste generated: Germany, years,;;;;
types of waste;;;;
Waste generation survey;;;;
Germany;;;;
;;;Operations;Amount of waste generated
2014;EAV-191208-U; Mechanical waste treatment: textiles;12;2,4
2014;EAV-19120900-U; Mech.waste treatment: minerals (sand, stones);45;30.8
2014;EAV-19120901-U; Products for use in road and road construction;-;-
2014;EAV-19120902-U; Products for use in other earthworks;3;0.2
2014;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-
2014;EAV-19120904-U; Products for use in asphalt mixing plants;-;-
2014;EAV-19120905-U; products for other uses;-;-
2014;EAV-19120906-U; Hot mix for road and path construction;-;-
2014;EAV-191210-U; Combustible waste (fuel from waste);24;22.1
2014;EAV-191211-G; Other waste (including mixed materials);17;1.1
2014;EAV-191212-U; Other waste (without 191211);125;138.9
2014;EAV-191301-G; Solid waste from soil remediation;3;0.0
2014;EAV-191302-U; Solid waste from soil remediation (oh.191301);-;-
2014;EAV-191303-G; Sludges from soil remediation;-;-
2014;EAV-191304-U; Sludge from soil remediation (oh.191303);-;-
2014;EAV-191305-G; Sludges from groundwater remediation;7;0.1
2014;EAV-191306-U; Sludge from groundwater remediation (oh.191305);4;2.2
2014;EAV-191307-G; Aqueous waste and concentrates from groundwater remediation.;-;-
2014;EAV-191308-U; Aqueous waste and conc. a. groundwater sanitation (oh.191307);-;-
2014;EAV-20;Municipal waste (household waste and similar waste);;
2014;EAV-200101-U; paper and cardboard;9373;1332.1
2014;EAV-200102-U; Glass;1179;124.8
2014;EAV-200108-U; Biodegradable kitchen and canteen waste;3419;215.6
2014;EAV-200110-U; Clothing;26;0.5
2014;EAV-200111-U; Textiles;70;3.0
2014;EAV-200113-G; solvent; 293; 0.7
2014;EAV-200114-G; acids; 215; 0.4
2014;EAV-200115-G; alkalis;197;1.2
2014;EAV-200117-G; photographic chemicals;58;0.5
2014;EAV-200119-G; Pesticides;41;0.0
2014;EAV-200121-G; Fluorescent tubes and other waste containing mercury;5583;11.0
2014;EAV-200123-G; Used equipment with chlorofluorocarbons;639;0.9
2014;EAV-200125-U; Edible oils and fats;629;9.7
2014;EAV-200126-G; Oils and fats (without 200125);126;0.5
2014;EAV-200127-G; paints, inks, adhesives and synthetic resins;374;0.8
2014;EAV-200128-U; Paints, printing inks, adhesives, synthetic resins (oh.200127);77;0.3
2014;EAV-200129-G; Detergents containing dangerous substances;83;0.1
2014;EAV-200130-U; Detergents (excluding 200129);39;0.3
2014;EAV-200131-G; Cytotoxic and cytostatic drugs;-;-
2014;EAV-200132-U; Medicines (without 200131);93;5.7
2014;EAV-200133-G; Batteries and accumulators (160601-160603);1176;0.9
2014;EAV-200134-U; Batteries and accumulators (without 200133);270;0.2
2014;EAV-200135-G; Used electrical equipment (oh.200121,200123);3811;18.9
2014;EAV-200136-U; Used electrical devices (without 200121, 200123, 200135); 1506; 10.8
2014;EAV-200137-G; Wood containing dangerous substances;54;0.9
2014;EAV-200138-U; Wood (without 200137);1005;55.1
2014;EAV-200139-U; Plastics;2811;142.2
2014;EAV-200140-U; Metals;4445;607.5
2014;EAV-200141-U; waste from cleaning chimneys;-;-
2014;EAV-200199-U; Other political groups n.e.c.;-;-
2014;EAV-20019900-U; Other fractions n.e.c. not differentiable;64;1,4
2014;EAV-20019901-U; Mixed recyclables without lightweight packaging;16;1.9
2014;EAV-200201-U; Biodegradable waste;4073;269.0
2014;EAV-200202-U; soil and stones;60;9.7
2014;EAV-200203-U; Other non-biodegradable waste;22;1,8
2014;EAV-20030100-U; Mixed municipal waste not differentiable;3078;279.1
2014;EAV-20030101-U; Household waste, commercial waste similar to household waste;3421;252.3
2014;EAV-20030102-U; Industrial waste similar to domestic waste;11051;1026.6
2014;EAV-20030104-U; Waste from the compost bin;469;20.3
2014;EAV-200302-U; Market waste;30;3.8
2014;EAV-200303-U; Street sweepings;482;33.9
2014;EAV-200304-U; fecal sludge;259;45.5
2014;EAV-200306-U; sewer cleaning waste;172;15.9
2014;EAV-200307-U; Bulky waste;1863;50.2
2014;EAV-200399-U; Municipal waste not otherwise specified;116;14.6
2014;EAV-99;Hazardous waste;;
2014;EAV-990000-G; Total hazardous waste;-;-
2014;;Total;19877;67871.3
2018;EAV-01;Wastes from the extraction of mineral resources;;
2018;EAV-010101-U; Waste from mining v. metalliferous mineral resources;6;2,3
2018;EAV-010102-U; Waste from mining v. nonmetallic Mineral resources;3;0.1
2018;EAV-010304-G; Acid-forming tailings a. sul. Ore;-;-
2018;EAV-010305-G; Other processing residues with hazardous substances;-;-
2018;EAV-010306-U; Processing residues (without 010304 and 010305);-;-
2018;EAV-010307-G; waste from processing metal-bearing mineral resources;-;-
2018;EAV-010308-U; Dusty and powdery waste (without 010307);5;0.1
2018;EAV-010309-U; Red mud from alumina production(oh.010310);-;-
2018;EAV-010399-U; processing from metallh. Mineral resources: waste not otherwise specified;-;-
2018;EAV-010407-G; Waste from further processing nonmetallic mineral resources;-;-
2018;EAV-010408-U; Gravel and quarry waste (excluding 010407);10;28.1
2018;EAV-010409-U; sand and clay waste;11;5,8
2018;EAV-010410-U; Dusty and powdery waste (excluding 010407);16;6.1
2018;EAV-010411-U; waste from processing of potash and rock salt (oh.010407);7;10.7
2018;EAV-010412-U; reprocessing including waste (oh.010407,010411);-;-
2018;EAV-010413-U; Waste from stonemasonry and sawing work (without 010407);13;40.8
2018;EAV-010499-U; processing v. nonmetallic Bodensch.: Waste not otherwise specified;4;0.4
2018;EAV-010504-U; Sludges and waste from freshwater wells;4;0.6
2018;EAV-010505-G; Oily drilling muds and wastes;6;0.4
2018;EAV-010506-G; Drilling muds and other drilling waste with hazardous fabrics;-;-
2018;EAV-010507-U; Barite-bearing drillings, waste (oh.010505,010506);-;-
2018;EAV-010508-U; chloride content. Drilling tubing waste (oh.010505,010506);-;-
2018;EAV-010599-U; Drilling muds and other drilling waste: waste not otherwise specified;-;-
2018;EAV-02;Waste from agriculture, forestry, etc.;;
2018;EAV-020101-U; Agricultural, etc.: sludge from washing, cleaning processes; 15; 19.4
2018;EAV-020102-U; Agriculture, etc.: Animal tissue waste;80;159.5
2018;EAV-020103-U; Agriculture, among others: waste from plant tissue; 116; 273.1
2018;EAV-020104-U; Agricultural, etc.: plastic waste (without packaging); 109; 5.3
2018;EAV-020106-U; Animal excrements, liquid manure/manure/manure;63;283.5
2018;EAV-020107-U; Forestry waste;15;2,6
2018;EAV-020108-G; Agricultural chemical waste;41;0.4
2018;EAV-020109-U; waste v. chemistry. f.d. Agriculture(oh.020108);4;0.3
2018;EAV-020110-U; Agriculture, etc.: metal waste;77;5.7
2018;EAV-020199-U; Agriculture and others: waste not otherwise specified;19;3,6
2018;EAV-020201-U; Meat, etc.: sludge from washing and cleaning processes;35;29.3
2018;EAV-020202-U; Meat and others: animal tissue waste;206;488.3
2018;EAV-020203-U; Meat, etc.: For consumption/processing unsuitable substances;249;177.9
2018;EAV-020204-U; Meat and others: sludge (in-house waste water treatment); 1852; 494.8
2018;EAV-020299-U; processing of meat, fish, etc.: waste not otherwise specified;31;57.0
2018;EAV-020301-U; Fruit, etc.: sludge from washing, cleaning proc. et al;59;143.9
2018;EAV-020302-U; Fruit and others: waste from preservatives;-;-
2018;EAV-020303-U; Fruit and others: Waste from extraction with solvents;4;1.0
2018;EAV-020304-U; Fruit, etc.: For consumption/processing unsuitable substances;421;452.0
2018;EAV-020305-U; Fruit and others: sludge (in-house waste water treatment);64;117.4
2018;EAV-020399-U; Processing of fruit, vegetables, etc.: waste not otherwise specified;36;42.2
2018;EAV-020401-U; Sugar production: beet soil;15;1491.8
2018;EAV-020402-U; Sugar manufacture: Not spec. calcium carbonate sludge;-;-
2018;EAV-020403-U; Sugar production: sludge (in-house waste water treatment);-;-
2018;EAV-020499-U; Sugar manufacture: wastes not otherwise specified;8;45.7
2018;EAV-020501-U; Dairy Processing: For Consumption/Processing unapproved tax;92;157.2
2018;EAV-020502-U; Milk processing: sludge (in-house waste water treatment);43;161.4
2018;EAV-020599-U; Dairy processing: waste not otherwise specified;6;20.0
2018;EAV-020601-U; Baked goods, confectionery: for consumption/processing unsuitable St.;344;214.1
2018;EAV-020602-U; Baked goods, confectionery: waste from preservatives;-;-
2018;EAV-020603-U; Baked goods, confectionery: sludge (own waste water treatment);72;29.2
2018;EAV-020699-U; Manufacture of bakery and confectionery: waste not otherwise specified;24;30.9
2018;EAV-020701-U; Beverages: Waste from laundry, cleaning, etc.;26;147.9
2018;EAV-020702-U; Beverages: waste from alcohol distillation;6;300.8
2018;EAV-020703-U; Beverages: waste from chemical treatment;-;-
2018;EAV-020704-U; Beverages: For consumption/processing unsuitable substances;65;412.1
2018;EAV-020705-U; Beverages: sludge (in-house waste water treatment);29;19.7
2018;EAV-020799-U; Manufacture of beverages: wastes not otherwise specified;25;171.2
2018;EAV-03;Waste from wood processing, etc.;;
2018;EAV-030101-U; Wood processing, etc.: bark and cork waste;26;497.8
2018;EAV-030104-G; Sawdust, shavings, cuttings, wood, chipboard;34;5.3
2018;EAV-030105-U; Sawdust, shavings, trimmings, wood, chipboard. (oh.030104);702;2985.1
2018;EAV-030199-U; Wood processing, etc.: waste not otherwise specified;22;3.7
2018;EAV-030201-G; Halogen-free organic wood preservatives;3;0.0
2018;EAV-030202-G; Organochlorine wood preservatives;-;-
2018;EAV-030203-G; Metal-organic wood preservatives;-;-
2018;EAV-030204-G; Inorganic wood preservatives;-;-
2018;EAV-030205-G; Other wood preservatives with dangerous substances;-;-
2018;EAV-030299-U; Wood preservatives not otherwise specified;3;0.0
2018;EAV-030301-U; Paper manufacture e.g.: bark and wood waste;26;192.8
2018;EAV-030302-U; Sulphite sludge (from recovery of cooking liquor);-;-
2018;EAV-030305-U; deinking sludge from paper recycling;12;582.9
2018;EAV-030307-U; Mechanically separated waste (paper waste);79;786.2
2018;EAV-030308-U; Waste from sorting v. Paper for recycling;170;385.0
2018;EAV-030309-U; Lime mud waste;3;1.9
2018;EAV-030310-U; Fiber waste, fiber, filler and coating sludge;122;1627.5
2018;EAV-030311-U; sludge a. Operational waste water treatment (oh.030310);42;150.1
2018;EAV-030399-U; Paper manufacture, etc.: waste not otherwise specified;25;697.6
2018;EAV-04;Waste from the leather, fur and textile industry;;
2018;EAV-040101-U; Flesh scrapings and skin scraps;3;0.0
2018;EAV-040102-U; Limed glueskin;5;18,2
2018;EAV-040103-G; Degreasing waste, solvent-free, non-liquid phase;-;-
2018;EAV-040104-U; Tanning liquor containing chrome;-;-
2018;EAV-040105-U; Chrome-free tanning liquor;-;-
2018;EAV-040106-U; Chrome-bearing sludges;9;19.0
2018;EAV-040107-U; Chrome-free sludges;-;-
2018;EAV-040108-U; Tanned leather waste containing chromium;17;4,2
2018;EAV-040109-U; Dressing and finishing waste;8;0.2
2018;EAV-040199-U; Leather and fur industry: wastes not otherwise specified;7;1,2
2018;EAV-040209-U; Waste from composite materials (elastomer, etc.);69;24.8
2018;EAV-040210-U; Organic substances from natural substances (e.g. fats);9;0.7
2018;EAV-040214-G; waste from the finish with organ. solvent;3;0.0
2018;EAV-040215-U; waste from the finish (without 040214);11;0.8
2018;EAV-040216-G; Dyes and pigments containing hazardous substances;5;0.2
2018;EAV-040217-U; Dyes and pigments (excluding 040216);6;0.3
2018;EAV-040219-G; Textile industry: sludge (own waste water treatment);-;-
2018;EAV-040220-U; sludge from on-site Sewage treatment (oh.040219);19;3.1
2018;EAV-040221-U; Waste from untreated textile fibres;35;4.1
2018;EAV-040222-U; waste from processed textile fibres;224;38.1
2018;EAV-040299-U; Textile industry: waste not otherwise specified;16;0.9
2018;EAV-05;Wastes from petroleum refining, natural gas purification;;
2018;EAV-050102-G; Petroleum refining: desalination sludge;-;-
2018;EAV-050103-G; Petroleum refining: bottom sludge from tanks;35;22.1
2018;EAV-050104-G; Petroleum Refining: Acid Alkyl Slurries;-;-
2018;EAV-050105-G; Petroleum Refining: Spilled Oil;-;-
2018;EAV-050106-G; Petroleum refining: oil holding sludge a.operating process;29;9.6
2018;EAV-050107-G; Petroleum refining: acid tars;-;-
2018;EAV-050108-G; Petroleum Refining: Other Tars;-;-
2018;EAV-050109-G; Petroleum refinery: sludge (on-site waste water treatment);5;2,6
2018;EAV-050110-U; sludge a. company owned Sewage treatment (oh.050109);5;6.7
2018;EAV-050111-G; Petroleum refinery: Waste from fuel purification. with bases;-;-
2018;EAV-050112-G; Petroleum Refining: Acidic Oils;-;-
2018;EAV-050113-U; Petroleum refining: sludges from boiler feed water treatment.;-;-
2018;EAV-050114-U; Petroleum refining: waste from cooling columns;-;-
2018;EAV-050115-G; Petroleum refining: Used filter clays;5;0.6
2018;EAV-050116-U; Petroleum Ref.:Sulphur. waste from oil desulfurization;5;0.2
2018;EAV-050117-U; Petroleum refining: bitumen;7;0.1
2018;EAV-050199-U; Petroleum refining: wastes not otherwise specified;-;-
2018;EAV-050601-G; coal pyrolysis: acid tars;-;-
2018;EAV-050603-G; Coal pyrolysis: Other tars;32;17.5
2018;EAV-050604-U; Coal pyrolysis: waste from cooling columns;-;-
2018;EAV-050699-U; Coal pyrolysis: wastes not otherwise specified;-;-
2018;EAV-050701-G; Natural gas cleaning, transport: mercury h. waste;-;-
2018;EAV-050702-U; Natural gas cleaning, transport:Sulphurous waste;5;0.5
2018;EAV-050799-U; Natural gas cleaning, transport: waste not otherwise specified;-;-
2018;EAV-06;Waste from inorganic chemical processes;;
2018;EAV-060101-G; sulfuric acid and sulphurous acid;177;166.7
2018;EAV-060102-G; hydrochloric acid;50;6.7
2018;EAV-060103-G; hydrofluoric acid;10;0.3
2018;EAV-060104-G; phosphoric acid and phosphorous acid;31;1.5
2018;EAV-060105-G; nitric acid and nitrous acid;32;0.8
2018;EAV-060106-G; Other acids;742;11.8
2018;EAV-060199-U; Acids: waste not otherwise specified;7;0.1
2018;EAV-060201-G; calcium hydroxide; 9; 0.9
2018;EAV-060203-G; ammonium hydroxide;34;6.6
2018;EAV-060204-G; sodium and potassium hydroxide;50;3.7
2018;EAV-060205-G; Other bases; 631; 11.4
2018;EAV-060299-U; Bases: wastes n.e.c.;-;-
2018;EAV-060311-G; Solid salts and solutions containing cyanide;18;0.3
2018;EAV-060313-G; Solid salts and solutions containing heavy metals;97;14.2
2018;EAV-060314-U; Solid salts and solutions (excluding 060311 and 060313);184;115.4
2018;EAV-060315-G; metal oxides containing heavy metals;26;3,1
2018;EAV-060316-U; metal oxides (excluding 060315);47;38.3
2018;EAV-060399-U; Salts, saline solutions, metal oxides: wastes not otherwise specified;7;0.2
2018;EAV-060403-G; Waste containing arsenic;8;0.4
2018;EAV-060404-G; Waste containing mercury;450;1.6
2018;EAV-060405-G; Waste containing other heavy metals;55;43.3
2018;EAV-060499-U; Waste containing metal not otherwise specified;3;0.4
2018;EAV-060502-G; Sludges from on-site wastewater treatment;71;43.6
2018;EAV-060503-U; sludge from on-site Sewage treatment (oh.060502);104;90.8
2018;EAV-060602-G; wastes containing hazardous sulphides;5;2.0
2018;EAV-060603-U; Waste containing sulfide (without 060602);-;-
2018;EAV-060699-U; Sulphur-containing chemicals: wastes not otherwise specified;-;-
2018;EAV-060701-G; Waste containing asbestos from electrolysis;-;-
2018;EAV-060702-G; Activated carbon from chlorine production;-;-
2018;EAV-060703-G; Mercurial barium sulfate sludges;-;-
2018;EAV-060704-G; Solutions and acids, e.g. contact acid;-;-
2018;EAV-060799-U; Halogens: waste not otherwise specified;3;1,8
2018;EAV-060802-G; Hazardous waste containing chlorosilanes;4;10.8
2018;EAV-060899-U; Silicon, silicon compounds: waste not otherwise specified;14;16.5
2018;EAV-060902-U; Phosphorous slag;-;-
2018;EAV-060903-G; Calcium based reaction wastes;-;-
2018;EAV-060904-U; Calcium-based reaction waste (without 060903);-;-
2018;EAV-060999-U; Chemicals containing phosphorus: waste n.e.c.;-;-
2018;EAV-061002-G; Nitrogen chemistry: Waste with hazardous substances;6;0.3
2018;EAV-061099-U; Nitrogenous chemicals: wastes not otherwise specified;4;0.1
2018;EAV-061101-U; Calcium based reaction wastes a. Titanium Dioxide;-;-
2018;EAV-061199-U; Inorganic pigments, colourants: wastes not otherwise specified;4;0.1
2018;EAV-061301-G; Inorganic pesticides, wood preservatives;12;0.1
2018;EAV-061302-G; Used activated carbon (without 060702);103;2.4
2018;EAV-061303-U; carbon black;31;2.8
2018;EAV-061304-G; waste from asbestos processing;-;-
2018;EAV-061305-G; Oven and chimney soot;-;-
2018;EAV-061399-U; Inorganic chemical processes: wastes not otherwise specified;14;0.1
2018;EAV-07;Waste from organic chemical processes;;
2018;EAV-070101-G; Org.Basic chem.: Aqueous washes, mother liquors;234;37.2
2018;EAV-070103-G; Organic basic chemicals: Halogen organic solvents, wash bottle;204;46.7
2018;EAV-070104-G; Organic basic chemicals: solvents, washing liquids;879;146.4
2018;EAV-070107-G; Org.Basic chemicals.: Halogen.Reaction,distillation.residue.;28;44.8
2018;EAV-070108-G; Org. basic chemistry: reaction, distillation residue; 137; 129.7
2018;EAV-070109-G; Organic basic chemicals: Halogen filter cake, absorption material;12;0.4
2018;EAV-070110-G; Org.Grundchemik.: And. Filter cake, absorbent mat.;34;2.3
2018;EAV-070111-G; Organic basic chemicals: sludge (own waste water treatment); 29; 7.0
2018;EAV-070112-U; sludge from on-site Sewage treatment (oh.070111);14;0.7
2018;EAV-070199-U; Bulk organic chemicals: wastes not otherwise specified;23;8,3
2018;EAV-070201-G; Plastics: Aqueous washes, mother liquors;55;30.0
2018;EAV-070203-G; Plastics: Halogen organic solvents, washing liquid.;31;3.0
