year,data_belong_to,eav_code,types_of_waste,etroi_establishments_number,generated_waste_quantity
2014,Germany as a whole,EAV-190812-U, mud a. biol.beh.v.industr.wastewater (oh.190811),62,220.6
2014,Germany as a whole,EAV-190813-G, Shells with danger. Stuff from industrial wastewater,136,131.3
2014,Germany as a whole,EAV-190814-U, Sludge from industrial water purifier (one 190813),313,82.0
2014,Germany as a whole,EAV-190899-U, sewage treatment plants,13,8.1
2014,Germany as a whole,EAV-190901-U, Solid waste from primary filtration and screen residues,38,13.9
2014,Germany as a whole,EAV-190902-U, slime from the water clarification,147,139.2
2014,Germany as a whole,EAV-190903-U, Sludge from the decarbonization,39,79.9
2014,Germany as a whole,EAV-190904-U, Used activated carbon,56,2.9
2014,Germany as a whole,EAV-190905-U, Gelled or used ion exchange resins,103,1.5
2014,Germany as a whole,EAV-190906-U, Solutions and sludges from regeneration v. ion exchange,4,0.7
2014,Germany as a whole,EAV-190999-U, Industrial water: waste nec,,
2014,Germany as a whole,EAV-191001-U, Iron and steel waste,52,19.0
2014,Germany as a whole,EAV-191002-U, non-ferrous metal waste,22,2.4
2014,Germany as a whole,EAV-191003-G, Shredderlight fractions and dust,,
2014,Germany as a whole,EAV-191004-U,Shredderlight fractions and dust (one 191003),4,0.1
2014,Germany as a whole,EAV-191005-G, Other facts the danger. Ingredients,,
2014,Germany as a whole,EAV-191006-U, Other Fractions (oh 191005),3,18.7
2014,Germany as a whole,EAV-191101-G, Tool preparation: Used Filtertone,10,2.5
2014,Germany as a whole,EAV-191102-G, Alcohol Preparation: Acidity,,
2014,Germany as a whole,EAV-191103-G, Oil Treatment: Wet Liquid Wastes,3,0.1
2014,Germany as a whole,EAV-191104-G, Waste oil processing: Abf.ad fuel cleaning with bases,,
2014,Germany as a whole,EAV-191105-G, Waste oil processing: sludge (in-house waste water treatment),9,0.4
2014,Germany as a whole,EAV-191106-U, sludge from operational Waste water treatment (oh.191105),8,1.2
2014,Germany as a whole,EAV-191107-G, High purity cleaning: Waste from exhaust gas cleaning,,
2014,Germany as a whole,EAV-19119900-U, fall out,,
2014,Germany as a whole,EAV-19119950-U, Base oil (extract material for lubricant) (SK),4,0.0
2014,Germany as a whole,EAV-19119951-U, Lubricant (SS),4,0.0
2014,Germany as a whole,EAV-19119952-U, Middle distillate component,,
2014,Germany as a whole,EAV-19119953-U, Heat oil light (including diesel) (HL),,
2014,Germany as a whole,EAV-19119954-U, Heavy Oil Component,,
2014,Germany as a whole,EAV-19119955-U,Heavy oil (HS),,
2014,Germany as a whole,EAV-19120100-U, Mech. Abscess treatment: Paper Paper not diff.,167,66.6
2014,Germany as a whole,EAV-19120101-U, Mech.Avoid treatment: Lower Sort (Group I),24,17.5
2014,Germany as a whole,EAV-19120102-U, Mech.Affall treatment: medium varieties (group II),20,8.6
2014,Germany as a whole,EAV-19120103-U, Mech.Affect Treatment: Better Varieties (Group III),11,2.8
2014,Germany as a whole,EAV-19120104-U, Mech.Accident treatment: Strong varieties (Gr.IV),4,1.6
2014,Germany as a whole,EAV-19120105-U, Mech.Avulsion Treatment: Special Sort (Group V),7,0.2
2014,Germany as a whole,EAV-191202-U, Mech.waste treatment:Isonmetal,215,90.4
2014,Germany as a whole,EAV-191203-U, Mech. Fall treatment: Non-iron metals,97,9.0
2014,Germany as a whole,EAV-191204-U, Mech.Absorption treatment: Plastic and Gum,232,62.9
2014,Germany as a whole,EAV-19120500-U, Mech. Fall treatment: Glass not differentiable,24,0.8
2014,Germany as a whole,EAV-19120501-U, Mechanical case treatment: white glass,25,5.4
2014,Germany as a whole,EAV-19120502-U, Mech. Fall Treatment: Brown Glass,13,2.2
2014,Germany as a whole,EAV-19120503-U, Mechanical waste handling: green glass,13,1.4
2014,Germany as a whole,EAV-19120504-U, Mech. Fall Treatment: Broken Glass,8,0.7
2014,Germany as a whole,EAV-19120505-U,Mech.Fall treatment: Mixed glass,24,6.8
2014,Germany as a whole,EAV-191206-G, Mech.falltreatment: Wood with dangerous. fabrics,9,3.4
2014,Germany as a whole,EAV-191207-U, wood (without 191206),59,5.9
2014,Germany as a whole,EAV-191208-U, Mech.Fall treatment:Textile,12,2.4
2014,Germany as a whole,EAV-19120900-U, Mech.Downfall treatment: Mineral (Sand Stone),45,30.8
2014,Germany as a whole,EAV-19120901-U, Devices for use in the streets. Road construction,,
2014,Germany as a whole,EAV-19120902-U, Products for use in other earthworks,3,0.2
2014,Germany as a whole,EAV-19120903-U, Products for use in concrete mixing plants,,
2014,Germany as a whole,EAV-19120904-U, Products for use in asphalt mixing plants,,
2014,Germany as a whole,EAV-19120905-U, products for other uses,,
2014,Germany as a whole,EAV-19120906-U, Hot mix for road and sidewalk construction,,
2014,Germany as a whole,EAV-191210-U, Burnable debris,24,22.1
2014,Germany as a whole,EAV-191211-G, Other waste (including material mixtures),17,1.1
2014,Germany as a whole,EAV-191212-U, Other waste (oh 191211),125,138.9
2014,Germany as a whole,EAV-191301-G, Feast wastes from soil remediation,3,0.0
2014,Germany as a whole,EAV-191302-U, Celebrations from soil remediation (oh.191301),,
2014,Germany as a whole,EAV-191303-G, Sludge from the remediation of soil,,
2014,Germany as a whole,EAV-191304-U, Sludge from the cleaning of soil (oh.191303),,
2014,Germany as a whole,EAV-191305-G, Sludge from the remediation of groundwater,7,0.1
2014,Germany as a whole,EAV-191306-U, Sludge from groundwater remediation (oh.191305),4,2.2
2014,Germany as a whole,EAV-191307-G, Aqueous waste and concentrates from groundwater remediation.,,
2014,Germany as a whole,EAV-191308-U, Aqueous waste and conc. a.Ground water san. (oh.191307),,
2014,Germany as a whole,EAV-20,Municipal waste (household waste and similar waste),,
2014,Germany as a whole,EAV-200101-U, paper and paper,9373,1332.1
2014,Germany as a whole,EAV-200102-U, glasses,1179,124.8
2014,Germany as a whole,EAV-200108-U, Biologically Aerated Kitchens and Canteens,3419,215.6
2014,Germany as a whole,EAV-200110-U, clothing,26,0.5
2014,Germany as a whole,EAV-200111-U, textiles,70,3.0
2014,Germany as a whole,EAV-200113-G, Solvent,293,0.7
2014,Germany as a whole,EAV-200114-G, acid,215,0.4
2014,Germany as a whole,EAV-200115-G, Lye,197,1.2
2014,Germany as a whole,EAV-200117-G, photochemicals,58,0.5
2014,Germany as a whole,EAV-200119-G, pesticides,41,0.0
2014,Germany as a whole,EAV-200121-G, Fluorescent tubes and quicksilver-containing droplets,5583,11.0
2014,Germany as a whole,EAV-200123-G,Used equipment with fluorochloric water materials,639,0.9
2014,Germany as a whole,EAV-200125-U, edible oils and fats,629,9.7
2014,Germany as a whole,EAV-200126-G, Oil and fats (without 200125),126,0.5
2014,Germany as a whole,EAV-200127-G, Colour print adhesives and fine-grained,374,0.8
2014,Germany as a whole,EAV-200128-U, Colors printing inks adhesives synthetic resins (oh.200127),77,0.3
2014,Germany as a whole,EAV-200129-G, Cleaning agents that contain hazardous substances,83,0.1
2014,Germany as a whole,EAV-200130-U, Detergents (without 200129),39,0.3
2014,Germany as a whole,EAV-200131-G, Cytotoxic and cytostatic drugs,,
2014,Germany as a whole,EAV-200132-U, Medicines (OH 200131),93,5.7
2014,Germany as a whole,EAV-200133-G, Batteries and Accumulators (160601-160603),1176,0.9
2014,Germany as a whole,EAV-200134-U, Batteries and Accumulators (without 200133),270,0.2
2014,Germany as a whole,EAV-200135-G, Used electrical appliances (oh.200121200123),3811,18.9
2014,Germany as a whole,EAV-200136-U, Used electrical equipment (oh.200121200123200135),1506,10.8
2014,Germany as a whole,EAV-200137-G, Wood which contains dangerous substances,54,0.9
2014,Germany as a whole,EAV-200138-U, Wood (Without 200137),1005,55.1
2014,Germany as a whole,EAV-200139-U, plastic,2811,142.2
2014,Germany as a whole,EAV-200140-U, metals,4445,607.5
2014,Germany as a whole,EAV-200141-U, Waste from the cleaning of hornstones,,
2014,Germany as a whole,EAV-200199-U, Other fractions,,
2014,Germany as a whole,EAV-20019900-U, Other fractions and not differentiable,64,1.4
2014,Germany as a whole,EAV-20019901-U, Mixed commodities without light packaging,16,1.9
2014,Germany as a whole,EAV-200201-U, biologically degradable wastes,4073,269.0
2014,Germany as a whole,EAV-200202-U, Boden and Stone,60,9.7
2014,Germany as a whole,EAV-200203-U, Other non-biologically abductable wastes,22,1.8
2014,Germany as a whole,EAV-20030100-U, Mixed municipal waste cannot be differentiated,3078,279.1
2014,Germany as a whole,EAV-20030101-U, household waste,3421,252.3
2014,Germany as a whole,EAV-20030102-U, household business activities,11051,1026.6
2014,Germany as a whole,EAV-20030104-U, Fall from the Biobin,469,20.3
2014,Germany as a whole,EAV-200302-U, market waste,30,3.8
2014,Germany as a whole,EAV-200303-U, street court,482,33.9
2014,Germany as a whole,EAV-200304-U, fecal sludge,259,45.5
2014,Germany as a whole,EAV-200306-U, Waste from sewer cleaning,172,15.9
2014,Germany as a whole,EAV-200307-U, bulky waste,1863,50.2
2014,Germany as a whole,EAV-200399-U, municipal waste,116,14.6
2014,Germany as a whole,EAV-99,dangerous accidents,,
2014,Germany as a whole,EAV-990000-G, Totally dangerous accidents,,
2018,Germany as a whole,EAV-01,Falls from the extraction of land values,,
2018,Germany as a whole,EAV-010101-U, Cases from dismantling v. metal-rich soil resources,6,2.3
2018,Germany as a whole,EAV-010102-U, Cases from dismantling v. non-metal Floor shows,3,0.1
2018,Germany as a whole,EAV-010304-G, Acid forming treatment residues a. sul. ore,,
2018,Germany as a whole,EAV-010305-G, Other treatment residues with hazardous substances,,
2018,Germany as a whole,EAV-010306-U, Treatment residues (other than 010304 and 010305),,
2018,Germany as a whole,EAV-010307-G, Cases from processing metallized earthenware,,
2018,Germany as a whole,EAV-010308-U, Dusty and powdery waste (oh 010307),5,0.1
2018,Germany as a whole,EAV-010309-U, Red Mud from Aluminum Oxide Manufacturing(oh.010310),,
2018,Germany as a whole,EAV-010399-U, Verrab. of metals. Appreciation,,
2018,Germany as a whole,EAV-010407-G,Waste for further processing non-metal Ground visors,,
2018,Germany as a whole,EAV-010408-U, Falls of gravel and rock quarry (OH 010407),10,28.1
2018,Germany as a whole,EAV-010409-U, Fall of Sand and Clay,11,5.8
2018,Germany as a whole,EAV-010410-U, Dusty and powdery waste (oh 010407),16,6.1
2018,Germany as a whole,EAV-010411-U, Cases from processing v.potash and rock salt (oh.010407),7,10.7
2018,Germany as a whole,EAV-010412-U, Processing return including waste (oh.010407010411),,
2018,Germany as a whole,EAV-010413-U, Waste from stonemasonry and sawmill work (OH 010407),13,40.8
2018,Germany as a whole,EAV-010499-U, Verrab. v. non-metal Floor protection: Falling angle,4,0.4
2018,Germany as a whole,EAV-010504-U, Shells and falls from fresh water boreholes,4,0.6
2018,Germany as a whole,EAV-010505-G, Oil-containing boreholes and wells,6,0.4
2018,Germany as a whole,EAV-010506-G, Drill holes or drill holes with danger. substances,,
2018,Germany as a whole,EAV-010507-U, Barite-containing drilling cuttings and waste (oh.010505010506),,
2018,Germany as a whole,EAV-010508-U, Chloride content. Drilling cuttings waste (oh.010505010506),,
2018,Germany as a whole,EAV-010599-U, Drilling mud and other boreholes:,,
2018,Germany as a whole,EAV-02,Crops from agriculture forestry etc.,,
2018,Germany as a whole,EAV-020101-U, Agrarsch.ua: sludge from washing cleaning process.,15,19.4
2018,Germany as a whole,EAV-020102-U, Agrarsch.ua: Falls from animal tissue,80,159.5
2018,Germany as a whole,EAV-020103-U, Landwirtschaftsch.ua: Absences from vegetal tissue,116,273.1
2018,Germany as a whole,EAV-020104-U, Agriculture etc.: plastic waste (without packaging),109,5.3
2018,Germany as a whole,EAV-020106-U, Animal excrement liquid manure/slurry manure,63,283.5
2018,Germany as a whole,EAV-020107-U, Fall from the forestry,15,2.6
2018,Germany as a whole,EAV-020108-G, Uses of chemicals for agriculture,41,0.4
2018,Germany as a whole,EAV-020109-U, waste v. chemistry. for agriculture(oh.020108),4,0.3
2018,Germany as a whole,EAV-020110-U, Agriculture et al.: metallab fields,77,5.7
2018,Germany as a whole,EAV-020199-U, Agriculture among others: Farmland,19,3.6
2018,Germany as a whole,EAV-020201-U, Meat etc.: sludge from washing and cleaning processes,35,29.3
2018,Germany as a whole,EAV-020202-U, Flesh et al.: Abscesses from fatty tissue,206,488.3
2018,Germany as a whole,EAV-020203-U, Meat and others: For consumption/processing. unsuitable substances,249,177.9
2018,Germany as a whole,EAV-020204-U, Meat etc.: sludge (own waste water treatment),1852,494.8
2018,Germany as a whole,EAV-020299-U, marriage of meat fish etc.: Waste nec,31,57.0
2018,Germany as a whole,EAV-020301-U, Fruit among others: scum from washing cleaning process. etc,59,143.9
2018,Germany as a whole,EAV-020302-U, Fruit and others: Cases of preservation substances,,
2018,Germany as a whole,EAV-020303-U, Fruit ao: Fallen from Extraction with Solvents,4,1.0
2018,Germany as a whole,EAV-020304-U, Fruit and others: For food/vegetable. eaten stuff,421,452.0
2018,Germany as a whole,EAV-020305-U, Fruit etc.: sludge (in-house waste water treatment),64,117.4
2018,Germany as a whole,EAV-020399-U, Processing of fruits vegetables etc.,36,42.2
2018,Germany as a whole,EAV-020401-U, Sugar production: beetroot,15,1491.8
2018,Germany as a whole,EAV-020402-U, Sugar manufacture: Not spec. calcium carbonate sludge,,
2018,Germany as a whole,EAV-020403-U, Sugar production: sludge (own waste water treatment),,
2018,Germany as a whole,EAV-020499-U, Sugar production: Waste nec,8,45.7
2018,Germany as a whole,EAV-020501-U, Milk processing: For processing/processing. unsuitable tax,92,157.2
2018,Germany as a whole,EAV-020502-U, Milk processing: sludge (in-house waste water treatment),43,161.4
2018,Germany as a whole,EAV-020599-U, Milk processing: waste angle,6,20.0
2018,Germany as a whole,EAV-020601-U,Bakery Sweetware: For vegetables/vegetables. unsuitable. St.,344,214.1
2018,Germany as a whole,EAV-020602-U, BakerySweetware: Cases of preservation substances,,
2018,Germany as a whole,EAV-020603-U, Bakery sweetware: shambles (own waste water treatment),72,29.2
2018,Germany as a whole,EAV-020699-U, Manufacturing of Bake- and Sweetware: Waste nec,24,30.9
2018,Germany as a whole,EAV-020701-U, Drinks: Drops from the washer cleaning and,26,147.9
2018,Germany as a whole,EAV-020702-U, Drinks: Drops from the alcohol distillation,6,300.8
2018,Germany as a whole,EAV-020703-U, Beverages: Waste from the chemical treatment,,
2018,Germany as a whole,EAV-020704-U, Drinks: For vegetables/vegetables. uneaten stuff,65,412.1
2018,Germany as a whole,EAV-020705-U, Drinks: muds,29,19.7
2018,Germany as a whole,EAV-020799-U, Manufacturing of beverages: waste nec,25,171.2
2018,Germany as a whole,EAV-03,Waste from woodworking etc,,
2018,Germany as a whole,EAV-030101-U, Woodworking ao: bark and cork case,26,497.8
2018,Germany as a whole,EAV-030104-G, Sawdust shavings cuttings wood chipboard,34,5.3
2018,Germany as a whole,EAV-030105-U, Sawdust shavings trimmings wood chipboard. (oh.030104),702,2985.1
2018,Germany as a whole,EAV-030199-U,Wood processing and others: Fall off angle,22,3.7
2018,Germany as a whole,EAV-030201-G, Halogen-free organic wood protection products,3,0.0
2018,Germany as a whole,EAV-030202-G, Chloroorganic wood protection substances,,
2018,Germany as a whole,EAV-030203-G, metal-organic wood protection materials,,
2018,Germany as a whole,EAV-030204-G, Inorganic wood protection materials,,
2018,Germany as a whole,EAV-030205-G, Other wood protection products containing hazardous substances,,
2018,Germany as a whole,EAV-030299-U, wood protection materials,3,0.0
2018,Germany as a whole,EAV-030301-U, Paper production among other things: bark and wood sawmills,26,192.8
2018,Germany as a whole,EAV-030302-U, Sulphite lamb (from recovery of coal gas),,
2018,Germany as a whole,EAV-030305-U, Deinking slasses from paper recycling,12,582.9
2018,Germany as a whole,EAV-030307-U, Mechanically separated paper cuts,79,786.2
2018,Germany as a whole,EAV-030308-U, Errors from Sorting v. Paper for recycling,170,385.0
2018,Germany as a whole,EAV-030309-U, Limestone Falls,3,1.9
2018,Germany as a whole,EAV-030310-U, Fiberballs fiber filler and overlay mud,122,1627.5
2018,Germany as a whole,EAV-030311-U, mud a. plant.wastewater treatment(oh.030310),42,150.1
2018,Germany as a whole,EAV-030399-U,Paper production among other things: waste etc,25,697.6
2018,Germany as a whole,EAV-04,Scraps from the Leather Fur and Textile Industry,,
2018,Germany as a whole,EAV-040101-U, Flesh shavings and hot spots,3,0.0
2018,Germany as a whole,EAV-040102-U, Cremated glued leather,5,18.2
