Year,EAV Code,Waste Description,Number Of Waste Producers,Quantities Of Waste (1000t),Quantities Of Waste Generated By Primary Producers (1000t)
2014,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",12.0,0.5,0.5
2014,EAV-070110-G,"Org.Grundchemik.: And. filter cake, absorbent mat.",41.0,2.9,2.8
2014,EAV-070111-G,Org. basic chemistry: sludge (company waste water tank),44.0,10.9,10.4
2014,EAV-070201-G,"Plastics: Aqueous washes, mother liquors",74.0,32.3,32.0
2014,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",35.0,2.3,2.3
2014,EAV-070204-G,"Plastics: organic. Solvents, washing liquids",153.0,39.5,39.0
2014,EAV-070207-G,Plastics: Halog. Reaction and distillation residues,43.0,6.5,6.5
2014,EAV-070208-G,Plastics: reaction and distillation residues,380.0,76.3,71.6
2014,EAV-070209-G,"Plastics: Halog. Filter cake, absorbent mat.",8.0,0.2,0.2
2014,EAV-070210-G,"Plastics: And. filter cakes, absorbent materials",38.0,4.1,4.0
2014,EAV-070211-G,Plastics: sludge (company wastewater tank),15.0,1.5,1.2
2014,EAV-070214-G,Plastics: Waste from additives with dangerous St.,44.0,4.3,3.9
2014,EAV-070216-G,Plastics: Danger. Waste containing silicone,6.0,0.7,0.7
2014,EAV-070301-G,"Organic dyes: Aqueous wash bottles, mother liquors",31.0,5.9,5.3
2014,EAV-070303-G,"Organic dyes: Halogenorg. solvent, washbottle",22.0,2.0,0.8
2014,EAV-070304-G,"Organic dyes: solvents, washing liquids",219.0,36.5,31.7
2014,EAV-070307-G,"Organic dyes: Halog. Reaction, distillation residue",7.0,0.7,0.7
2014,EAV-070308-G,Organic dyes: reaction and distillation residues,29.0,4.5,4.1
2014,EAV-070309-G,"Organic dyes: halogen. filter cake, absorbent mat.",4.0,0.2,0.2
2014,EAV-070310-G,"Organic dyes: Other filter cakes, absorption mat.",9.0,0.7,0.7
2014,EAV-070311-G,Org. dyes: sludge (in-house waste water tank),4.0,0.1,0.1
2014,EAV-070401-G,"Plant protection products: Aqueous wash liquor, mother liquor.",19.0,32.1,32.1
2014,EAV-070403-G,"Plant protection with: halogen organic solvents, washing fl.",16.0,90.8,88.5
2014,EAV-070404-G,"Pesticides: Organ. Solvents, detergents",16.0,30.0,29.7
2014,EAV-070407-G,Plant protection with: halogen reaction and distillation residue,11.0,34.6,34.6
2014,EAV-070408-G,"Plant protection products: reaction, distillation residue.",7.0,7.6,7.6
2014,EAV-070409-G,"Pesticides: halogen filter cake, absorbent mat",5.0,0.3,0.3
2014,EAV-070410-G,"Pesticides: filter cake, absorbent mat.",8.0,0.7,0.6
2014,EAV-070411-G,Plant protection: sludge (company wastewater tank),,,
2014,EAV-070413-G,Pesticides: solid waste with dangerous goods,12.0,0.2,0.2
2014,EAV-070501-G,"Pharmaceuticals: Aqueous detergents, mother liquors",44.0,70.0,69.6
2014,EAV-070503-G,"Pharmaceuticals: halogen organic solvents, washing fl.",50.0,14.4,14.0
2014,EAV-070504-G,"Pharmaceuticals: organ. Solvents, washing liquids.",88.0,68.4,68.2
2014,EAV-070507-G,"Pharmaceuticals: halogen.reaction, distill.residue",11.0,2.3,2.3
2014,EAV-070508-G,Pharmaceuticals: reaction and distillation residues,52.0,4.4,4.2
2014,EAV-070509-G,"Pharmaceuticals: Halogen filter cake, absorbent mat.",11.0,0.2,0.2
2014,EAV-070510-G,"Pharmaceuticals: filter cake, absorbent materials",18.0,2.3,2.2
2014,EAV-070511-G,Pharmaceuticals: sludge (in-house waste water treatment),5.0,0.6,0.6
2014,EAV-070513-G,Pharmaceuticals: Solid waste with hazardous fabrics,40.0,1.4,1.4
2014,EAV-070601-G,"Fats, soaps: Aqueous washing bottles, mother liquors",109.0,31.7,30.2
2014,EAV-070603-G,"Fats, soaps: halogen organic solvents, washing fl.",23.0,0.6,0.4
2014,EAV-070604-G,"Fats, soaps: organ. Solvents, washing liquids.",81.0,7.3,6.8
2014,EAV-070607-G,"Fats, soaps: halogen reaction and distillation residue.",4.0,0.2,0.1
2014,EAV-070608-G,"Fats, soaps: reaction, distillation residues",138.0,42.4,40.0
2014,EAV-070609-G,"Fats, soaps: halogen filter cake, absorbent mat.",,,
2014,EAV-070610-G,"Fats, soaps: filter cakes, absorbent materials",20.0,2.0,1.9
2014,EAV-070611-G,"Fats, soaps: sludge (in-house waste water treatment)",6.0,1.4,1.4
2014,EAV-070701-G,"Fine Chemicals: Aqueous washes, mother liquors",152.0,82.3,70.7
2014,EAV-070703-G,"Fine chemicals: halogen organic solvents, washing fl.",105.0,26.0,24.6
2014,EAV-070704-G,"Fine chemicals: organ. Solvents, washing liquids.",172.0,53.6,50.0
2014,EAV-070707-G,"Fine Chemicals: Halogen.Reaction, Distill.resid.",33.0,7.3,7.0
2014,EAV-070708-G,Fine chemicals: reaction and distillation residues.,81.0,38.1,37.0
2014,EAV-070709-G,"Fine chemicals: halogen filter cake, absorbent mat.",21.0,0.6,0.5
2014,EAV-070710-G,"Fine chemicals: filter cakes, absorbent materials",46.0,2.9,2.7
2014,EAV-070711-G,Fine chemicals: sludge (own waste water treatment),21.0,1.5,1.4
2014,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",1371.0,200.9,169.4
2014,EAV-080111-G,Paint and varnish waste with hazardous substances,698.0,70.1,54.9
2014,EAV-080113-G,Paint and varnish sludge with dangerous substances,376.0,38.9,31.7
2014,EAV-080115-G,"Paints, varnishes: Aqueous sludge with hazardous St.",152.0,18.2,16.2
2014,EAV-080117-G,Waste from paint or varnish removal,163.0,24.5,22.7
2014,EAV-080119-G,Aqueous suspensions containing paints or varnishes,51.0,12.2,11.8
2014,EAV-080121-G,Paint or varnish remover waste,11.0,0.3,0.3
2014,EAV-080312-G,Waste printing ink containing hazardous substances,115.0,6.3,5.3
2014,EAV-080314-G,Printing ink sludge containing dangerous substances,49.0,4.4,4.3
2014,EAV-080316-G,Waste from etching solutions,,,
2014,EAV-080317-G,Waste toner containing hazardous substances,,,
2014,EAV-080319-G,Dispersion beer,25.0,0.6,0.3
2014,EAV-080409-G,Adhesive and sealant waste with hazardous St.,288.0,23.3,20.1
2014,EAV-080411-G,Adhesive and sealant containing slurries,10.0,0.4,0.3
2014,EAV-080413-G,"Adhesives, sealants: Aqueous sludges with dangerous substances.",12.0,0.4,0.4
2014,EAV-080415-G,"Adhesive, sealant: Aqueous liquid waste with hazardous st",11.0,0.5,0.5
2014,EAV-080417-G,"Adhesives, sealants: resin oils",,,
2014,EAV-080501-G,isocyanate waste,45.0,0.8,0.5
2014,EAV-09,Waste from the photographic industry,195.0,20.9,17.3
2014,EAV-090101-G,Water-based developer and activator solutions,110.0,5.3,4.7
2014,EAV-090102-G,Offset Printing Plate Developer Solutions,95.0,8.6,7.3
2014,EAV-090103-G,Solvent-based developer solutions,11.0,0.0,0.0
2014,EAV-090104-G,fixing baths,92.0,4.2,3.4
2014,EAV-090105-G,bleach solutions and bleach-fix baths,34.0,2.1,2.0
2014,EAV-090106-G,Waste containing silver from containers photographer. waste,,,
2014,EAV-090111-G,Disposable cameras with batteries (160601-160603),,,
2014,EAV-090113-G,Waste from silver recovery (excluding 090106),,,
2014,EAV-10,Waste from thermal processes,711.0,808.1,761.9
2014,EAV-100104-G,Filter dust and boiler dust from oil firing,25.0,3.1,3.0
2014,EAV-100109-G,sulfuric acid,,,
2014,EAV-100113-G,Filter dust from emulsified hydrocarbons,,,
2014,EAV-100114-G,"Rust and boiler ash, slag, boiler dust",41.0,41.9,41.7
2014,EAV-100116-G,Filter dust from co-incineration of waste,29.0,19.3,18.7
2014,EAV-100118-G,Waste from exhaust gas treatment with hazardous St.,123.0,25.6,25.6
2014,EAV-100120-G,"Power plants, among others: sludge (company wastewater tank)",5.0,1.5,1.5
2014,EAV-100122-G,Power plants etc.:Aqueous sludge a. Boiler cleaning.,5.0,1.3,1.3
2014,EAV-100207-G,"Iron, steel ind.: Solid waste from flue gas treatment.",66.0,222.9,222.2
2014,EAV-100211-G,"Iron, steel cylinder: oil content. Drain from cooling water tank.",,,
2014,EAV-100213-G,"Iron, steel ind.: sludge, filter c. from exhaust gas tank",12.0,97.6,95.3
2014,EAV-100304-G,Aluminum metallurgy: slags from initial melting,3.0,2.3,2.3
2014,EAV-100308-G,Aluminum metallurgy: salt slag a.Zzweischmel.,14.0,234.4,208.9
2014,EAV-100309-G,Aluminum metallurgy: Black scabs a.Zweitsch.,,,
2014,EAV-100315-G,Aluminum Metallurgy: Scum (Flammable),54.0,30.1,26.8
2014,EAV-100317-G,Aluminum Metallurgy:Tarh. From anode manuf.,5.0,0.9,0.6
2014,EAV-100319-G,Aluminum metallurgy: filter dust with hazardous St.,15.0,0.9,0.9
2014,EAV-100321-G,Aluminum Metallurgy: Other particles and dust,10.0,2.3,2.3
2014,EAV-100323-G,Aluminum metallurgy: Solid waste a. flue gas treatment,28.0,16.2,15.0
2014,EAV-100325-G,"Aluminum metallurgy: sludges, filters, etc. exhaust gas tanks.",3.0,0.3,0.3
2014,EAV-100327-G,Aluminum Metallurgy: Oil H.Abf. from cooling water tank.,3.0,0.2,0.2
2014,EAV-100329-G,Aluminum Metallurgy: Abf.a. tank v.salt slag,,,
2014,EAV-100401-G,Lead metallurgy: slags (primary and secondary smelting),8.0,25.2,25.2
2014,EAV-100402-G,"Lead Metal.: Scabies,Scum (First,Second.)",54.0,8.2,8.1
2014,EAV-100403-G,Bleimetallurgie: Calciumarsenat,,,
2014,EAV-100404-G,Lead metallurgy: filter dust,3.0,0.1,0.1
2014,EAV-100405-G,Lead Metallurgy: Other Particles and Dust,11.0,8.6,4.2
2014,EAV-100406-G,Lead metallurgy: Solid waste from flue gas treatment,,,
2014,EAV-100407-G,"Lead Metallurgy: Slurries, Filterk. from exhaust gas tank",,,
2014,EAV-100409-G,Lead Metallurgy: Oilh. Waste from cooling water tank.,,,
2014,EAV-100503-G,Zinc metallurgy: filter dust,8.0,0.4,0.4
2014,EAV-100505-G,Zinc Metallurgy: Solid waste from waste gas treatment,6.0,0.3,0.3
2014,EAV-100506-G,"Zinc Metallurgy: Slurries, Filterk. from exhaust gas tank.",,,
2014,EAV-100508-G,Zinc metallurgy: Ölh. Waste from cooling water tank.,,,
2014,EAV-100510-G,"Zinc metallurgy: dross, scum (flammable)",,,
2014,EAV-100603-G,Copper metallurgy: filter dust,9.0,1.7,1.6
2014,EAV-100606-G,Copper Metallurgy: Solid Waste a.Flue Gas Treatment,3.0,2.4,2.4
2014,EAV-100607-G,"Copper metallurgy: slurries, filter c. a.Exhaust tank",,,
2014,EAV-100609-G,Copper Metallurgy: Oil H.Abf. from cooling water tank,,,
2014,EAV-100707-G,"Silver metal, among other things: oil-containing waste from cooling water tanks.",,,
2014,EAV-100808-G,"Non-ferrous metals: salt slag (first, second smelting)",,,
2014,EAV-100810-G,"Non-ferrous metallurgy: dross, scum (flammable)",8.0,0.6,0.6
2014,EAV-100812-G,Non-ferrous metal: tar. Waste from anode manufacturing,,,
2014,EAV-100815-G,Non-ferrous metallurgy: filter dust with hazardous level,40.0,5.7,5.6
2014,EAV-100817-G,"Non-ferrous metallurgy: sludges, filters, etc., exhaust gas tanks.",3.0,0.1,0.1
2014,EAV-100819-G,Nonferrous Metallurgy: Oil H.Abf. from cooling water tank.,,,
2014,EAV-100905-G,"Iron, steel: casting molds and sand before casting",,,
2014,EAV-100907-G,"Iron, steel: casting molds and sands after casting",12.0,2.7,2.7
2014,EAV-100909-G,"Iron, steel: filter dust containing dangerous substances",42.0,7.1,7.0
2014,EAV-100911-G,"Iron, steel: Other particles with dangerous substances",4.0,0.7,0.5
2014,EAV-100913-G,"Iron, steel: Abf. v. Binders with dangerous St.",,,
2014,EAV-100915-G,"Iron, steel: Removal of crack-indicating substances",,,
2014,EAV-101005-G,"Non-ferrous metals: casting moulds, casting sands before casting",,,
2014,EAV-101007-G,"Non-ferrous metals: casting moulds, casting sands after casting",8.0,3.6,3.6
2014,EAV-101009-G,Non-ferrous metals: filter dust with hazardous substances,16.0,2.8,1.0
2014,EAV-101011-G,Non-ferrous metal: And. Particles with dangerous substances,,,
2014,EAV-101013-G,Non-ferrous metal:Abf.v. Binding agents with hazardous St.,,,
2014,EAV-101015-G,Non-ferrous metals: waste from crack-indicating subst.,,,
2014,EAV-101109-G,Mixture waste with hazardous materials v. i.e. Melt,9.0,0.6,0.6
2014,EAV-101111-G,Glass waste in small particles and glass dust,22.0,13.3,11.3
2014,EAV-101113-G,Glass polishing and glass grinding slurries,27.0,0.9,0.9
2014,EAV-101115-G,Glass production: Solid waste from waste gas treatment,35.0,3.0,2.6
2014,EAV-101117-G,"Glass production: sludges, filters. from exhaust gas tank",,,
2014,EAV-101119-G,Glass manuf.: Solid waste a. own waste water tank,10.0,0.7,0.5
2014,EAV-101209-G,Ceramic products: Solid waste a. Exhaust gas treatment,17.0,5.9,3.7
2014,EAV-101211-G,Ceramic products: Glaze waste with heavy metals,5.0,0.1,0.1
2014,EAV-101309-G,Asbestos-containing waste a. Manufacture. v. asbestos cement,,,
2014,EAV-101312-G,Cement among others: Solid waste from exhaust gas treatment,9.0,6.9,6.9
2014,EAV-101401-G,Crematoriums:Mercury h. Waste from gas cleaning,68.0,0.6,0.5
2014,EAV-11,Waste from chemical surface treatment,2119.0,612.2,579.8
2014,EAV-110105-G,Surface treatment: Acid pickling solutions,526.0,85.7,79.8
2014,EAV-110106-G,Surface treatment: Acids n.e.c.,144.0,13.4,12.3
2014,EAV-110107-G,Surface treatment: Alkaline pickling solutions,435.0,79.4,75.0
2014,EAV-110108-G,Surface treatment: phosphating sludge,210.0,11.3,10.2
2014,EAV-110109-G,"Surface treatment: sludge, filter cake with gef.St.",948.0,107.7,99.6
2014,EAV-110111-G,Surface treatment: Aqueous flushing liquid. m.f.st.,712.0,91.5,82.8
2014,EAV-110113-G,Surface treatment: Waste from degreasing with,158.0,13.0,12.2
2014,EAV-110115-G,"Surface treatment: eluate, sludge a. membrane system",3.0,0.5,0.5
2014,EAV-110116-G,Surface treatment: ion exchange resins,16.0,0.1,0.1
2014,EAV-110198-G,Surface treatment: Other waste with hazardous St.,219.0,18.9,16.8
2014,EAV-110202-G,Sludge from zinc hydrometallurgy,8.0,157.2,157.2
2014,EAV-110205-G,Waste from copper hydrometallurgy processes,,,
2014,EAV-110207-G,Non-ferrous hydrometallurgy:And.Abf. m.dangerous.St.,,,
2014,EAV-110301-G,"Slurries, solids from hardening processes: Cyanidh. waste",40.0,0.6,0.6
2014,EAV-110302-G,"Sludges, solids from hardening processes: Other wastes",52.0,1.8,1.7
2014,EAV-110503-G,Galvanizing: Solid waste from exhaust gas treatment,13.0,0.3,0.2
2014,EAV-110504-G,Galvanizing: Used flux,,,
2014,EAV-12,Waste from mechanical shaping processes,3769.0,1135.4,836.3
2014,EAV-120106-G,Halogen-containing mineral oil-based machining oils,,,
2014,EAV-120107-G,"Halogen-free, mineral oil-based machining oils",110.0,77.6,30.3
2014,EAV-120108-G,Halogenated machining emulsions and. -solutions,13.0,1.0,0.9
2014,EAV-120109-G,Halogen-free machining emulsions and solutions,2994.0,861.6,647.5
2014,EAV-120110-G,Synthetic machining oils,23.0,0.9,0.9
2014,EAV-120112-G,Used waxes and fats,211.0,7.9,6.6
2014,EAV-120114-G,Processing sludge with dangerous substances,252.0,22.2,21.3
2014,EAV-120116-G,Abrasive waste (with hazardous substances),381.0,29.0,24.2
2014,EAV-120118-G,"Oily metal sludge (grinding sludge, etc.)",449.0,87.2,61.2
2014,EAV-120119-G,Easily biodegradable machining oils,,,
2014,EAV-120120-G,Used honing and abrasives containing hazardous substances,84.0,5.5,4.3
2014,EAV-120301-G,Aqueous washing liquids,315.0,40.3,36.9
2014,EAV-120302-G,Vapor degreasing waste,17.0,1.9,1.9
2014,EAV-13,waste oil and liquid fuel waste,3863.0,1406.5,1181.3
2014,EAV-130101-G,Hydraulic oils containing PCBs,6.0,0.2,0.0
2014,EAV-130104-G,Hydraulic oils: Chlorinated emulsions,,,
2014,EAV-130105-G,Hydraulic oils: Non-chlorinated emulsions,82.0,11.2,10.3
2014,EAV-130109-G,Chlorinated hydraulic oils based on mineral oil,3.0,0.0,0.0
2014,EAV-130110-G,Non-chlorinated mineral oil based hydraulic oils,78.0,2.6,2.4
2014,EAV-130111-G,Synthetic hydraulic oils,8.0,0.1,0.1
2014,EAV-130112-G,Easily biodegradable hydraulic oils,,,
2014,EAV-130113-G,Other hydraulic oils,7.0,0.2,0.2
2014,EAV-130204-G,"Chlorinated engine, gear and lubricating oils",59.0,1.4,1.1
2014,EAV-130205-G,"Non-chlorinated machines, gears and. lubricating oils",1467.0,533.0,403.7
2014,EAV-130206-G,"Synthetic machine, gear and lubricating oils",13.0,0.5,0.5
2014,EAV-130207-G,Easily biodegradable. Machine and gear oils,,,
2014,EAV-130208-G,"Other machine, gear and lubricating oils",129.0,29.6,19.7
2014,EAV-130301-G,Insulating and heat transfer oils with PCB,45.0,1.3,0.7
2014,EAV-130306-G,Chlorine. Insulating and heat transfer oils(oh.130301),3.0,0.0,0.0
2014,EAV-130307-G,Non-chlorinated insulating and heat transfer oils,192.0,10.8,10.3
2014,EAV-130308-G,Synthetic insulating and heat transfer oils,23.0,0.9,0.8
2014,EAV-130309-G,biologist easily degradable insulating u. heat transfer oils,,,
2014,EAV-130310-G,Other insulating and heat transfer oils,20.0,0.3,0.2
2014,EAV-130401-G,Bilge oils from inland shipping,12.0,5.6,5.3
2014,EAV-130402-G,Bilge oils from pier drains,,,
2014,EAV-130403-G,Bilge oils from other shipping,20.0,105.0,103.2
2014,EAV-130501-G,Solid waste from grit chambers and oil/water separators,188.0,63.7,47.2
2014,EAV-130502-G,Sludge from oil/water separators,854.0,182.6,173.8
2014,EAV-130503-G,Sludge from intake shafts,377.0,111.4,101.7
2014,EAV-130506-G,Oils from oil/water separators,38.0,5.6,4.2
2014,EAV-130507-G,Oily water from oil/water separators,198.0,43.3,34.6
2014,EAV-130508-G,"Waste mixtures from sand traps, oil/water separation.",965.0,188.8,180.4
2014,EAV-130701-G,heating oil and diesel,130.0,15.5,13.0
2014,EAV-130702-G,Petrol,47.0,1.6,1.4
2014,EAV-130703-G,Other fuels (including mixtures),165.0,26.1,13.3
2014,EAV-130801-G,Oil waste: sludges or emulsions from desalters,,,
2014,EAV-130802-G,Waste oil: Other emulsions,164.0,34.3,27.6
2014,EAV-130899-G,Oil waste: waste n.e.c.,170.0,30.7,25.6
2014,EAV-14,"Waste from organic solvents, coolants",714.0,149.0,69.5
2014,EAV-140601-G,"Chlorofluorocarbons, HCFC, HFC",57.0,1.8,1.5
2014,EAV-140602-G,Other halogenated solvents and solvent mixtures.,107.0,10.8,3.9
2014,EAV-140603-G,Other solvents and solvent mixtures,605.0,128.0,58.0
2014,EAV-140604-G,"Sludge, solid waste (halogenated solvents)",20.0,1.2,0.2
2014,EAV-140605-G,"Sludges, solid waste (other solvents)",62.0,7.2,5.9
2014,EAV-15,"Packaging waste, absorbents, wipes",2578.0,264.6,194.4
2014,EAV-150110-G,Packaging with residues of dangerous substances,1115.0,58.5,46.5
2014,EAV-150111-G,packaging of metal,31.0,2.4,2.4
2014,EAV-150202-G,"Absorbent and filter materials, wipes",2118.0,203.6,145.6
2014,EAV-16,Waste not included elsewhere in the inventory,2878.0,931.7,772.0
2014,EAV-160104-G,Old vehicles,52.0,90.5,90.5
2014,EAV-160107-G,Old vehicles: oil filter,106.0,12.1,9.5
2014,EAV-160108-G,Old vehicles: components containing mercury,,,
2014,EAV-160109-G,End-of-life vehicles: components containing PCBs,,,
2014,EAV-160110-G,End-of-life vehicles: Explosive components (e.g. from airbags),59.0,1.5,1.4
2014,EAV-160111-G,Old vehicles: brake pads containing asbestos,5.0,0.0,0.0
2014,EAV-160113-G,Old vehicles: brake fluids,146.0,12.6,8.8
2014,EAV-160114-G,End-of-life vehicles: antifreeze is dangerous. substances,222.0,23.9,17.5
2014,EAV-160121-G,"dangerous Components (oh.160107-160111,160113-160114)",50.0,3.0,2.9
2014,EAV-160209-G,transformers and Capacitors containing PCB.,194.0,1.8,1.4
2014,EAV-160210-G,Used devices containing PCB (oh.160209),5.0,0.0,0.0
2014,EAV-160211-G,Used equipment,187.0,13.1,6.1
2014,EAV-160212-G,Used equipment containing free asbestos,117.0,10.2,8.7
2014,EAV-160213-G,Used devices with dangerous Components (oh.160209-12),480.0,48.5,37.2
2014,EAV-160215-G,Dangerous components removed from used devices,151.0,53.2,34.9
2014,EAV-160303-G,Bad batches: Inorganic waste with hazardous substances,71.0,4.3,4.3
2014,EAV-160305-G,Bad batches: Organic waste is hazardous. substances,128.0,7.4,6.9
