GENESIS-Tabelle: 32161-0001
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;
Abfallarten;;;;
Erhebung über die Abfallerzeugung;;;;
Deutschland;;;;
;;;Betriebe;Erzeugte Abfallmenge
2014;EAV-190605-U;  Flüssigkeiten aus Beh. v. tier.u.pflanzl. Abfällen;-;-
2014;EAV-190606-U;  Gärrückstand/-schlamm a. Beh.v.tier.u.pflanzl.Abf.;-;-
2014;EAV-190699-U;  Anaerobe Behandlung von Abfällen: Abfälle a.n.g.;-;-
2014;EAV-190702-G;  Deponiesickerwasser, das gefährl. Stoffe enthält;-;-
2014;EAV-190703-U;  Deponiesickerwasser (ohne 190702);4;211,0
2014;EAV-190801-U;  Sieb- und Rechenrückstände;134;20,4
2014;EAV-190802-U;  Sandfangrückstände;159;29,2
2014;EAV-190805-U;  Schlämme aus der Behandlung v. kommunalem Abwasser;-;-
2014;EAV-190806-G;  Gesättigte oder verbrauchte Ionenaustauscherharze;76;0,4
2014;EAV-190807-G;  Lösungen u. Schlämme aus Regeneration v.Ionenaust.;-;-
2014;EAV-190808-G;  Schwermetallhaltige Abfälle aus Membransystemen;-;-
2014;EAV-190809-U;  Fett- u.Ölmischungen aus Ölabscheidern (Speiseöle);220;14,6
2014;EAV-190810-G;  Fett- u.Ölmischungen aus Ölabscheidern (oh.190809);21;0,4
2014;EAV-190811-G;  Schlämme aus biol.Behandlung von industr.Abwasser;19;313,0
2014;EAV-190812-U;  Schlämme a. biol.Beh.v.industr.Abwasser(oh.190811);62;220,6
2014;EAV-190813-G;  Schlämme mit gefährl. Stoffen aus industr.Abwasser;136;131,3
2014;EAV-190814-U;  Schlämme aus industriellem Abwasser (ohne 190813);313;82,0
2014;EAV-190899-U;  Abwasserbehandlungsanlagen: Abfälle a.n.g.;13;8,1
2014;EAV-190901-U;  Feste Abfälle aus Erstfiltration u. Siebrückstände;38;13,9
2014;EAV-190902-U;  Schlämme aus der Wasserklärung;147;139,2
2014;EAV-190903-U;  Schlämme aus der Dekarbonatisierung;39;79,9
2014;EAV-190904-U;  Gebrauchte Aktivkohle;56;2,9
2014;EAV-190905-U;  Gesättigte oder gebrauchte Ionenaustauscherharze;103;1,5
2014;EAV-190906-U;  Lösungen u. Schlämme aus Regeneration v.Ionenaust.;4;0,7
2014;EAV-190999-U;  Brauchwasser: Abfälle a.n.g.;-;-
2014;EAV-191001-U;  Eisen- und Stahlabfälle;52;19,0
2014;EAV-191002-U;  NE-Metall-Abfälle;22;2,4
2014;EAV-191003-G;  Schredderleichtfraktionen und Staub;-;-
2014;EAV-191004-U;  Schredderleichtfraktionen und Staub (ohne 191003);4;0,1
2014;EAV-191005-G;  Andere Fraktionen, die gefährl. Stoffe enthalten;-;-
2014;EAV-191006-U;  Andere Fraktionen (ohne 191005);3;18,7
2014;EAV-191101-G;  Altölaufbereitung: Gebrauchte Filtertone;10;2,5
2014;EAV-191102-G;  Altölaufbereitung: Säureteere;-;-
2014;EAV-191103-G;  Altölaufbereitung: Wässrige flüssige Abfälle;3;0,1
2014;EAV-191104-G;  Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen;-;-
2014;EAV-191105-G;  Altölaufber.: Schlämme (betriebseig.Abwasserbeh.);9;0,4
2014;EAV-191106-U;  Schlämme aus betriebs. Abwasserbehandl.(oh.191105);8;1,2
2014;EAV-191107-G;  Altölaufbereitung: Abfälle aus der Abgasreinigung;-;-
2014;EAV-19119900-U;  Abfälle a.n.g;-;-
2014;EAV-19119950-U;  Basisöl (Ausgangsstoff für Schmierstoff), (SK);4;0,0
2014;EAV-19119951-U;  Schmierstoff, (SS);4;0,0
2014;EAV-19119952-U;  Mitteldestillat Komponente;-;-
2014;EAV-19119953-U;  Heizöl leicht (inklusive Diesel), (HL);-;-
2014;EAV-19119954-U;  Heizöl schwer Komponente;-;-
2014;EAV-19119955-U;  Heizöl schwer, (HS);-;-
2014;EAV-19120100-U;  Mech.Abfallbehandlung: Papier, Pappe nicht diff.;167;66,6
2014;EAV-19120101-U;  Mech.Abfallbehandlung: Untere Sorten (Gruppe I);24;17,5
2014;EAV-19120102-U;  Mech.Abfallbehandlung: Mittlere Sorten (Gruppe II);20;8,6
2014;EAV-19120103-U;  Mech.Abfallbehandlung: Bessere Sorten (Gruppe III);11;2,8
2014;EAV-19120104-U;  Mech.Abfallbehandlung: Krafthaltige Sorten (Gr.IV);4;1,6
2014;EAV-19120105-U;  Mech.Abfallbehandlung: Sondersorten (Gruppe V);7;0,2
2014;EAV-191202-U;  Mech.Abfallbehandlung: Eisenmetalle;215;90,4
2014;EAV-191203-U;  Mech.Abfallbehandlung: Nichteisenmetalle;97;9,0
2014;EAV-191204-U;  Mech.Abfallbehandlung: Kunststoff und Gummi;232;62,9
2014;EAV-19120500-U;  Mech.Abfallbehandlung: Glas nicht differenzierbar;24;0,8
2014;EAV-19120501-U;  Mech.Abfallbehandlung: Weißglas;25;5,4
2014;EAV-19120502-U;  Mech.Abfallbehandlung: Braunglas;13;2,2
2014;EAV-19120503-U;  Mech.Abfallbehandlung: Grünglas;13;1,4
2014;EAV-19120504-U;  Mech.Abfallbehandlung: Buntglas;8;0,7
2014;EAV-19120505-U;  Mech.Abfallbehandlung: Mischglas;24;6,8
2014;EAV-191206-G;  Mech.Abfallbehandlung: Holz mit gefährl. Stoffen;9;3,4
2014;EAV-191207-U;  Holz (ohne 191206);59;5,9
2014;EAV-191208-U;  Mech.Abfallbehandlung: Textilien;12;2,4
2014;EAV-19120900-U;  Mech.Abfallbehandlung: Mineralien (Sand, Steine);45;30,8
2014;EAV-19120901-U;  Erzeugnisse für Verwendung im Straßen-u. Wegebau;-;-
2014;EAV-19120902-U;  Erzeugnisse für Verwendung im sonstigen Erdbau;3;0,2
2014;EAV-19120903-U;  Erzeugnisse f.d. Verwendung in Betonmischanlagen;-;-
2014;EAV-19120904-U;  Erzeugnisse für Verwendung in Asphaltmischanlagen;-;-
2014;EAV-19120905-U;  Erzeugnisse für sonstige Verwendung;-;-
2014;EAV-19120906-U;  Heißmischgut für den Straßen- und Wegebau;-;-
2014;EAV-191210-U;  Brennbare Abfälle (Brennstoffe aus Abfällen);24;22,1
2014;EAV-191211-G;  Sonstige Abfälle (einschl. Materialmischungen);17;1,1
2014;EAV-191212-U;  Sonstige Abfälle (ohne 191211);125;138,9
2014;EAV-191301-G;  Feste Abfälle aus der Sanierung von Böden;3;0,0
2014;EAV-191302-U;  Feste Abfälle aus Sanierung von Böden (oh.191301);-;-
2014;EAV-191303-G;  Schlämme aus der Sanierung von Böden;-;-
2014;EAV-191304-U;  Schlämme aus der Sanierung von Böden (oh.191303);-;-
2014;EAV-191305-G;  Schlämme aus der Sanierung von Grundwasser;7;0,1
2014;EAV-191306-U;  Schlämme aus Sanierung von Grundwasser (oh.191305);4;2,2
2014;EAV-191307-G;  Wässrige Abf.u.Konzentrate aus Grundwassersanier.;-;-
2014;EAV-191308-U;  Wässrige Abf.u.Konz. a.Grundwassersan. (oh.191307);-;-
2014;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);;
2014;EAV-200101-U;  Papier und Pappe;9373;1332,1
2014;EAV-200102-U;  Glas;1179;124,8
2014;EAV-200108-U;  Biologisch abbaubare Küchen- und Kantinenabfälle;3419;215,6
2014;EAV-200110-U;  Bekleidung;26;0,5
2014;EAV-200111-U;  Textilien;70;3,0
2014;EAV-200113-G;  Lösemittel;293;0,7
2014;EAV-200114-G;  Säuren;215;0,4
2014;EAV-200115-G;  Laugen;197;1,2
2014;EAV-200117-G;  Fotochemikalien;58;0,5
2014;EAV-200119-G;  Pestizide;41;0,0
2014;EAV-200121-G;  Leuchtstoffröhren u.a. quecksilberhaltige Abfälle;5583;11,0
2014;EAV-200123-G;  Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe;639;0,9
2014;EAV-200125-U;  Speiseöle und -fette;629;9,7
2014;EAV-200126-G;  Öle und Fette (ohne 200125);126;0,5
2014;EAV-200127-G;  Farben, Druckfarben, Klebstoffe und Kunstharze;374;0,8
2014;EAV-200128-U;  Farben,Druckfarben,Klebst.,Kunstharze (oh.200127);77;0,3
2014;EAV-200129-G;  Reinigungsmittel, die gefährliche Stoffe enthalten;83;0,1
2014;EAV-200130-U;  Reinigungsmittel (ohne 200129);39;0,3
2014;EAV-200131-G;  Zytotoxische und zytostatische Arzneimittel;-;-
2014;EAV-200132-U;  Arzneimittel (ohne 200131);93;5,7
2014;EAV-200133-G;  Batterien und Akkumulatoren (160601-160603);1176;0,9
2014;EAV-200134-U;  Batterien und Akkumulatoren (ohne 200133);270;0,2
2014;EAV-200135-G;  Gebrauchte elektrische Geräte (oh.200121,200123);3811;18,9
2014;EAV-200136-U;  Gebrauchte elektr.Geräte (oh.200121,200123,200135);1506;10,8
2014;EAV-200137-G;  Holz, das gefährliche Stoffe enthält;54;0,9
2014;EAV-200138-U;  Holz (ohne 200137);1005;55,1
2014;EAV-200139-U;  Kunststoffe;2811;142,2
2014;EAV-200140-U;  Metalle;4445;607,5
2014;EAV-200141-U;  Abfälle aus der Reinigung von Schornsteinen;-;-
2014;EAV-200199-U;  Sonstige Fraktionen a.n.g.;-;-
2014;EAV-20019900-U;  Sonstige Fraktionen a.n.g. nicht differenzierbar;64;1,4
2014;EAV-20019901-U;  Gemischte Wertstoffe ohne Leichtverpackungen;16;1,9
2014;EAV-200201-U;  Biologisch abbaubare Abfälle;4073;269,0
2014;EAV-200202-U;  Boden und Steine;60;9,7
2014;EAV-200203-U;  Andere nicht biologisch abbaubare Abfälle;22;1,8
2014;EAV-20030100-U;  Gemischte Siedlungsabfälle nicht differenzierbar;3078;279,1
2014;EAV-20030101-U;  Hausmüll, hausmüllähnliche Gewerbeabfälle;3421;252,3
2014;EAV-20030102-U;  Hausmüllähnliche Gewerbeabfälle;11051;1026,6
2014;EAV-20030104-U;  Abfälle aus der Biotonne;469;20,3
2014;EAV-200302-U;  Marktabfälle;30;3,8
2014;EAV-200303-U;  Straßenkehricht;482;33,9
2014;EAV-200304-U;  Fäkalschlamm;259;45,5
2014;EAV-200306-U;  Abfälle aus der Kanalreinigung;172;15,9
2014;EAV-200307-U;  Sperrmüll;1863;50,2
2014;EAV-200399-U;  Siedlungsabfälle a.n.g.;116;14,6
2014;EAV-99;Gefährliche Abfälle;;
2014;EAV-990000-G;  Gefährliche Abfälle insgesamt;-;-
2014;;Insgesamt;19877;67871,3
2018;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;;
2018;EAV-010101-U;  Abfälle aus Abbau v. metallhaltigen Bodenschätzen;6;2,3
2018;EAV-010102-U;  Abfälle aus Abbau v. nichtmetallh. Bodenschätzen;3;0,1
2018;EAV-010304-G;  Säure bildende Aufbereitungsrückstände a. sul. Erz;-;-
2018;EAV-010305-G;  Andere Aufbereitungsrückstände mit gefährl.Stoffen;-;-
2018;EAV-010306-U;  Aufbereitungsrückstände (ohne 010304 und 010305);-;-
2018;EAV-010307-G;  Abfälle aus Verarb. metallhaltiger Bodenschätze;-;-
2018;EAV-010308-U;  Staubende und pulvrige Abfälle (ohne 010307);5;0,1
2018;EAV-010309-U;  Rotschlamm aus Aluminiumoxidherstellung(oh.010310);-;-
2018;EAV-010399-U;  Verarb. von metallh. Bodenschätzen: Abfälle a.n.g.;-;-
2018;EAV-010407-G;  Abfälle a.Weiterverarb. nichtmetallh. Bodenschätze;-;-
2018;EAV-010408-U;  Abfälle von Kies- und Gesteinsbruch (ohne 010407);10;28,1
2018;EAV-010409-U;  Abfälle von Sand und Ton;11;5,8
2018;EAV-010410-U;  Staubende und pulvrige Abfälle (ohne 010407);16;6,1
2018;EAV-010411-U;  Abfälle aus Verarb. v.Kali-u.Steinsalz (oh.010407);7;10,7
2018;EAV-010412-U;  Aufbereitungsrück. u.a. Abfälle (oh.010407,010411);-;-
2018;EAV-010413-U;  Abfälle aus Steinmetz-,-sägearbeiten (ohne 010407);13;40,8
2018;EAV-010499-U;  Verarb. v. nichtmetallh. Bodensch.: Abfälle a.n.g.;4;0,4
2018;EAV-010504-U;  Schlämme und Abfälle aus Süßwasserbohrungen;4;0,6
2018;EAV-010505-G;  Ölhaltige Bohrschlämme und -abfälle;6;0,4
2018;EAV-010506-G;  Bohrschlämme u.a. Bohrabfälle mit gefährl. Stoffen;-;-
2018;EAV-010507-U;  Barythaltige Bohrschlä.,-abfälle(oh.010505,010506);-;-
2018;EAV-010508-U;  Chloridhalt. Bohrschlä.,-abfälle(oh.010505,010506);-;-
2018;EAV-010599-U;  Bohrschlämme u. andere Bohrabfälle: Abfälle a.n.g.;-;-
2018;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;;
2018;EAV-020101-U;  Landwirtsch.u.a.:Schlämme v.Wasch-,Reinigungsvorg.;15;19,4
2018;EAV-020102-U;  Landwirtsch.u.a.: Abfälle aus tierischem Gewebe;80;159,5
2018;EAV-020103-U;  Landwirtsch.u.a.: Abfälle aus pflanzlichem Gewebe;116;273,1
2018;EAV-020104-U;  Landwirtsch.u.a.:Kunststoffabfälle (ohne Verpack.);109;5,3
2018;EAV-020106-U;  Tierische Ausscheidungen, Gülle/Jauche/Stallmist;63;283,5
2018;EAV-020107-U;  Abfälle aus der Forstwirtschaft;15;2,6
2018;EAV-020108-G;  Abfälle von Chemikalien für die Landwirtschaft;41;0,4
2018;EAV-020109-U;  Abfälle v. Chemik. f. d. Landwirtschaft(oh.020108);4;0,3
2018;EAV-020110-U;  Landwirtschaft u.a.: Metallabfälle;77;5,7
2018;EAV-020199-U;  Landwirtschaft u.a.: Abfälle a.n.g.;19;3,6
2018;EAV-020201-U;  Fleisch u.a.:Schlämme v.Wasch-,Reinigungsvorgängen;35;29,3
2018;EAV-020202-U;  Fleisch u.a.: Abfälle aus tierischem Gewebe;206;488,3
2018;EAV-020203-U;  Fleisch u.a.: Für Verzehr/Verarb. ungeeig.Stoffe;249;177,9
2018;EAV-020204-U;  Fleisch u.a.: Schlämme(betriebseig.Abwasserbeh.);1852;494,8
2018;EAV-020299-U;  Verarb. von Fleisch, Fisch u.a.: Abfälle a.n.g.;31;57,0
2018;EAV-020301-U;  Obst u.a.:Schlämme aus Wasch-,Reinigungsproz. u.a.;59;143,9
2018;EAV-020302-U;  Obst u.a.: Abfälle von Konservierungsstoffen;-;-
2018;EAV-020303-U;  Obst u.a.: Abfälle aus Extraktion mit Lösemitteln;4;1,0
2018;EAV-020304-U;  Obst u.a.: Für Verzehr/Verarb. ungeeignete Stoffe;421;452,0
2018;EAV-020305-U;  Obst u.a.: Schlämme (betriebseig. Abwasserbeh.);64;117,4
2018;EAV-020399-U;  Verarbeitung von Obst, Gemüse u.a.: Abfälle a.n.g.;36;42,2
2018;EAV-020401-U;  Zuckerherstellung: Rübenerde;15;1491,8
2018;EAV-020402-U;  Zuckerherst.: Nicht spezif. Calciumcarbonatschlamm;-;-
2018;EAV-020403-U;  Zuckerherst.: Schlämme (betriebseig.Abwasserbeh.);-;-
2018;EAV-020499-U;  Zuckerherstellung: Abfälle a.n.g.;8;45,7
2018;EAV-020501-U;  Milchverarbeitung: Für Verzehr/Verarb. ungeeig.St.;92;157,2
2018;EAV-020502-U;  Milchverarb.: Schlämme (betriebseig. Abwasserbeh.);43;161,4
2018;EAV-020599-U;  Milchverarbeitung: Abfälle a.n.g.;6;20,0
2018;EAV-020601-U;  Back-,Süßwaren: Für Verzehr/Verarb. ungeeig. St.;344;214,1
2018;EAV-020602-U;  Back-,Süßwaren: Abfälle von Konservierungsstoffen;-;-
2018;EAV-020603-U;  Back-,Süßwaren: Schlämme(betriebseig.Abwasserbeh.);72;29,2
2018;EAV-020699-U;  Herstellung von Back- und Süßwaren: Abfälle a.n.g.;24;30,9
2018;EAV-020701-U;  Getränke: Abfälle aus der Wäsche, Reinigung u.a.;26;147,9
2018;EAV-020702-U;  Getränke: Abfälle aus der Alkoholdestillation;6;300,8
2018;EAV-020703-U;  Getränke: Abfälle aus der chemischen Behandlung;-;-
2018;EAV-020704-U;  Getränke: Für Verzehr/Verarb. ungeeignete Stoffe;65;412,1
2018;EAV-020705-U;  Getränke: Schlämme (betriebseigene Abwasserbeh.);29;19,7
2018;EAV-020799-U;  Herstellung von Getränken: Abfälle a.n.g.;25;171,2
2018;EAV-03;Abfälle aus der Holzbearbeitung u.a.;;
2018;EAV-030101-U;  Holzbearbeitung u.a.: Rinden- und Korkabfälle;26;497,8
2018;EAV-030104-G;  Sägemehl, Späne, Abschnitte, Holz, Spanplatten;34;5,3
2018;EAV-030105-U;  Sägemehl,Späne,Abschnitte,Holz,Spanpl. (oh.030104);702;2985,1
2018;EAV-030199-U;  Holzbearbeitung u.a.: Abfälle a.n.g.;22;3,7
2018;EAV-030201-G;  Halogenfreie organische Holzschutzmittel;3;0,0
2018;EAV-030202-G;  Chlororganische Holzschutzmittel;-;-
2018;EAV-030203-G;  Metallorganische Holzschutzmittel;-;-
2018;EAV-030204-G;  Anorganische Holzschutzmittel;-;-
2018;EAV-030205-G;  Andere Holzschutzmittel mit gefährlichen Stoffen;-;-
2018;EAV-030299-U;  Holzschutzmittel a.n.g.;3;0,0
2018;EAV-030301-U;  Papierherstellung u.a.: Rinden- und Holzabfälle;26;192,8
2018;EAV-030302-U;  Sulfitschlämme (aus Rückgewinnung von Kochlaugen);-;-
2018;EAV-030305-U;  Deinking-Schlämme aus dem Papierrecycling;12;582,9
2018;EAV-030307-U;  Mechanisch abgetrennte Abfälle (Papierabfälle);79;786,2
2018;EAV-030308-U;  Abfälle aus Sortierung v. Papier für Recycling;170;385,0
2018;EAV-030309-U;  Kalkschlammabfälle;3;1,9
2018;EAV-030310-U;  Faserabfälle, Faser-, Füller- und Überzugsschlämme;122;1627,5
2018;EAV-030311-U;  Schlämme a. betriebs.Abwasserbehandlung(oh.030310);42;150,1
2018;EAV-030399-U;  Papierherstellung u.a.: Abfälle a.n.g.;25;697,6
2018;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;;
2018;EAV-040101-U;  Fleischabschabungen und Häuteabfälle;3;0,0
2018;EAV-040102-U;  Geäschertes Leimleder;5;18,2
2018;EAV-040103-G;  Entfettungsabfälle, lösemittelh.,oh.flüssige Phase;-;-
2018;EAV-040104-U;  Chromhaltige Gerbereibrühe;-;-
2018;EAV-040105-U;  Chromfreie Gerbereibrühe;-;-
2018;EAV-040106-U;  Chromhaltige Schlämme;9;19,0
2018;EAV-040107-U;  Chromfreie Schlämme;-;-
2018;EAV-040108-U;  Chromhaltige Abfälle aus gegerbtem Leder;17;4,2
2018;EAV-040109-U;  Abfälle aus der Zurichtung und dem Finish;8;0,2
2018;EAV-040199-U;  Leder- und Pelzindustrie: Abfälle a.n.g.;7;1,2
2018;EAV-040209-U;  Abfälle aus Verbundmaterialien (Elastomer u.a.);69;24,8
2018;EAV-040210-U;  Organische Stoffe aus Naturstoffen (z.B. Fette);9;0,7
2018;EAV-040214-G;  Abfälle aus dem Finish mit organ. Lösungsmittel;3;0,0
2018;EAV-040215-U;  Abfälle aus dem Finish (ohne 040214);11;0,8
2018;EAV-040216-G;  Farbstoffe und Pigmente mit gefährlichen Stoffen;5;0,2
2018;EAV-040217-U;  Farbstoffe und Pigmente (ohne 040216);6;0,3
2018;EAV-040219-G;  Textilindustrie:Schlämme(betriebseig.Abwasserbeh.);-;-
2018;EAV-040220-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.040219);19;3,1
2018;EAV-040221-U;  Abfälle aus unbehandelten Textilfasern;35;4,1
2018;EAV-040222-U;  Abfälle aus verarbeiteten Textilfasern;224;38,1
2018;EAV-040299-U;  Textilindustrie: Abfälle a.n.g.;16;0,9
2018;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;;
2018;EAV-050102-G;  Erdölraffination: Entsalzungsschlämme;-;-
2018;EAV-050103-G;  Erdölraffination: Bodenschlämme aus Tanks;35;22,1
2018;EAV-050104-G;  Erdölraffination: Saure Alkylschlämme;-;-
2018;EAV-050105-G;  Erdölraffination: Verschüttetes Öl;-;-
2018;EAV-050106-G;  Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.;29;9,6
2018;EAV-050107-G;  Erdölraffination: Säureteere;-;-
2018;EAV-050108-G;  Erdölraffination: Andere Teere;-;-
2018;EAV-050109-G;  Erdölraffin.: Schlämme (betriebseig.Abwasserbeh.);5;2,6
2018;EAV-050110-U;  Schlämme a. betriebseign. Abwasserbeh.(oh.050109);5;6,7
2018;EAV-050111-G;  Erdölraffin.: Abf. aus Brennstoffrein. mit Basen;-;-
2018;EAV-050112-G;  Erdölraffination: Säurehaltige Öle;-;-
2018;EAV-050113-U;  Erdölraff.: Schlämme aus Kesselspeisewasseraufber.;-;-
2018;EAV-050114-U;  Erdölraffination: Abfälle aus Kühlkolonnen;-;-
2018;EAV-050115-G;  Erdölraffination: Gebrauchte Filtertone;5;0,6
2018;EAV-050116-U;  Erdölraff.:Schwefelh. Abfälle aus Ölentschwefelung;5;0,2
2018;EAV-050117-U;  Erdölraffination: Bitumen;7;0,1
2018;EAV-050199-U;  Erdölraffination: Abfälle a.n.g.;-;-
2018;EAV-050601-G;  Kohlepyrolyse: Säureteere;-;-
2018;EAV-050603-G;  Kohlepyrolyse: Andere Teere;32;17,5
2018;EAV-050604-U;  Kohlepyrolyse: Abfälle aus Kühlkolonnen;-;-
2018;EAV-050699-U;  Kohlepyrolyse: Abfälle a.n.g.;-;-
2018;EAV-050701-G;  Erdgasreinigung,-transport: Quecksilberh. Abfälle;-;-
2018;EAV-050702-U;  Erdgasreinigung,-transport:Schwefelhaltige Abfälle;5;0,5
2018;EAV-050799-U;  Erdgasreinigung,-transport: Abfälle a.n.g.;-;-
2018;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;;
2018;EAV-060101-G;  Schwefelsäure und schweflige Säure;177;166,7
2018;EAV-060102-G;  Salzsäure;50;6,7
2018;EAV-060103-G;  Flusssäure;10;0,3
2018;EAV-060104-G;  Phosphorsäure und phosphorige Säure;31;1,5
2018;EAV-060105-G;  Salpetersäure und salpetrige Säure;32;0,8
2018;EAV-060106-G;  Andere Säuren;742;11,8
2018;EAV-060199-U;  Säuren: Abfälle a.n.g.;7;0,1
2018;EAV-060201-G;  Calciumhydroxid;9;0,9
2018;EAV-060203-G;  Ammoniumhydroxid;34;6,6
2018;EAV-060204-G;  Natrium- und Kaliumhydroxid;50;3,7
2018;EAV-060205-G;  Andere Basen;631;11,4
2018;EAV-060299-U;  Basen: Abfälle a.n.g.;-;-
2018;EAV-060311-G;  Feste Salze u. Lösungen, Cyanid enthaltend;18;0,3
2018;EAV-060313-G;  Feste Salze u. Lösungen, Schwermetalle enthaltend;97;14,2
2018;EAV-060314-U;  Feste Salze und Lösungen (ohne 060311 und 060313);184;115,4
2018;EAV-060315-G;  Metalloxide, die Schwermetalle enthalten;26;3,1
2018;EAV-060316-U;  Metalloxide (ohne 060315);47;38,3
2018;EAV-060399-U;  Salze, Salzlösungen, Metalloxide: Abfälle a.n.g.;7;0,2
2018;EAV-060403-G;  Arsenhaltige Abfälle;8;0,4
2018;EAV-060404-G;  Quecksilberhaltige Abfälle;450;1,6
2018;EAV-060405-G;  Abfälle, die andere Schwermetalle enthalten;55;43,3
2018;EAV-060499-U;  Metallhaltige Abfälle a.n.g.;3;0,4
2018;EAV-060502-G;  Schlämme aus betriebseigener Abwasserbehandlung;71;43,6
2018;EAV-060503-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.060502);104;90,8
2018;EAV-060602-G;  Abfälle, die gefährliche Sulfide enthalten;5;2,0
2018;EAV-060603-U;  Sulfidhaltige Abfälle (ohne 060602);-;-
2018;EAV-060699-U;  Schwefelhaltige Chemikalien: Abfälle a.n.g.;-;-
2018;EAV-060701-G;  Asbesthaltige Abfälle aus der Elektrolyse;-;-
2018;EAV-060702-G;  Aktivkohle aus der Chlorherstellung;-;-
2018;EAV-060703-G;  Quecksilberhaltige Bariumsulfatschlämme;-;-
2018;EAV-060704-G;  Lösungen und Säuren, z.B. Kontaktsäure;-;-
2018;EAV-060799-U;  Halogene: Abfälle a.n.g.;3;1,8
2018;EAV-060802-G;  Gefährliche Chlorsilane enthaltende Abfälle;4;10,8
2018;EAV-060899-U;  Silizium, Siliziumverbindungen: Abfälle a.n.g.;14;16,5
2018;EAV-060902-U;  Phosphorhaltige Schlacke;-;-
2018;EAV-060903-G;  Reaktionsabfälle auf Calciumbasis;-;-
2018;EAV-060904-U;  Reaktionsabfälle auf Calciumbasis (ohne 060903);-;-
2018;EAV-060999-U;  Phosphorhaltige Chemikalien: Abfälle a.n.g.;-;-
2018;EAV-061002-G;  Stickstoffh.Chemik.: Abfälle mit gefährl. Stoffen;6;0,3
2018;EAV-061099-U;  Stickstoffhaltige Chemikalien: Abfälle a.n.g.;4;0,1
2018;EAV-061101-U;  Reaktionsabfälle auf Calciumbasis a. Titandioxidh.;-;-
2018;EAV-061199-U;  Anorganische Pigmente, Farbgeber: Abfälle a.n.g.;4;0,1
2018;EAV-061301-G;  Anorganische Pflanzenschutzmittel,Holzschutzmittel;12;0,1
2018;EAV-061302-G;  Gebrauchte Aktivkohle (ohne 060702);103;2,4
2018;EAV-061303-U;  Industrieruß;31;2,8
2018;EAV-061304-G;  Abfälle aus der Asbestverarbeitung;-;-
2018;EAV-061305-G;  Ofen- und Kaminruß;-;-
2018;EAV-061399-U;  Anorganische chemische Prozesse: Abfälle a.n.g.;14;0,1
2018;EAV-07;Abfälle aus organisch-chemischen Prozessen;;
2018;EAV-070101-G;  Org.Grundchemik.: Wässrige Waschfl., Mutterlaugen;234;37,2
2018;EAV-070103-G;  Org.Grundchemik.: Halogenorg.Lösemittel, Waschfl.;204;46,7
2018;EAV-070104-G;  Org.Grundchemik.: Lösemittel, Waschflüssigkeiten;879;146,4
2018;EAV-070107-G;  Org.Grundchemik.: Halog.Reaktions-,Destill.rückst.;28;44,8
2018;EAV-070108-G;  Org.Grundchemik.: Reaktions-,Destillationsrückst.;137;129,7
2018;EAV-070109-G;  Org.Grundchemik.: Halog.Filterkuchen, Aufsaugmat.;12;0,4
2018;EAV-070110-G;  Org.Grundchemik.: And. Filterkuchen, Aufsaugmat.;34;2,3
2018;EAV-070111-G;  Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh);29;7,0
2018;EAV-070112-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070111);14;0,7
2018;EAV-070199-U;  Organische Grundchemikalien: Abfälle a.n.g.;23;8,3
2018;EAV-070201-G;  Kunststoffe: Wässrige Waschfl., Mutterlaugen;55;30,0
2018;EAV-070203-G;  Kunststoffe: Halogenorg.Lösemittel, Waschflüssig.;31;3,0
2018;EAV-070204-G;  Kunststoffe: organ. Lösemittel, Waschflüssigkeiten;127;35,1
2018;EAV-070207-G;  Kunststoffe: Halog. Reaktions-, Destill.rückstände;37;4,7
2018;EAV-070208-G;  Kunststoffe: Reaktions-, Destillationsrückstände;793;95,4
2018;EAV-070209-G;  Kunststoffe: Halog. Filterkuchen, Aufsaugmat.;4;0,1
2018;EAV-070210-G;  Kunststoffe: And. Filterkuchen, Aufsaugmaterialien;33;6,2
2018;EAV-070211-G;  Kunststoffe: Schlämme (betriebseig.Abwasserbeh.);10;0,7
2018;EAV-070212-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070211);32;15,9
2018;EAV-070213-U;  Kunststoffabfälle;1531;386,2
2018;EAV-070214-G;  Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.;64;3,2
2018;EAV-070215-U;  Abfälle von Zusatzstoffen (ohne 070214);33;1,8
